pathway_id,pathway_size,foreground_size,background_size,foreground_in_pathway,foreground_not_in_pathway,background_in_pathway_not_foreground,background_not_in_pathway_not_foreground,oddsratio,p_value,q_value
map01230,40,214,461,29,185,11,236,3.363144963144963,0.0004485054514396921,0.0793854649048255
map01210,25,214,461,19,195,6,241,3.9136752136752135,0.0020217203718256196,0.15401678050953085
map00460,11,214,461,10,204,1,246,12.058823529411764,0.0026820396941441044,0.15401678050953085
map04974,24,214,461,18,196,6,241,3.688775510204082,0.0034806052092549345,0.15401678050953085
map01502,7,214,461,7,207,0,247,inf,0.004403634330673924,0.1558886553058569
map00470,37,214,461,25,189,12,235,2.5903880070546736,0.005784564458504723,0.1706446515258893
map00970,20,214,461,15,199,5,242,3.648241206030151,0.007940122311980128,0.20077166417435466
map00660,6,214,461,6,208,0,247,inf,0.009632950098349207,0.2131290209259762
map05230,28,214,461,19,195,9,238,2.5766381766381765,0.015502384393738956,0.2498567801267883
map00220,11,214,461,9,205,2,245,5.378048780487805,0.017650410489740545,0.2498567801267883
map01060,49,214,461,30,184,19,228,1.9565217391304348,0.020368444320979753,0.2498567801267883
map00073,5,214,461,5,209,0,247,inf,0.021017345669125543,0.2498567801267883
map00997,8,214,461,7,207,1,246,8.318840579710145,0.02117430340057528,0.2498567801267883
map00280,8,214,461,7,207,1,246,8.318840579710145,0.02117430340057528,0.2498567801267883
map00261,8,214,461,7,207,1,246,8.318840579710145,0.02117430340057528,0.2498567801267883
map00040,13,214,461,10,204,3,244,3.9869281045751634,0.024384140078781556,0.269749549621521
map01110,95,214,461,53,161,42,205,1.6067731440402249,0.026310876326027483,0.2739426535121685
map00230,15,214,461,11,203,4,243,3.291871921182266,0.030678542681111705,0.3001159598644834
map00998,10,214,461,8,206,2,245,4.757281553398058,0.032215837499577314,0.3001159598644834
map00030,7,214,461,6,208,1,246,7.096153846153846,0.04100884470440091,0.362928275633948
map00300,4,214,461,4,210,0,247,inf,0.04573774747995416,0.3679809683614494
map00940,4,214,461,4,210,0,247,inf,0.04573774747995416,0.3679809683614494
map00290,9,214,461,7,207,2,245,4.142512077294686,0.05760330641334115,0.424824384798391
map00966,9,214,461,7,207,2,245,4.142512077294686,0.05760330641334115,0.424824384798391
