pathway_id,pathway_size,foreground_size,background_size,foreground_in_pathway,foreground_not_in_pathway,background_in_pathway_not_foreground,background_not_in_pathway_not_foreground,oddsratio,p_value,q_value
R-HSA-71240,16,830,1725,12,818,4,891,3.2677261613691932,0.02685101418765686,0.995231726290889
R-HSA-352230,28,830,1725,19,811,9,886,2.306343334703384,0.027058708674727826,0.995231726290889
R-HSA-5619094,13,830,1725,10,820,3,892,3.6260162601626016,0.033884120022477246,0.995231726290889
R-HSA-379716,22,830,1725,15,815,7,888,2.3347940403155127,0.04575034854508067,0.995231726290889
R-HSA-379726,22,830,1725,15,815,7,888,2.3347940403155127,0.04575034854508067,0.995231726290889
R-HSA-442660,22,830,1725,15,815,7,888,2.3347940403155127,0.04575034854508067,0.995231726290889
R-HSA-433692,7,830,1725,6,824,1,894,6.509708737864078,0.0506941052419862,0.995231726290889
R-HSA-8964208,7,830,1725,6,824,1,894,6.509708737864078,0.0506941052419862,0.995231726290889
R-HSA-8963684,7,830,1725,6,824,1,894,6.509708737864078,0.0506941052419862,0.995231726290889
R-HSA-8964540,4,830,1725,4,826,0,895,inf,0.05339783927392159,0.995231726290889
R-HSA-5619063,4,830,1725,4,826,0,895,inf,0.05339783927392159,0.995231726290889
R-HSA-5223345,4,830,1725,4,826,0,895,inf,0.05339783927392159,0.995231726290889
R-HSA-5619113,4,830,1725,4,826,0,895,inf,0.05339783927392159,0.995231726290889
R-HSA-5660883,4,830,1725,4,826,0,895,inf,0.05339783927392159,0.995231726290889
R-HSA-70268,11,830,1725,8,822,3,892,2.893755068937551,0.09008835494145595,0.995231726290889
R-HSA-70895,11,830,1725,8,822,3,892,2.893755068937551,0.09008835494145595,0.995231726290889
R-HSA-389661,13,830,1725,9,821,4,891,2.44183922046285,0.1051548515217304,0.995231726290889
R-HSA-189200,3,830,1725,3,827,0,895,inf,0.11118631103953204,0.995231726290889
R-HSA-428559,3,830,1725,3,827,0,895,inf,0.11118631103953204,0.995231726290889
R-HSA-3296197,3,830,1725,3,827,0,895,inf,0.11118631103953204,0.995231726290889
R-HSA-2024101,3,830,1725,3,827,0,895,inf,0.11118631103953204,0.995231726290889
R-HSA-5619062,3,830,1725,3,827,0,895,inf,0.11118631103953204,0.995231726290889
R-HSA-5619067,3,830,1725,3,827,0,895,inf,0.11118631103953204,0.995231726290889
R-HSA-9958863,3,830,1725,3,827,0,895,inf,0.11118631103953204,0.995231726290889
R-HSA-438066,3,830,1725,3,827,0,895,inf,0.11118631103953204,0.995231726290889
R-HSA-442982,3,830,1725,3,827,0,895,inf,0.11118631103953204,0.995231726290889
R-HSA-5673001,3,830,1725,3,827,0,895,inf,0.11118631103953204,0.995231726290889
R-HSA-5619044,12,830,1725,8,822,4,891,2.167883211678832,0.15863791308756525,0.995231726290889
R-HSA-5659735,12,830,1725,8,822,4,891,2.167883211678832,0.15863791308756525,0.995231726290889
R-HSA-5619070,5,830,1725,4,826,1,894,4.329297820823244,0.16447527367289852,0.995231726290889
R-HSA-977347,7,830,1725,5,825,2,893,2.706060606060606,0.19634004632401744,0.995231726290889
R-HSA-9009391,9,830,1725,6,824,3,892,2.1650485436893203,0.21763631518426138,0.995231726290889
R-HSA-110331,2,830,1725,2,828,0,895,inf,0.2313695820303305,0.995231726290889
R-HSA-9956520,2,830,1725,2,828,0,895,inf,0.2313695820303305,0.995231726290889
R-HSA-5619047,2,830,1725,2,828,0,895,inf,0.2313695820303305,0.995231726290889
