pathway_id,pathway_size,foreground_size,background_size,foreground_in_pathway,foreground_not_in_pathway,background_in_pathway_not_foreground,background_not_in_pathway_not_foreground,oddsratio,p_value,q_value
R-HSA-444209,14,1676,2180,14,1662,0,504,inf,0.024886718603154025,0.9941094776645535
R-HSA-381771,14,1676,2180,14,1662,0,504,inf,0.024886718603154025,0.9941094776645535
R-HSA-71240,15,1676,2180,14,1662,1,503,4.2370637785800245,0.10595813432977214,0.9941094776645535
R-HSA-5676934,8,1676,2180,8,1668,0,504,inf,0.12157892650443528,0.9941094776645535
R-HSA-8964208,7,1676,2180,7,1669,0,504,inf,0.15829299418462428,0.9941094776645535
R-HSA-2151201,7,1676,2180,7,1669,0,504,inf,0.15829299418462428,0.9941094776645535
R-HSA-9707564,7,1676,2180,7,1669,0,504,inf,0.15829299418462428,0.9941094776645535
R-HSA-9707616,7,1676,2180,7,1669,0,504,inf,0.15829299418462428,0.9941094776645535
R-HSA-112310,7,1676,2180,7,1669,0,504,inf,0.15829299418462428,0.9941094776645535
R-HSA-9009391,7,1676,2180,7,1669,0,504,inf,0.15829299418462428,0.9941094776645535
R-HSA-389661,13,1676,2180,12,1664,1,503,3.6274038461538463,0.16011846128343915,0.9941094776645535
R-HSA-1368108,6,1676,2180,6,1670,0,504,inf,0.2060652511121996,0.9941094776645535
R-HSA-2426168,6,1676,2180,6,1670,0,504,inf,0.2060652511121996,0.9941094776645535
R-HSA-400206,6,1676,2180,6,1670,0,504,inf,0.2060652511121996,0.9941094776645535
R-HSA-9931509,6,1676,2180,6,1670,0,504,inf,0.2060652511121996,0.9941094776645535
R-HSA-9933387,6,1676,2180,6,1670,0,504,inf,0.2060652511121996,0.9941094776645535
R-HSA-975634,6,1676,2180,6,1670,0,504,inf,0.2060652511121996,0.9941094776645535
R-HSA-70635,11,1676,2180,10,1666,1,503,3.0192076830732293,0.23820223773312857,0.9941094776645535
R-HSA-6814848,5,1676,2180,5,1671,0,504,inf,0.26821778645663324,0.9941094776645535
R-HSA-203615,5,1676,2180,5,1671,0,504,inf,0.26821778645663324,0.9941094776645535
R-HSA-2187335,5,1676,2180,5,1671,0,504,inf,0.26821778645663324,0.9941094776645535
R-HSA-5365859,5,1676,2180,5,1671,0,504,inf,0.26821778645663324,0.9941094776645535
R-HSA-5619063,5,1676,2180,5,1671,0,504,inf,0.26821778645663324,0.9941094776645535
R-HSA-8963684,5,1676,2180,5,1671,0,504,inf,0.26821778645663324,0.9941094776645535
R-HSA-561048,5,1676,2180,5,1671,0,504,inf,0.26821778645663324,0.9941094776645535
R-HSA-416476,20,1676,2180,17,1659,3,501,1.7112718505123568,0.28610846253570515,0.9941094776645535
R-HSA-196807,14,1676,2180,12,1664,2,502,1.8100961538461537,0.33795262224601014,0.9941094776645535
R-HSA-1614558,9,1676,2180,8,1668,1,503,2.4124700239808154,0.3472724033303485,0.9941094776645535
R-HSA-192456,9,1676,2180,8,1668,1,503,2.4124700239808154,0.3472724033303485,0.9941094776645535
R-HSA-83936,9,1676,2180,8,1668,1,503,2.4124700239808154,0.3472724033303485,0.9941094776645535
R-HSA-8964540,4,1676,2180,4,1672,0,504,inf,0.34906812400097714,0.9941094776645535
R-HSA-880009,4,1676,2180,4,1672,0,504,inf,0.34906812400097714,0.9941094776645535
R-HSA-400511,4,1676,2180,4,1672,0,504,inf,0.34906812400097714,0.9941094776645535
R-HSA-5678520,4,1676,2180,4,1672,0,504,inf,0.34906812400097714,0.9941094776645535
R-HSA-9854311,4,1676,2180,4,1672,0,504,inf,0.34906812400097714,0.9941094776645535
R-HSA-189200,4,1676,2180,4,1672,0,504,inf,0.34906812400097714,0.9941094776645535
R-HSA-9856872,4,1676,2180,4,1672,0,504,inf,0.34906812400097714,0.9941094776645535
R-HSA-2046106,4,1676,2180,4,1672,0,504,inf,0.34906812400097714,0.9941094776645535
R-HSA-9859138,4,1676,2180,4,1672,0,504,inf,0.34906812400097714,0.9941094776645535
R-HSA-5218920,4,1676,2180,4,1672,0,504,inf,0.34906812400097714,0.9941094776645535
