metabolite_identification	4	9	12	13	14	20	24	26	27	31	34	36	38	39	40	41	43	42	44	46	47	48	56	61	63	64	66	67	68	69	70	71	72	74	78	79	83	18	1	45	62	84	IRA	CM	CE	SG	80	82	89	94	95	97	99	101	98	104	106	108	109	111	AA	RI	POS 2	POS 3	POS 4	POS 6	POS 8	POS 9	POS 12	POS 13	93	POS 14	POS 15	POS 16	125	126	127	129	130	132	134	136	138	139	A	B	C	D	AI	EA	EB	EM	MC	MM	NC rep	SC rep	ST rep	SA 1	SA 2	SA 3	SA 4	SA 5	SA 6	SA 7	SA 8	SA 9	SA 10	SA 11	SA 12	SA 13	NEG 5	NEG 6	NEG 12	NEG 16	NEG 19	NEG 20	NEG 21	NEG 22	NEG 26	NEG 28	NEG 29	NEG 30	NEG 32	NEG 35	NEG 37	NEG 46	DA 1	DA 2	DA 3	DA 4	DA 5	DA 6	DA 7	DA 8	DA 9	DA 10	DA 11	DA 12	DA 13	DA 14	DA 17	DA 18	DA 21	RIA 1	RIA 2	DA 20	DA 26	DA 24	DA 28	DA 25	DA 23	DA 39	DA 40	DA 41	DA 42	DA 43	DA 44
1-Hexadecanol	0.859343052	1.357471436	0.849023923	0.930192468	0.132838347	1.966184394	2.333326791	1.295286912	3.199973117	0.472412335	0.453769407	1.02372116	1.022230827	1.63163437	0.349331304	0.576253744	0.781955595	1.228418464	0.821988161	1.144323333	0.351643083	1.635228124	2.688811657	1.197466946	2.218147268	0.119042656	3.124193038	0.20902165	1.093072585	1.438068797	1.536115143	1.490806868	2.671815958	2.403343962	1.646060729	0.372509381	1.555667776	0.40357439	0.357292547	2.119860081	0.663617231	2.06938248	1.683666852	3.424889673	0	2.037060006	1.578477185	1.874064814	0.123893906	0.27737198	2.608958727	0	1.968718891	1.325949121	2.029125295	1.99921703	6.599271475	3.935273114	2.789374021	0	0.537932218	2.560871157	1.585347177	1.353435667	2.759201995	0.477105952	2.002360927	0.429919437	1.188795996	1.100207839	1.60712075	0.042577408	1.743280482	5.166655824	0	0.478604585	3.551032594	0.658787943	0.084024145	1.922868165	0.385790404	1.559339581	1.478385597	0.796584156	0.76359229	0.155011062	0.524699155	0.12090391	3.095475689	3.331896857	3.237963072	3.096713858	5.623678952	4.170683421	1.552408526	1.389424713	2.591025654	0	1.28820162	1.439822956	1.287107689	0.313600889	0.817566605	1.787107295	2.165312183	1.97238595	1.078401684	2.352725439	1.552298204	1.182746598	0	3.922550968	1.421531791	1.643802599	0.310578968	1.112431305	0.762817122	0.980749799	0.535939929	0.270709818	0.640581413	0	0	2.17308837	3.776344105	3.483583333	1.329776389	2.793290819	1.201750608	2.167625186	2.400089708	1.056695274	0	1.160204722	2.830448441	0.679249799	0.736994994	4.028723071	2.636466167	0.256708249	1.842200026	1.349129886	3.826723257	0	0.615069695	3.407413951	9.836073621	0.130324537	1.186882114	0	0	0	0.369551497	0.061948717	5.665733079	0	1.380026502
1-Hydroxy-3-(octanoyloxy)propan-2-yl decanoate	1.663369838	2.342015965	4.600242623	6.85238491	3.296354191	3.727523421	2.945881203	1.476196706	3.477590586	2.665568552	5.535199573	3.536647953	2.781514821	2.689481724	0.252704876	0.199439607	0.448834098	2.083317549	4.209102363	2.412034368	2.649013597	2.328478091	3.509706266	3.55617178	2.384909667	3.155573337	0.141681347	0.144524481	0.936649843	4.132650106	3.42916823	2.59915807	2.504293215	2.858018561	1.932892357	1.79745534	4.282196688	2.109693369	2.19350663	2.493111501	1.695593862	2.756350401	2.303894831	1.795129683	3.875259895	1.788486525	1.732556492	1.260125755	1.454182596	0.359185362	0.25074143	1.964283456	2.077106146	2.859606061	1.678915	1.074101925	3.448004959	3.729807733	2.554965391	4.548901344	0.965332527	3.311118301	2.298335339	6.050437942	6.341005101	0.585230982	2.333045903	2.993090744	3.99010602	1.665010415	4.022446807	0	2.102326072	2.202967477	1.559519929	1.559707557	54.72224875	0	0	0	1.900167356	2.525656449	0	0	1.3171509	0.961860861	0.156112482	1.247334933	2.124713008	2.830883464	2.089496371	2.497705948	6.045659449	2.880874816	1.865987545	2.482223973	2.520843141	2.490575412	0.725201875	2.199808802	2.038042485	2.253696449	2.181564357	0.982729554	2.634408142	2.21823513	2.04040275	1.971953195	2.063548044	2.294802959	3.634510178	4.694351648	1.878728299	2.338950833	2.581319584	1.26164466	5.215221606	3.720504849	0	2.860291846	2.971531146	0.58592578	4.411260983	6.27205602	2.08234083	2.194640145	1.925820532	1.663466853	2.396724838	2.244261455	1.93076801	4.247809329	0.830341271	141.3853896	3.049957353	8.000770319	2.033936964	3.249165202	0.621600303	20.08084015	0.790100091	1.662311375	4.484420406	5.525736682	6.925300219	7.172178499	56.22400353	8.041065949	1.007924182	12.01622734	10.61047685	2.644904694	0.82854422	2.038077037	1.869605775	40.34565792	8.519929169
Creatinine	0.826180226	0.766954536	1.209454615	2.329505675	0.792722534	1.96412685	1.106382024	2.193009341	4.220729303	2.434709823	2.296832366	0.946365271	1.924386294	1.357684459	2.166117262	1.70972955	1.404147972	1.379228334	3.845077126	0.770406425	2.169300756	5.690200268	3.023801804	0.78609615	1.140658933	0.950487796	0.277553699	1.167364998	0.627889342	1.825878699	0.984117948	0.727289991	0.837167757	2.115643619	1.719324916	0.74968237	2.458494807	1.705224344	2.616355637	2.879999937	1.86986764	1.762023138	0.811729664	2.103654334	0.27884907	0.567720918	0.633793444	1.866151569	1.486929394	0.619026242	0.723919484	0.97178705	0.770622645	0.084431897	1.273538611	1.841693462	4.441294383	1.425487075	0.661504517	1.057616715	0.756192441	2.613264773	0.910222894	1.966394394	0.345973377	2.187514889	2.170096305	0.766625992	0.576346091	0.978359042	0.832591124	1.033580179	0.998239216	1.305321673	1.162173759	1.516103013	5.439916269	2.375926885	2.140290482	3.596028058	1.69413202	4.147444403	6.302002752	3.132271186	0.785597919	0.653172839	0.281077913	0.425845702	0.938260988	1.234282994	0.850135079	0.968611317	1.223000522	1.119936221	0.799828437	0.978089798	1.409889182	1.431474548	1.192869522	1.197547553	1.245133054	1.020373969	1.448581515	1.017380923	1.351693205	1.582154579	2.520657029	1.633677821	1.309143166	1.578658479	0.914815422	1.285216387	1.596498257	1.137394022	1.587880728	0.715052277	2.004240942	1.595960343	1.366267319	0.726085851	1.497815625	0.777899336	1.845087599	0.992607439	4.107756663	2.511991775	0.326053311	0.8675432	0.051916326	0.327135943	2.100708508	4.075690757	2.492087508	0.497862475	0.901093403	0.885732525	1.755498696	2.961021547	1.195339207	2.856553857	3.940989459	0.578201321	3.171223284	4.289845029	3.074392677	3.244057357	2.14768999	4.23317151	4.711278003	6.492150511	5.279262173	0.080227826	0.923784977	0.634115487	1.053956556	1.605568321	2.104519828
1-Monooleoylglycerol	6.570453025	5.050661278	19.50977278	31.38740494	2.374104465	0.206702967	1.907349869	1.908746527	4.216770555	15.75021737	6.494444624	2.102190564	6.371924861	1.540202475	3.127524013	5.130491081	5.012179021	1.211790023	1.956400018	4.684319366	2.79557429	4.297007413	37.17081505	1.509190644	23.11866855	0.543497848	1.319544787	0.591581057	1.506705992	5.698300162	4.050090024	7.039979888	6.467253814	25.65340815	13.80857613	4.065406774	15.54053278	14.08650208	17.40048053	2.536841806	1.29378263	4.141959152	4.652189773	1.979043056	3.453455725	9.06992471	1.372296715	2.672117144	6.776877469	9.359128889	2.822072643	5.628194364	3.749827289	5.087753381	5.483990146	2.018190122	10.53672253	5.736160015	7.902016897	10.88796425	5.729283138	3.560346785	2.531840949	1.553065531	1.625736444	0.864541173	2.176949277	0.633602145	0.880820597	1.929227205	0.91878569	10.59451302	3.740245686	2.902286258	4.507655073	3.472058292	11.43501281	2.516435118	11.08811565	2.917057555	4.310797333	18.76136821	3.914072736	1.894193715	2.805119276	3.757175039	1.800418112	2.163022881	3.06016658	4.044347959	4.257416154	4.374308898	6.399777227	6.135431159	4.635768432	5.270829626	5.016402344	3.216307861	2.103315923	2.10650084	2.820288593	3.22959442	4.023807381	3.309109587	3.605283639	3.712663829	3.767569653	4.04170399	3.09346929	4.293051036	6.836735318	5.650465135	1.017296272	2.162508118	3.353646399	3.099295921	6.886994667	9.607937329	0.856952891	3.478386396	1.57005596	0.78466906	1.418534036	3.647532382	1.020563542	1.431462741	1.460632039	7.608685527	3.189387841	25.05315704	2.563227925	9.052257763	3.073680638	45.61287142	11.38670774	11.88090792	31.81497604	15.4227073	6.44104849	29.61862987	8.563799679	4.489266831	8.804661411	1.228465163	2.364400537	5.039421214	42.20391564	9.407882186	3.2163633	10.28959635	27.02282562	1.294997181	6.626003725	4.781324474	7.036219058	31.75870522	6.196315337
1-Monopalmitin	0.444335447	0.659398969	1.542306204	0.968765034	0.788672037	1.186518535	0.796609773	0.68639745	0.505755467	0.981311921	0.827768801	0.919482659	0.914030536	0.728957771	0.900245358	0.702246861	1.069272978	0.569428687	0.590377323	1.721726275	1.2190952	0.716483019	2.346220576	0.533992448	0.803216979	0.843896303	1.361563746	1.262632075	0.943146129	1.235640062	1.079734434	1.597394251	0.679320839	1.01685211	0.723212605	1.552293699	0.743442706	0.73542694	0.699183153	1.199736865	0.909812117	1.06674946	0.369146795	1.004028401	0.237946693	0.923270558	0.29153683	0.190139516	0.774863207	0.7725428	0.878686557	0.682712642	0.517669537	0.373050453	0.895895063	0.642591168	1.519865907	0.923149283	0.750990001	1.293282785	0.791353764	1.40264222	0.936910789	0.800415933	0.93068493	0.781363008	1.301715449	0.160046272	0.296867312	0.318580179	0.806544265	0.873473315	0.96950873	1.100272287	0.31527854	1.222988742	2.380376272	1.030375393	0.865311262	1.151585728	0.871297099	1.895366858	1.50396518	1.079668725	1.435215314	0.644974401	0.735643943	0.54564423	1.061406944	1.22429229	1.108411227	1.170546615	1.386896509	0.358452122	1.233850177	1.279611521	1.308089436	6.628627749	6.352658075	5.783459821	6.633896217	6.058258647	5.760928046	6.001800608	5.885789048	6.624665612	6.070936779	5.778433012	5.748276196	5.866488466	1.265149768	1.210329395	1.039401661	1.090336727	1.102105583	0.923121863	1.754126873	0.542823421	0.568961302	0.96923637	0.855734404	0.760748346	0.801585378	0.807424135	1.047999055	1.03139198	0.632531071	0.950969495	0.555224703	0.522802503	0.326330113	0.808224959	0.715163893	0.431742215	1.347697814	0.225130507	1.099627031	1.565597245	0.996893602	0.668423305	0.424326706	1.122289763	1.715495825	0.310645533	0.268922307	1.496071626	0.723151572	1.190172744	1.372436677	1.629815512	1.974175131	0.369207135	0.173434749	0.301596638	0.301140743	0.565830239	0.341160598
"4,6,8-trimethyl-1-Nonene"	0.93775914	0.966054669	0.948078232	1.00409604	1.034796625	1.035845161	0.966489953	1.050746901	0.93441752	1.05202143	0.99249906	0.941329362	1.011482438	1.091466197	0.942616934	1.054207707	1.018775085	1.003168243	1.016633388	0.883778547	1.144220533	1.077578638	0.961806615	0.93246337	0.986684601	0.659201415	0.934684359	0.817420991	1.006605104	1.006686882	1.006291168	0.992847455	1.026072376	1.027918391	1.077973949	1.012012727	1.03853645	1.080459982	1.148335214	1.141374106	1.096862697	0.934835711	0.895755986	0.778245354	0.17769944	0.338339566	0.159255848	0.170018706	0.295546063	0.249301006	0.158955757	0.031844726	0.14033393	0.348595059	0.417942673	0.235267424	0.33618156	0.11991452	0.131607308	0.069191156	0.108343191	0.113051721	0.450128191	1.120803885	1.012180214	0.826153509	0.461688367	0.807084189	0.739082574	0.515012287	0.630896764	0.615005092	0.533792861	0.879928351	1.002942686	0.124968388	0.735856233	1.04272388	0.794677961	1.057409052	0.751116611	0.638906242	0.908075171	1.121860735	1.069109362	0.986105562	0.770367782	0.925780719	1.703034915	1.780086066	1.770411325	1.733040933	1.716696666	1.720202939	1.615180878	1.655277802	1.453817144	1.089894601	1.098344458	0.876101566	0.908467712	1.333754797	1.387528566	1.292955075	1.261959394	0.876996508	1.51597366	0.872469117	1.190398877	1.296436252	0.941861901	0.997404607	0.930430003	0.951728793	1.053028737	0.751617402	0.935605856	0.883208715	0.762709955	0.953233046	0.929922712	0.918750564	0.858118887	0.923930436	0.24891541	1.3531191	0.6837919	0.815507473	0.860189985	0.598537198	0.932656355	1.094618427	0.933245623	0.952030341	0.95455579	0.117350206	0.929007091	1.14545556	0.954323726	1.053301039	0.882188974	0.906359781	1.61447511	0.934153748	0.693490399	1.48324103	1.455456627	1.525012894	1.340066945	1.394525006	1.383747263	0.212318711	0.274764144	0.205903339	0.203654151	0.197203915	0.168907006
"2,2-dimethyl-1-Octanol"	1.108237352	0.713189613	1.290214902	1.169483717	1.239602861	1.130984017	1.235782835	1.205475835	1.512964921	1.49647794	1.033918847	1.152615285	1.228793668	1.226726891	1.231095324	1.222191825	1.16957116	1.475702164	1.107442894	1.323168891	1.105067398	1.385814318	1.403360097	1.139666372	1.256004774	0.80796522	0.759669783	0.915312473	1.200513729	1.168498091	1.162275524	1.411946067	1.162778007	1.396435974	1.081772238	1.160033762	1.182347332	1.695936487	1.469088278	1.472961889	1.548804216	1.200695493	0.898424999	0.721821375	0.220022262	0.118512818	0.200565392	0.213093417	0.395702575	0.293493121	0.237356219	0.290459578	0.269137434	0.346699845	0.276346097	0.259676786	0.376154487	0.214524321	0.221077583	0.223700294	0.181990996	0.208909392	0.161281555	0.893737674	0.937067267	0.994279892	0.123355638	0.813148695	0.767351089	0.780486107	0.921613735	1.028530881	0.298686037	1.451920888	1.183598844	1.137233932	0	1.88240361	0.296891475	0.265617992	0.279395857	1.687125357	1.826152188	1.963351969	1.529013983	1.266672473	0.6511829	1.074453323	1.439219628	1.190963057	1.420453357	1.695694294	1.390341651	1.392760602	1.158747114	1.21795222	1.245057879	1.562405657	1.425008658	1.630940422	1.372738609	1.358117879	1.414081607	1.469226293	1.658994355	1.880779174	1.537042796	1.519750592	1.401651675	2.02483192	1.353227867	1.124580952	0.844434856	1.090794089	0.573704288	0.118325554	0.978565542	0.983605447	1.188259381	1.181282717	0.891970875	0.86581277	0.891125987	1.020156844	1.222485588	2.030416677	0.912396981	0.755766216	0.924266784	0.684366065	0.961407263	0.686696123	1.125627253	1.113017472	1.06397023	1.276218597	1.136330615	1.159737175	1.328076638	0.9444725	0.813429053	0.825624259	1.194976082	1.17273703	1.208285515	0.996623484	1.191292635	1.009398545	1.048564126	1.045077424	1.097926247	0.016551146	0.516380951	0.220104917	0.262877878	0.261746667	0.239093053
2-butyl-1-Octanol	0.878375697	0.859638831	1.111371756	0.724236142	1.201978302	0.522273955	0.708389698	0.146236601	1.297823192	0.83814883	1.608231836	0.083840151	1.308101475	0.035537125	1.360408722	1.221944303	0.913164862	0.591917765	0.235593837	0.910387161	0.785839984	1.35204096	1.2778068	1.155665982	0.978991813	1.301459282	1.001159041	0.888678746	0.658738367	0.757093982	1.338967337	0.808866087	1.279331624	1.031891997	0.63952721	1.250373279	0.984757984	0.793347222	1.560329344	0.704966905	1.780746787	1.138293508	1.084541962	1.037723727	0.473236564	0.624723911	0.376936515	0.561230131	0.59225321	0.801954853	0.588571843	0.590282385	0.859893851	0.921008714	0.684343973	0.446610597	0.738021684	0.606263158	0.655707795	0.669248462	0.314924312	0.223079143	0.542826772	0.39491382	0.586582865	0.496044782	1.492774077	0.81826576	1.117557417	0.626572277	0.712237862	0.830321914	1.100387187	0.748459326	1.045859004	1.210546834	0.835514637	0.325005323	0.640301982	0.691875613	0.930572765	1.042887554	0.540818251	0.920224967	0.375632534	0.823859116	1.198376142	0.678427792	0.792573875	1.436358295	1.558578681	1.558926781	0.847638183	1.669226166	1.396680353	1.438285979	1.240946917	0.835048243	0.732331068	1.115337537	0.636380943	1.129281844	0.737507526	1.020122415	0.760838735	0.830973489	0.143296074	1.180169963	0.479161777	0.270592195	1.791364878	2.287350116	0.898187202	1.354170055	1.040108188	0.764020205	0.917895926	0.929997354	0.906111239	0.960099716	0.744492296	1.088029319	1.370168267	0.916594004	1.224690677	1.041850783	1.498559774	1.095700451	1.692461056	0.823586632	1.305914691	1.666223104	0.968559885	1.800754559	1.565618193	1.335318556	1.869679143	0.996258221	1.263546596	1.46059282	1.050465305	0.559192332	0.44872535	0.756606748	0.636158944	1.253095327	1.197115917	1.374147472	1.377807516	0.678826946	1.245728314	0.711324109	1.261031033	0.786762894	0.540505878	0.924411855	0.820852647
"1-Phenyl-1,2-ethanediol"	1.236253953	1.4866272	2.157602828	2.01800417	3.149102304	1.654096922	2.246629254	1.668941916	2.834783794	3.093228331	1.429026298	0.731804283	1.254374942	2.854120652	1.478702834	1.323898536	1.274840456	1.44426722	1.791590355	2.362102683	1.604908776	2.703244814	1.35254188	1.681322248	2.646531928	0.856315985	1.813132452	1.476389005	1.179279105	1.887771245	1.410221213	2.825005723	2.757800928	1.860208033	1.422947361	1.566626612	1.7769139	2.270319158	1.876860612	0.92149159	0	1.002252896	0.977026788	2.002563231	0.558052871	0.509987323	0.667277981	0.918427013	0.257055172	0.124936024	0.687825319	0.331346545	0.133719432	0.227149886	0.372234714	0.760461628	0.734643309	0.937580968	1.300780886	8.26929891	0.995212668	0.993407299	2.327918649	2.417527178	1.29671846	0.766233487	0.447440829	0.565440654	1.676585977	19.73275015	2.635180516	0.555899143	1.201766534	1.711796223	1.521086799	1.46988942	0.382468951	1.464191025	0.55147826	0.547441046	0.550113993	1.72456422	1.269546325	1.841564866	1.409439794	1.260985655	1.18396039	1.41449714	2.250946142	0.831433635	1.523923901	0.801834563	0.787389237	0.879686314	0.883874907	0.184483109	0.547441856	1.175975424	1.070105393	1.23304284	0.749713445	0.215440207	0.094487731	1.948103201	1.823213512	1.809020473	1.963180467	1.986805189	1.500134669	1.786656554	2.384592442	2.358468175	3.290282668	2.660584566	2.620220048	2.035671266	2.803909276	2.6063566	1.016453207	0.569527875	0.606422971	1.053149814	3.540432646	1.072218879	0.86613143	1.162592642	1.325443494	3.325492724	0.975399555	1.664315427	1.647624182	0.979168532	27.04996622	1.028152697	1.271161795	1.397501908	2.727551642	1.877415385	0.640741358	2.674310938	1.524241697	0.884439075	2.32870951	0.539781009	3.66760285	0.933278078	0.349898996	0.246311724	0.71537719	0.281963079	1.320930859	0.766968466	0.38402157	0.548172629	0.685369556	1.063113411	0.898441472
"2,2'-Bipyridine"	0.738047273	0.672645496	0.825917849	0.94797571	0.801113957	0.796183071	0.952308548	0.704873591	0.961880319	0.963301102	0.813544237	0.618664473	0.767955341	0.634680663	0.853537224	0.663360322	0.698324488	0.743497104	0.961385728	0.79748531	0.78536827	1.054239668	0.719953799	0.697832588	1.047579223	0.617075526	0.775921118	0.816952329	0.831275996	0.793167577	1.254077195	0.857660001	0.84370615	0.983140267	0.891263898	0.917782659	0.998036132	1.443114187	1.126695829	1.017554669	0.715963234	0.821900058	1.258171159	0.763183488	0.259010572	0.399199829	0.24338895	0.37924859	0.470805174	0.925326729	0.394490309	0.48916152	0.472053084	0.517273686	0.647061617	0.333786673	0.563557938	0.391919925	0.305427301	0.562534003	0.50091505	0.370065726	0.980400936	1.453378726	1.08317399	0.831470555	1.232268312	0.765913791	0.95876494	0.91051398	0.95738466	0.8668416	0.906549449	0.719231771	0.788591498	1.123683498	0.778515851	0.675824213	0.917535475	0.880936563	0.730853444	1.062719057	1.074823105	1.092430064	0.599627473	0.888863917	0.624761178	0.877680223	0.976287749	0.308282027	0.977069919	0.289986778	0.331654286	0.44053498	1.117312129	0.555408305	0.958117489	0.753408982	0.740708589	0.807418972	1.042903133	0.126705197	0.133670576	0.89273416	0.75729061	0.870973406	0.938883566	0.813195423	0.597872134	1.312145695	1.403589943	1.678309582	1.034912079	0.887908602	1.102246091	1.086588208	0.973480162	0.892738974	0.794973902	0.733843242	0.781044501	1.070299453	0.814618239	0.527135031	0.795850331	1.363933779	0.650636574	0.684921926	0.949017224	1.099423779	0.762057699	0.972162935	1.044907026	0.889021799	0.792564526	1.01406792	1.37504384	1.106535776	0.623091353	1.223868533	0.872156414	0.750480011	1.633232531	0.907698395	1.101912668	1.603511814	0.128614742	0.338384358	0.878863648	0.142559426	1.330999468	0.412617927	0.732143654	0.44482499	0.904504758	0.424454005	0.59768301
Threonic acid	0.319450325	1.131897522	1.203282735	1.895762224	0.901959642	1.79252817	1.571841079	1.4002507	2.167321297	1.869925237	1.883729169	0.938689572	2.530750887	1.853855074	1.090002981	1.804328157	2.033809718	1.175417891	0.86392131	0.357566987	0.546658336	1.645439023	0.618347348	0.85183724	0.533950746	0.479040311	0.975330915	1.851480074	0.476818302	0.850680709	0.732847602	0.904611384	1.133969037	0.445241759	0.400383006	0.469041676	1.074205809	0.932452901	1.067092901	0.994006919	1.552342159	1.606383918	0.882513249	0.419238089	0.2741766	0.150448042	0.219845296	0.551291933	2.046579925	0.690490946	0.900087403	1.649644511	1.378592259	0.416142168	0.724932368	0.188038931	1.021321851	0.278409537	0.421818052	0.578105914	2.358507912	0.541053423	1.487651878	1.962094431	0.870283428	0.444343859	0.331059967	1.29569774	0.557386344	0.735756958	0.681174916	0.543373962	2.247472433	2.571273555	1.24914133	0.711927393	1.775789189	1.056829892	1.001771264	2.054703627	0.686071961	3.254102167	1.451814287	1.642756015	2.271551775	1.952917457	1.140858074	2.892083936	2.163284839	1.259630144	3.911946087	3.965971749	2.620392535	2.137138921	3.531706649	1.611390996	3.418759853	2.798297814	3.144069924	2.470682424	5.693544825	4.189238105	5.394464724	4.847062108	1.930337411	5.441522298	7.001854457	4.057610799	1.911324801	1.570712062	1.314658813	0.327345562	0.280418393	0.788359999	0.402204356	0.228442065	0.54467481	0.633010045	1.417445748	1.695348788	0.898538582	0.614746855	3.412983285	0.421268754	0.919063694	2.249442284	0.622856822	0.175711618	0	0	0.419054975	0.815255353	0	0.142994816	0.137375695	0	0.360352545	0.356626622	0.723630423	1.721208968	0.435774597	0.435829375	1.074070439	1.379590795	0.916309513	2.013039631	0.682710912	1.378259421	1.11593866	1.162059693	2.128414928	0.038351085	0.201104831	0.141128436	0.649575476	0.54538707	0.139412258
