metabolite_identification	98	104	106	108	109	111	AA	RI	POS 2	POS 3	POS 4	POS 6	POS 9	POS 12	POS 13	DLMC 93	POS 8	4	9	12	14	20	24	26	27	31	34	36	38	39	40	41	42	43	44	46	47	48	56	61	63	64	66	67	68	69	70	71	72	74	78	79	83	1	18	45	84	62	80	82	89	94	95	97	99	101	CE	CM	IRA	SG	POS 14	POS 15	POS 16	125	126	127	129	130	132	134	136	138	139	AI	EA	EB	EM	MC	MM	NC	ST	SA 1	SA 2	SA 3	SA 4	SA 5	SA 6	SA 7	SA 8	SA 9	SA 10	SA 11	SA 12	SA 13	SC	A	B	C	D	DA 20	DA 23	DA 24	DA 25	DA 26	DA 28	DA 7	DA 39	DA 40	DA 41	DA 42	DA 43	DA 44	RIA 1	RIA 2	DA 18	DA 21	DA 4	DA 5	DA 6	DA 8	DA 9	DA 10	DA 11	DA 14	DA 17	DA 1	DA 2	DA 3	DA 12	NEG 6	NEG 20	NEG 21	NEG 22	NEG 28	NEG 29	NEG 30	NEG 32	NEG 35	NEG 37	NEG 46	NEG 5	NEG 16	NEG 12	NEG 19	NEG 26
LPC(18:0)	38.94168023	51.03241931	54.52557881	69.83667004	39.53105666	28.91522089	48.06780969	33.75335888	20.84687966	3.054665095	61.99392097	12.57823684	42.63351879	24.42921469	28.98190449	83.90121332	14.05047024	8.986745708	32.93684783	55.2033768	38.53738236	26.51567397	21.12276893	57.06074974	40.4913458	52.01912838	85.74133627	42.47389511	45.2659548	25.25802257	45.11027649	44.88425254	30.24394687	46.33284279	47.25678818	20.6831494	40.26318729	81.08588243	40.54808131	22.16946706	29.89889655	27.520509	23.38064403	25.01374907	18.50187135	37.03810055	66.95855824	15.42906613	20.42899403	78.47461701	45.13259988	29.61522796	31.00825377	45.1904468	35.99534948	29.70174513	74.09370122	45.32660482	90.88359245	65.96780951	51.74755525	75.35129218	31.0927839	82.49982452	49.23583336	46.13728177	44.38186147	73.97897871	38.45560067	66.78148427	47.31861345	65.86813196	51.9522396	34.44164449	37.61705779	14.09967044	41.82822766	44.39553634	16.12445601	40.13094586	61.16043063	21.90079998	40.21156857	38.90307006	28.87124057	33.09968253	36.39514099	45.33743725	41.63537677	34.88935441	27.92003966	64.68194085	43.26598059	32.23145422	43.30010233	41.42498936	37.82019717	49.80585396	45.16242034	48.52238712	37.90195907	27.76876573	64.27774793	54.05346034	21.62890141	52.72726102	21.75981334	46.82539538	31.90673759	46.44041693	65.06242273	60.97588209	38.66036202	147.78522	50.3939581	24.27918934	31.72357936	50.7943946	43.67597519	20.79433373	151.0364203	26.78916417	12.95321834	3.080131192	88.53256813	65.10486637	64.45788731	110.3619368	64.68721492	50.05340946	56.52667317	79.24452643	40.16446632	66.49897334	29.77612536	72.91946408	67.64722214	100.0345235	37.20409197	95.20745199	91.60586287	36.7811624	89.95827909	81.55333123	64.26521616	45.25054517	43.76185195	87.0118579	98.83044216	94.43788604	106.9299987	94.24848322	77.58503359	102.8776353	38.54037604
LPC(18:1)	28.57839696	29.00485835	25.59429936	45.43402353	19.42619272	23.55887946	38.59767174	21.01835164	14.66217812	4.044164559	36.39078643	12.03397964	36.11125133	22.30404733	22.22605685	44.85066724	16.91766328	7.165142981	17.40546895	58.62204743	18.60455395	12.62876457	14.00828928	29.55591423	25.04178165	28.4423649	47.13116581	22.98540057	24.45752955	17.79284127	34.6410376	31.70063147	25.51512991	26.93415209	37.61297369	14.4486716	29.01988175	60.0347158	42.93045731	11.6754886	17.06562877	21.90841977	13.90982464	14.67964508	11.47712548	33.09715325	40.705234	12.48672824	15.19419969	58.41829787	30.60248372	18.97486543	26.48033718	24.91506359	19.77836321	27.0604668	31.48801003	21.78578646	46.10601402	44.37205478	17.02572967	31.99722477	19.40326242	28.22811875	18.37491462	29.87833074	19.89623036	51.87547514	28.60152982	32.78302524	41.05191748	27.85832602	16.85670906	17.53527094	23.81500304	15.38407878	29.55175516	37.0956607	13.39007882	25.70971209	46.09367808	9.653775133	35.21157644	26.44775754	31.153786	28.73824547	26.3072747	26.89517284	43.98614723	29.12295445	29.27219762	37.35929716	24.81365997	27.25184068	28.32610893	38.61483358	42.2684844	40.00176697	32.8858477	42.54547254	28.79438969	21.52911564	49.98715935	44.46478972	20.38137635	35.76509462	14.0483102	35.31840386	26.92506429	47.64335213	101.7331358	39.9221748	25.97105837	84.87530239	45.00838772	29.35737972	27.70049141	57.44055951	31.97341909	18.10046048	72.34798873	15.07433608	10.39175928	3.116642436	85.0326895	54.19908589	31.94502006	46.39296229	58.76814966	42.26711826	36.42439685	31.32030479	48.64331405	60.91594931	33.84239249	35.09871206	44.81534483	74.16815756	36.58201924	51.10660883	57.53656531	22.94459577	64.49743803	46.09498806	50.43535357	33.54677423	37.530163	45.03957706	54.45852347	65.22113221	79.39478939	57.30819203	32.95079126	77.2229249	30.20536242
LPC(18:2)	14.96174216	5.209657327	16.75512276	14.2398613	17.15323773	11.13439226	25.04866058	4.554359835	9.23057932	0.517721017	5.621613425	2.58084352	21.03975192	5.259938628	12.86616515	31.08403157	10.04608282	2.139997353	11.20573203	35.79244336	11.58004231	7.420438677	7.121095932	47.10979451	7.286626549	17.64316099	40.62251147	9.151448296	30.00787055	8.330491495	24.22050987	18.89733347	13.28743329	23.13373462	16.29347232	14.72173968	11.35531232	37.95974616	27.37618229	6.746511217	24.11675041	9.441207151	7.340976578	6.792293496	5.868757702	13.22651408	13.26822572	6.903823581	5.768931489	21.68528986	11.46679225	4.851777806	8.133593978	11.55975851	7.586594397	9.899716223	18.73105615	14.70175385	22.06152209	15.03531511	11.97316945	19.89125664	3.962522088	14.5678794	8.712109363	8.318131951	6.606759578	31.59332379	16.46483238	17.40025653	18.94054077	16.09891359	11.23964725	5.542684558	10.25915779	7.064304277	9.146246353	17.11390731	6.773971038	10.58386991	23.17585266	4.972762583	17.59252918	44.24377959	30.61480762	34.34760879	36.81786577	23.73192389	55.43224497	50.3611598	27.71086766	59.80745211	28.52607686	47.73516294	36.61447584	44.22670675	46.34625116	62.92761976	42.2357157	56.99241245	30.61139823	37.77426526	63.84720859	52.28826512	30.31093039	36.61852374	16.1803599	39.87463202	28.14407795	17.89382338	85.56297123	14.93146591	10.59965255	56.19572597	19.06966151	21.00597984	20.4560221	45.02360331	14.18703394	7.788340746	52.54544013	3.918120858	3.445418426	1.217557927	31.77921747	29.26129669	20.12214337	33.84477732	28.71467009	20.53535591	34.83366881	25.46065854	42.72105352	33.27733037	11.08138056	20.39320966	35.64910708	34.1539454	37.43388764	31.73312927	33.69313392	6.509525085	18.95251634	23.63421812	20.53516773	12.37939961	11.13292165	16.16847895	15.91945194	18.43970402	41.71132349	30.97497038	19.70751153	51.42459918	15.54372806
LPC(20:3)	1.622873598	1.655187206	1.04081321	2.455635036	1.226802754	1.282056744	2.226975848	0.954070709	1.084592487	0.022050499	0.616065453	0.472125877	1.946374575	0.974544877	2.738618645	4.130952661	1.337894084	0.244349271	1.679445511	6.234280567	0.796770359	0.618864309	0.334640955	2.291017487	1.478283538	3.563922594	4.651933806	1.619266652	3.056319948	0.875350281	1.972357151	3.380427848	1.640507266	3.929328196	2.670497485	0.962440281	2.198402429	4.211674328	2.676372752	0.814562326	1.686467954	1.05606254	1.15470683	0.321753059	0.853108407	2.726546845	2.118477656	1.513964455	0.438448343	2.291507454	1.156049604	1.139112922	1.714495874	1.64033625	1.300032811	1.132611598	2.21695607	1.44417249	2.857510693	2.850222551	1.999078124	1.861136638	0.769200324	3.019333454	1.525645211	0.951552409	0.674587642	3.059791577	1.131430622	2.116537888	2.179455366	1.987964702	0.905540728	0.807304677	1.365751096	0.397687951	1.608567604	1.910986839	0.679092504	1.242789875	3.301652726	0.412209085	1.676897478	2.503016576	1.742496665	1.398960273	2.306159144	2.57693035	3.313518074	1.662877556	1.799716633	3.160334928	1.919676612	1.87123128	1.24934611	2.008454573	2.769732976	3.043699433	1.900232728	2.465954086	2.56343954	2.195589946	2.193494813	5.730937885	1.557545496	2.395096539	1.818959927	2.321923584	1.202648788	1.583925095	9.44828491	2.188083118	1.810558929	5.423070278	2.757087965	2.439809103	3.512386425	4.550047286	1.765075095	1.302526386	6.577390333	0.582959446	0.234577851	0.063070174	1.383027166	2.764668863	1.84367583	6.834862583	2.605048109	0.931408506	2.74420939	2.709084966	3.722193264	1.696691328	1.264600939	3.1260177	3.248553737	2.862857275	3.249556043	3.753240672	4.88224591	0.837647028	2.948813996	2.970984709	2.06051464	1.935188465	0.79209769	2.280943199	3.992644471	2.956920988	4.548738403	5.581079864	3.700441453	5.942157946	2.587503418
LPC(20:4)	7.791159317	6.656488281	5.587343714	8.010341853	3.56053112	6.300443812	8.546322389	3.061228038	3.193651346	0.250055151	2.688211764	1.566478843	7.481477711	7.54188924	8.611077282	9.809312452	8.252228283	0.837277599	5.039687191	13.85351515	1.713700383	6.441689055	2.830115399	12.13870222	10.28581614	16.03446582	14.03354124	7.646947656	6.808191113	6.354469097	9.501916767	11.5426187	4.645468663	5.92581053	10.33323955	5.693251737	10.64353085	14.60020897	5.826312899	5.937777828	11.00793357	7.956743113	3.638996461	2.513213075	3.552696954	7.607981211	12.91349432	2.122075503	1.061334867	8.059271129	4.393779154	3.727900449	6.366642546	3.318145607	8.882496423	3.561097751	9.501601503	12.53358633	12.92155641	11.33527295	9.041856721	14.12428987	7.44801126	13.4133924	8.016325828	4.288663064	3.894429833	16.22390863	6.596347568	10.0766943	14.67677113	8.647981452	6.773568234	3.290473561	6.203528753	3.705505395	7.930722274	13.33342492	3.690001647	5.523340758	11.58088359	3.672310934	4.649732068	6.614145932	5.207891327	6.155329495	7.286522737	5.336046055	12.17607299	6.321045429	6.276923348	7.306860915	7.044663386	5.378137788	4.914974922	7.385628341	9.65462636	6.751722932	5.422715042	8.373979707	6.396130269	4.788489355	7.102863301	10.04863272	3.844949228	7.555846644	3.356820496	6.230209243	4.64629354	3.971715836	34.74750704	5.711596687	3.739675237	14.9305433	7.719657532	7.406240907	8.937932484	19.91765675	4.45039891	2.163743174	15.32107353	3.214653958	1.666794475	0.488739749	6.519584338	15.91370512	5.822759964	11.88483787	10.38544765	3.191544587	6.766561787	7.687766171	6.969272531	5.447938976	4.881346892	6.784211238	14.14195396	11.95338662	12.70422985	17.67451734	14.52675837	1.824377477	6.533828724	14.95297706	8.235877101	7.154590616	9.546915822	8.911441448	16.73721714	10.44302137	13.07565003	13.90294732	17.6583257	14.36846645	9.379348022
LPC(22:5)	0.369524705	0.431218529	0.351524769	0.477124955	0.176230219	0.217824472	0.334885555	0.210979451	0.079900125	0	0.068812922	0.094377938	0.284074029	0.178728214	0.323347519	0.417602224	0.347279752	0.029488871	0.320936584	0.983697886	0.092839711	0.184694229	0.117304842	0.409709191	0.438460975	0.529076863	0.963790419	0.226021295	0.339387335	0.16584617	0.334985336	0.518149421	0.276506125	0.226296163	0.50283639	0.235770553	0.502123564	0.858886859	0.312021141	0.164432348	0.313819976	0.2652644	0.150153365	0.074282681	0.129588195	0.465075368	0.451073517	0.088144252	0.041878782	0.685842007	0.172230614	0.143855516	0.403554206	0.287485038	0.23270238	0.290297611	0.373316037	0.514437596	0.583819676	0.424540678	0.255254556	0.365815292	0.218937467	0.684362328	0.207438634	0.116261618	0.209817445	0.64000232	0.321508687	0.388831286	0.45285808	0.376797802	0.245637047	0.167767692	0.20430561	0.109137413	0.354870088	0.409576373	0.078586373	0.209043991	0.676977796	0.105890535	0.088603627	0.228193404	0.20712828	0.177134901	0.237989292	0.204933481	0.374046876	0.252755636	0.232677984	0.394834087	0.236737996	0.175859377	0.285794136	0.217918328	0.298151835	0.224430302	0.15409696	0.28757382	0.318689325	0.116752399	0.299336695	0.47933821	0.114760193	0.241443086	0.122544557	0.221008002	0.13358365	0.305336421	1.619569528	0.354669302	0.142810557	0.819347962	0.587695014	0.463260909	0.402415197	0.750929712	0.252968924	0.173904002	0.767470843	0.074561735	0.034791897	0.002144973	0.321497347	1.123296473	0.626546734	0.68204777	1.027971028	0.352926406	0.479508608	0.237352659	0.755940638	0.712576808	0.399591057	0.33266884	0.444152277	0.458014866	0.845696016	0.695822754	0.607795767	0.082261519	0.280596779	0.251045072	0.432302287	0.226316744	0.368011494	0.382614208	0.797288828	0.304195825	0.555510632	0.478313151	0.477510647	0.47215125	0.397995243
LPC(22:6)	2.555283994	1.998381126	2.628161297	1.388324768	0.984314557	1.948027954	1.087146138	0.977772801	0.641265164	0.019291694	0.469455154	0.537822823	0.963357872	1.142238977	2.511762341	1.469848736	1.80990596	0.243300415	1.181035504	2.852751804	0.207048764	1.199607229	0.75977907	4.200633661	1.486043424	4.392865294	5.395615903	2.115465482	3.658745359	1.372473391	2.909328617	3.76447969	1.912896313	1.428244553	2.650085674	1.738869771	2.898223601	4.197355751	1.311427476	1.25448378	3.535704318	1.409645296	1.030793347	0.630869016	0.456132274	1.155165886	2.360574254	0.469598591	0.236245864	2.793290587	0.703938131	0.847443486	2.070113186	1.213409543	2.289076587	1.749564106	2.563878999	2.854165744	1.731989459	3.045570857	2.490376241	3.146784512	1.537070703	4.465156897	2.259612754	1.5349655	1.937912492	2.698285417	1.635276246	1.272845678	3.614926926	2.85512226	2.455992477	0.653723378	1.360256488	0.787850922	1.445630563	3.264797722	0.727451844	0.897463116	3.019475448	1.053639496	0.64218287	1.323777619	1.17600014	1.919272384	1.669508076	0.986765156	2.06313156	1.467621781	1.293836764	2.06386411	1.328361601	1.277686159	1.842824639	1.116735062	2.048777587	1.187735498	0.639464295	2.323357515	1.379117079	0.551689009	1.676600399	1.003493559	0.34105924	1.214078508	0.59310585	1.419092013	1.287361713	1.167556737	11.30766585	1.914076796	1.540298031	5.114596911	1.860334073	2.885744642	2.94316322	5.290426535	1.366465979	0.587223615	4.385634863	0.612838869	0.303804481	0.069884512	1.565881061	5.158565164	3.126132331	4.030398232	4.057113554	1.634101155	3.948286204	2.899817862	4.135401506	3.24539446	1.260103696	1.413714467	2.178296027	1.775233067	8.059856208	6.068367533	2.996977338	0.547035956	2.227886126	1.913831045	1.781333646	1.262368537	1.073650814	2.135224485	3.176616057	1.437562059	2.167287671	2.677817485	3.233475333	1.702168235	1.779463803
LPE(16:0)	3.458077233	6.018848444	4.248027354	3.648550245	1.871398024	3.253314685	2.704099022	3.152818771	1.739584595	0.57086319	1.750241705	1.819227529	2.337043346	3.152677047	2.178309821	2.8465195	2.31276732	1.409821413	2.034404382	4.991553503	1.718323432	1.403773318	2.432744563	4.381305435	4.275490012	2.116522208	4.491431572	2.26758953	1.882438193	2.125873808	1.982276076	3.852301903	3.173134572	3.38748662	5.320949589	1.347753417	3.790380817	13.91646161	4.763924527	1.13664164	1.851784671	1.745794161	2.075299299	1.911262762	1.893298233	3.260501319	5.52472612	1.193651666	0.744963057	7.062309357	2.640439954	3.054183662	3.712541176	3.670105645	3.28024438	3.507075438	3.070685133	1.399178044	4.277155465	5.738960461	2.780165779	4.140029675	2.659688483	4.952607529	3.033459005	10.09816282	3.314965741	6.478143436	5.042555137	3.275856529	5.9037022	3.162579588	2.611629032	2.833480981	2.086575087	1.943080577	4.780447275	5.367060681	1.107160278	1.332564427	5.295408067	1.858267934	2.851061303	1.125431248	1.529104117	2.244239123	2.165756745	2.471036265	1.837923573	1.970131543	1.711564356	2.845771762	2.413790975	1.676809052	2.162407471	1.835081317	3.100393016	2.151239709	2.703431939	3.721551189	1.782034125	1.625002524	3.437474634	3.100110117	1.91881014	2.399595738	2.844652622	2.251123845	1.603333399	7.738004758	10.37627162	3.720742513	2.848206693	8.802651438	6.642728468	3.420635213	2.587744492	4.322125293	2.320281408	3.427518806	10.88582772	1.804775995	0.781672024	0.312499545	6.199356447	9.655079184	4.320167404	4.008334087	5.739062296	4.028127862	3.366337462	2.802200414	5.981246269	5.332740302	3.905831588	4.730565909	2.991939984	14.95530521	3.165752376	5.146795081	4.094333927	2.289403109	3.987189021	2.61622532	3.937588785	3.26077089	5.7240931	5.197366948	3.950869662	1.652478003	3.986192936	4.766801642	5.789710237	3.202986076	4.925144325
LPE(18:0)	4.420130814	7.002581078	6.760688349	5.343309348	3.077655491	3.22377365	3.234173844	3.469235014	2.491657296	0.761611116	3.171460679	2.126370298	3.148610926	3.43132787	3.548400409	4.444200118	2.637506562	1.73064054	2.919529624	5.673650467	4.132292432	2.091723061	2.954524688	9.088896342	5.582636451	3.321119339	7.00369129	3.380074242	3.617727636	3.203550974	2.769636714	5.845376235	3.525620099	4.879891183	6.108193871	1.606541673	4.60049626	18.87151623	5.742269244	1.788780046	2.945138694	2.995515803	2.907335114	3.75988695	2.071917443	3.831502054	7.143827689	1.404519554	1.437446107	10.89867437	4.045827572	3.746125116	4.601427785	6.67122155	4.09237406	4.256809412	5.078184955	2.643870039	7.165090503	7.600513474	4.945198038	7.948470367	4.485635838	7.563024123	5.292323604	12.0589142	5.839423188	10.49559085	7.938707392	5.047574212	7.435073094	5.315877847	5.585063574	4.678313481	3.269498378	4.158256674	5.949675862	6.988130226	1.503710779	1.834141484	7.23590656	2.601220485	3.545887942	2.281693388	2.050792236	2.572188974	2.739537236	3.634805629	2.440806672	2.618702194	1.901008676	4.068783141	3.345122893	2.395949865	2.910659869	2.596226219	3.980259889	3.430683046	3.679103206	4.372962671	2.483088924	2.556245797	4.537219644	4.209893777	2.19405661	3.601213977	3.211407568	3.370572873	2.09174426	8.587382645	28.16378211	6.759418589	5.715015184	24.17722232	6.181868755	4.462010593	5.007770619	10.31431243	5.69015082	3.881996783	27.59030873	3.731769242	1.669069184	0.701037223	12.7012872	10.64448379	9.188378265	9.198449724	8.910135648	11.38070231	7.748425702	6.803681681	10.63802257	16.05860994	7.836583408	8.064112733	6.029421403	18.70678836	5.594358852	8.518608241	5.978293806	3.303514735	6.564416588	3.979291763	4.48602888	3.921015959	5.909908711	10.23484793	5.586026657	2.909568814	6.548056707	7.034517087	7.059076844	5.436076358	5.020849768
LPE(18:1)	4.711482957	2.792947967	2.886491687	3.097955017	1.948189353	3.036077995	3.037304326	2.058493254	1.794628791	0.398949862	1.682921351	1.556225895	2.847190144	2.465653709	2.993099253	3.113056461	1.946272427	1.086764904	1.359542608	11.53864388	2.168188039	0.666464632	1.031199397	3.082660151	2.174532657	3.130817506	6.046384082	1.687229124	2.561273147	1.640154435	2.749944536	2.796842907	1.690485605	5.296932708	3.338595474	1.380156936	2.517174541	10.12568833	13.51086532	0.826087373	1.678953304	0.985629729	1.664296271	1.343028675	0.901299098	3.372632228	3.646862161	1.375097462	0.842796435	10.07364811	2.139103842	1.809977623	3.518411887	4.462009315	1.736401206	2.337336826	1.969453581	1.015004189	3.24911618	3.779725414	1.812601205	2.916294942	1.828270293	2.201633092	1.419426937	6.886230563	3.139144977	3.949187083	5.854476642	1.678917166	5.755303489	1.631452431	1.065864275	2.165126331	1.614615821	3.609671817	2.613815493	5.287575	0.969611203	0.909055632	8.064211703	0.962206606	3.29961337	3.186406636	2.672146034	2.936708305	2.63081044	3.313506936	5.13568368	3.126470957	2.582465269	6.326530619	3.495780568	5.448627713	2.478980138	4.147397595	4.282729598	5.995491847	3.832892713	4.191176062	2.421568379	4.463300865	5.877056567	4.980784905	2.642767067	2.865973471	4.143972958	4.680485949	3.078133736	9.001634351	46.81815534	3.394318646	3.866579777	13.34419148	4.767062736	5.620093281	7.523740411	18.22395016	3.701216519	2.857425605	11.35790692	1.377040867	0.821439834	0.581651441	14.29431534	4.58119884	6.573687021	7.28179551	9.892278371	5.450621653	9.081870917	4.971849636	15.89616915	14.22043972	13.27127713	3.027176626	5.700877419	12.24982149	8.228288733	3.964118954	3.536210062	2.067554462	5.633987373	4.618527921	2.680046035	2.633499643	3.770816841	3.583686947	3.000351356	2.369038361	6.472696756	5.024778058	2.579969207	13.2200549	2.718112789
LPE(18:2)	4.665908812	0.402217645	3.035407059	2.059786471	2.290167105	2.194977617	3.283070611	0.853526128	1.399903944	0.079930482	0.668664196	0.649521383	2.678434	0.733267861	3.175115123	3.383740446	1.961527638	0.657390904	1.270422699	12.7764174	2.387560744	0.516558358	0.915636329	5.984710079	0.883232297	3.07797047	9.884854996	0.781383248	6.908798237	0.998802021	2.381928137	2.524954773	1.399473192	2.911618186	1.824989066	1.699785724	0.819622989	10.94894894	18.15884739	0.560865927	2.394777151	0.790892657	1.191566679	1.147707817	0.634626625	2.279524133	1.6298769	1.220848723	0.88354309	9.316611361	1.701768923	0.547831878	1.582179963	2.386538505	0.850370639	1.247629602	1.638746369	0.811017122	3.012831189	1.802307912	1.61036982	2.208936796	0.455001593	1.13982147	0.771998573	2.645230964	0.88416007	2.95059055	7.597895908	1.966057032	2.919074968	1.173947915	0.953648981	0.843315555	1.088621696	2.195583582	1.059379851	2.626195306	0.697715107	0.848721522	7.206947916	0.623728302	3.311870675	4.496895672	3.024698631	3.182467622	4.39133739	5.180036293	4.715193618	5.451715911	2.257708079	7.556160295	3.978693646	5.707968695	3.466765222	3.607643185	4.681980891	7.232732553	4.869549923	6.405194682	2.732608013	5.947683102	6.643577303	7.332458245	5.52677486	3.295665425	3.27086243	5.233234097	2.167475402	5.637599962	36.31015201	1.726093023	3.712196033	15.54753563	3.039394786	7.281568544	10.7000004	14.29334068	2.840908448	3.502853464	14.31397842	0.642716145	0.375460452	0.369764237	6.68859947	3.118283189	9.314842781	12.21250706	10.94643706	5.521514738	14.46858958	6.777146441	25.89126142	13.97678047	6.16449917	3.324138918	7.312204231	10.65430576	16.30458364	4.39793084	3.558958743	1.427204729	3.435040297	1.84590618	2.421123052	1.18846754	1.571099812	2.222111455	1.765436239	1.338248725	4.218328986	3.233369479	1.393688656	5.115111541	2.05230314
LPE(20:3)	0.443730467	0.057070384	0.19850685	0.339116913	0.232983754	0.210203743	0.316506168	0.114229518	0.146116968	0	0.060563945	0.074340901	0.279508976	0.14509155	0.665940401	0.494720901	0.206558308	0.069234006	0.156408908	1.739016438	0.115271751	0.021387711	0.050934956	0.331895201	0.158311194	0.69504121	0.965407168	0.151583751	0.709759486	0.11822978	0.195014856	0.468346071	0.190633576	0.368041108	0.232694165	0.113507374	0.123580871	0.946201218	2.252916953	0.052781393	0.163719227	0.088369755	0.116175675	0.04679412	0.111967197	0.32768939	0.232738591	0.321565199	0.056043325	0.7330357	0.148894294	0.146151527	0.354497737	0.415513385	0.126289294	0.133789873	0.161843927	0.062300313	0.333528821	0.255873406	0.227025171	0.210918489	0.081716059	0.172977133	0.134059582	0.259026189	0.053294209	0.232227829	0.563673027	0.185616656	0.350777737	0.129472775	0.079931013	0.081967143	0.120309588	0.146383236	0.157839245	0.306504132	0.04898387	0.08542624	0.913886987	0.019726172	0.376232836	0.25936043	0.196242375	0.161499794	0.330522422	0.570254369	0.298909359	0.212118465	0.254218427	0.38224013	0.287692668	0.238148722	0.151475309	0.195875135	0.303939496	0.372798841	0.281265942	0.314003793	0.279510946	0.409284544	0.223277554	0.730774799	0.340226535	0.216136646	0.35457912	0.259783259	0.114223635	0.492513439	4.455404201	0.291277974	0.746248542	1.596990415	0.437863231	0.789229408	1.654467185	1.768880734	0.400478147	0.536847493	1.732137968	0.142167343	0.021352056	0.022304976	0.223958923	0.261202817	0.952789457	2.05456386	0.955633427	0.271449176	1.018365623	0.613233725	2.431473307	0.783579142	0.905937726	0.478732387	0.709902743	0.853714501	1.229446461	0.444848772	0.467586893	0.149664417	0.677700633	0.332396856	0.214781385	0.133499941	0.110327524	0.271771286	0.354264269	0.242449716	0.483511928	0.610711348	0.199382757	0.644925972	0.328633657
LPE(20:4)	8.442714279	0.961990503	3.49464195	3.458069395	2.008168523	4.7680207	3.797104933	1.444225693	1.65480302	0.124091323	1.085105041	1.029750605	3.219558681	2.470940675	8.598914387	3.197710193	5.306698493	0.860572772	1.762222082	14.76701813	0.978001721	1.116092037	1.249011384	6.989045485	2.690616271	7.961532981	9.305785826	1.897748608	6.792171335	2.565522696	2.902476979	5.872414498	1.602787242	2.062952649	3.122787018	2.344032829	1.905390484	15.3082215	15.22233129	1.420274636	3.652640317	2.081768051	1.647662783	1.197456482	1.297979665	3.646473471	4.381693805	1.322764784	0.553681043	8.270656262	2.030623495	1.180043792	4.044838861	2.272380689	2.392127619	1.827774004	2.201624894	2.162895283	5.77577382	3.606306387	3.181038053	4.702865876	1.746697241	2.326943248	1.751452652	4.188102001	1.208659352	5.162232497	11.10438555	3.592779164	7.904876386	1.907896613	1.423298744	1.345017356	2.291263555	4.215799948	2.489345289	7.220216676	1.307117778	1.406212865	9.871113977	1.168013402	2.585977413	2.36655955	2.163826434	2.225690624	3.234843912	3.668712998	3.48648327	2.833195939	2.336005657	3.50553426	3.032159582	2.268436211	2.051124228	2.612171226	3.598048457	2.770272225	2.516649858	3.470838169	2.343266284	2.773233129	2.618227871	3.900971017	2.936188141	2.33320479	1.866169846	2.246712476	1.476731042	2.842107554	67.07743961	2.453866495	5.216914266	17.03121688	3.400998668	12.94735858	20.45139497	31.15114437	3.614134397	2.965951042	14.36631096	1.341379194	0.736241076	0.679055963	4.332089308	5.689569504	11.60235455	17.80796605	13.19692688	4.376502162	14.39311896	8.42473891	20.34441518	11.35497249	9.848303753	3.589446372	10.74582422	8.124614336	24.52567432	8.634448198	4.330459277	1.499213075	3.764051719	3.223068245	2.801218975	1.48334031	3.121268054	4.387376389	3.904211699	1.879710232	4.365855983	4.68881189	2.035760598	3.377903084	3.553190373
LPE(22:4)	0.209598743	0.034586667	0.033654231	0.169983539	0.081280913	0.044359495	0.106325902	0.031781126	0.02406662	0	0.046013272	0.037291534	0.09615016	0.079678487	0.278869422	0.101250022	0.096323556	0.016385904	0.036718691	0.932476072	0.07918078	0.018725083	0.014016085	0.187092915	0.098885512	0.20678554	0.456029596	0.026600846	0.185848821	0.053000641	0.050378247	0.116419134	0.031338645	0.120252257	0.094220579	0.040895846	0.029561675	0.479576694	0.70571836	0.091014302	0.034041693	0.05678681	0.044701306	0.035734359	0.059212378	0.125334397	0.092389261	0.013652634	0.018790164	0.332830167	0.031526763	0.031373969	0.135865797	0.026689863	0.051516769	0.029780728	0.050530802	0.076105676	0.204736622	0.067605764	0.061429913	0.094532258	0.027145154	0.038926889	0.02014534	0.063119592	0.018555276	0.145868579	0.479669754	0.10047255	0.09588228	0.02118761	0.005155603	0.042126932	0.014249877	0.085738191	0.095222538	0.079929662	0.003415008	0.026113027	0.385540669	0.005207023	0.054094554	0.03243779	0.016387928	0.016453416	0.056422472	0.13963029	0.054658488	0.055618203	0.036047507	0.069788577	0.049234235	0.017614632	0.006647831	0.025172151	0.042531407	0.033661924	0.068016286	0.06099899	0.03823355	0.067034792	0.061250901	0.157511809	0.123859501	0.044442796	0.082767847	0.024805071	0.007402724	0.158114291	1.705215721	0.023981844	0.095935952	0.375732884	0.079659264	0.358687658	0.463891433	0.871597313	0.032816801	0.163338339	0.366545426	0.018805257	0.012950317	0.001164181	0.085405428	0.10435503	0.192217781	0.479085286	0.441343715	0.066117215	0.312396588	0.121801936	0.749774591	0.239363509	0.393236342	0.198813234	0.287212883	0.55459416	0.685598496	0.262934618	0.090976672	0.011178091	0.052297918	0.093552096	0.050490282	0.042453713	0.213088299	0.060136882	0.121049816	0.054942955	0.118042573	0.074994646	0.103537318	0.083559426	0.136154241
