metabolite_identification	QC01	QC02	QC03	QC04	QC05	QC06	QC07	QC08	QC09	AS1	AS2	AS3	AS4	AS5	AS6	AS7	AS8	AS9	AS10	AS11	AS12	AS13	AS14	AS15	AS16	AS17	AS18	AS19	AS20	AS21	AS22	AS23	AS24	AS25	AS26	AS27	AS28	AS29	AS30	AS31	AS32	AS33	AS34	AS35	AS36	AS37	AS38	AS39	AS40	FU1	FU2	FU3	FU4	FU5	FU6	FU7	FU8	FU9	FU10	FU11	FU12	FU13	FU14	FU15	FU16	FU17	FU18	FU19	FU20	FU21	FU22	FU23	FU24	FU25	FU26	FU27	FU28	FU29	FU30	FU31	FU32	FU33	FU34	FU35	FU36	FU37	FU38	FU39	FU40
24-hydroxy-tetracosanoic acid	664.7407028	680.64516	661.5320145	651.3968772	639.7762855	683.0672959	660.6726141	652.8188025	611.9080378	416.2396135	464.1188447	568.3688655	535.2590324	421.334652	867.3312146	555.4704679	440.290046	422.8236086	306.8747239	250.936142	261.2746779	425.238682	400.7228921	512.3159813	407.4379573	299.7597624	393.0737	338.0878371	1003.532084	245.2379884	301.1975171	457.3733697	635.1130758	480.1088459	459.2509953	491.907746	431.6786076	511.7935784	444.1519788	803.6957178	260.4866124	280.0203751	429.151249	399.5720003	285.0531668	327.8071432	463.8260125	366.1130736	436.5839892	318.1444513	371.726653	387.0326185	271.4689721	409.7379354	465.6935564	325.7920724	306.2732146	384.5946944	271.6423853	256.0978085	256.3982783	458.5935978	301.9457767	534.8593301	483.7037657	458.9650321	469.7944941	346.623832	448.074042	375.2379983	484.9162657	458.6759349	541.699559	299.9348617	401.1580326	292.5090254	316.1123573	410.6526729	354.7932757	486.3884882	274.2194526	522.4331758	481.1959184	585.5042992	288.6444435	378.3400245	496.8074022	470.8036188	361.4368115
Sphinganine	1227.087916	1256.59471	1223.069467	1233.51805	1222.58888	1278.617168	1275.605945	1185.88481	1156.345114	824.9505411	993.8594042	1166.823341	1146.136226	893.3405134	1689.08374	1016.597575	901.0920155	835.5289428	641.1324334	517.367672	588.3653627	865.5349865	856.4909215	1057.406197	865.1519072	667.4693894	817.7669854	766.4525372	1880.51581	569.0674706	754.9910028	893.6048557	1128.932621	904.2420178	835.1416385	924.8398854	904.7238677	981.882318	943.9854942	1696.831288	568.2928241	616.5484543	916.8334736	798.3843758	615.7350954	726.5986061	875.2074859	771.0625512	830.4031785	652.6241444	728.1824429	780.3684711	581.0434843	883.6748779	950.3425283	651.791913	604.5818744	739.4048433	619.9572586	567.5269181	527.9243106	899.3165747	663.5167344	1029.813881	959.9788218	922.3667419	910.6695758	700.1688406	863.8119281	800.7269562	939.2123441	939.2175203	1056.256131	692.6520891	805.7279646	646.6634102	648.2389164	801.2990142	794.0209927	977.9814059	581.5558959	1021.683057	908.7096615	1124.785023	645.2847897	810.3458712	997.4628626	953.5360778	756.3383104
PC(16:1(9Z)/0:0)	1085.611671	1110.497564	1100.380845	1103.543308	1109.78483	1128.482454	1135.577826	1108.559315	1128.069301	894.8377949	793.2948494	506.2419182	709.0797827	613.3971216	458.8455346	1130.970155	721.3623118	860.0886303	531.1042871	647.3426227	579.7177763	583.6357635	509.0336647	787.5277275	917.8417554	943.0931588	788.3081606	826.6514379	1259.475044	653.0169259	872.1443584	789.1329525	744.8335821	817.4001344	888.7887895	976.3966635	451.6676947	863.7961269	710.4790625	3776.915379	895.429899	1269.805042	1009.264419	1542.128464	907.3830986	1001.705207	1650.450024	828.531331	600.8815909	640.9059737	832.8483106	814.616805	943.554346	1313.99961	1330.211891	1111.463122	731.3799354	942.6336036	410.5752511	664.7214385	607.2436061	777.4013107	502.8468109	1030.844081	799.5371652	1623.43162	749.9673444	985.4862054	970.286185	634.63059	1491.186536	1078.91477	1105.954435	544.1918663	865.199786	839.8018138	1205.427899	576.2140097	583.0562429	2170.64911	735.4460186	1414.482202	783.9349251	1351.807203	838.7626182	1075.652286	1481.18803	1511.034439	437.0808162
3-hydroxy behenic acid	9.167444719	9.274518471	8.411848954	8.539699831	9.31987217	10.800984	9.585308375	9.142837454	7.571273544	7.398751779	10.93721618	12.48381419	8.648163817	9.032676732	14.05038095	11.98004788	8.564440352	6.061943454	47.03411308	7.005627022	3.674667507	6.139414242	4.583918758	7.220409506	5.853469633	4.927569455	7.400596769	4.261965626	10.04286799	4.75133187	4.631711743	7.544962209	6.757538289	5.843338156	5.525991062	2.509976445	6.602628556	7.086668843	4.381745532	21.83489777	4.01184247	3.452499327	5.881858674	4.810658276	4.900245382	6.890191143	8.031878165	3.639240545	10.44115601	7.397704409	5.841866692	2.85197216	6.042785453	4.682631196	5.69164905	3.081830604	1.765559815	2.673552666	2.534643588	8.952484558	3.539445131	8.763533305	3.616238827	5.634385409	5.460693572	5.473764339	3.845709861	5.236665354	1.441594301	5.853060258	3.460878701	5.101736288	6.667513529	4.352485141	4.19820211	3.140793252	2.262867505	2.507386259	7.480263351	6.5171351	5.130463695	3.668951496	2.441252847	3.028848091	6.43785062	6.18813598	3.211808724	2.640371854	8.724832595
24-hydroxy-10Z-tetracosenoic acid	137.3883125	137.0337548	138.6889954	129.927326	138.0995595	135.8182035	134.5587726	133.060483	127.8827533	84.09468226	96.66533777	118.6306065	116.2734853	83.68715503	164.3820168	95.70550178	86.88051003	78.95783911	52.6773428	44.184881	49.49725371	75.75267297	78.84269406	106.2435991	84.05815441	70.53828619	75.7281122	73.63334755	203.2777841	45.2124501	68.10151299	82.18612247	110.7224407	83.98123459	81.79761123	88.93471665	83.17647294	102.3266574	101.3029673	181.4811339	47.68066875	66.2663406	90.77407764	79.89241941	64.16535557	65.96140069	85.8552209	75.42611747	79.98589456	62.71623775	71.34204591	71.92460937	58.82901121	93.35488894	100.5817053	65.5195501	54.69395004	79.16492726	54.27980553	58.62973695	47.70962881	95.61237534	59.70866967	108.5112872	92.25016368	93.41808319	92.93432921	68.41535892	86.765539	67.49285659	98.5989032	99.3762002	117.2617379	62.66127438	85.57200582	62.22607338	63.68158714	86.09934873	79.63928408	103.9822142	57.20524163	118.3140769	97.91403815	123.6598785	67.32103877	83.50065327	113.6981652	96.61727579	78.0790228
L-Homoserine	43.24743967	46.66942536	49.58276219	51.28358831	54.75790947	56.57541022	57.73721588	57.07437748	57.59272273	60.73806085	64.1228094	59.99435537	62.24976343	62.50354889	52.6646082	0.995732866	49.37997873	1.095358869	52.11006053	69.43201532	76.37623472	1.27209268	67.06595668	1.255757303	0.972419833	56.94108223	1.216642562	69.20722258	1.196688038	70.69717607	75.38566361	1.167372416	0.939291551	1.049970378	1.15336249	1.722578614	0.561770465	0.902251415	65.14398903	61.22343433	76.92852777	56.78247885	64.55897049	63.50133485	83.67972618	57.20458958	53.3045005	56.96983525	0.610363009	59.09294151	54.82561611	73.95929247	57.83037872	61.43480356	58.12458004	65.4089195	56.68336747	54.28533658	69.43304124	78.58962492	65.30962228	56.55600539	57.69576369	48.05651106	55.43666305	56.05630293	66.0503389	56.2328739	67.78897945	64.43208081	59.39475934	71.7914848	64.11658862	64.53714215	67.42860228	56.43595846	67.07780615	58.09036629	76.01235916	52.65437091	68.64088116	63.05757205	55.97840721	60.81952986	61.62631668	46.43052884	49.14909512	62.62001907	59.76635905
"PC(18:2(2E,4E)/0:0)"	12540.92535	12810.03916	12563.75235	12756.91163	12773.92066	13406.74045	13351.53676	12263.40411	12900.37091	9957.812018	11656.48079	6334.716713	7906.595482	7734.375083	6920.836635	17837.86382	11051.33111	7934.774362	9336.147073	9926.84854	9319.292961	6898.143457	4608.443375	15349.83994	8867.411625	7271.109202	9083.345553	8284.631892	16259.62966	8526.33593	6351.284005	14873.90036	13868.51796	10968.79001	14764.31018	8336.983811	6315.473386	19920.6088	8854.115554	18950.32629	7809.673558	9238.35178	9900.937598	9948.964573	7246.389315	7002.394894	14867.17716	10293.78193	11143.78353	7684.274437	10522.1371	10432.61993	9604.402262	12702.48664	12529.9734	12155.46319	8793.435196	10338.19182	6321.897584	5971.533469	9248.033989	10437.31942	10124.06379	12701.61339	11168.09163	9008.192867	8993.808768	10915.13878	11954.32914	7717.862211	9174.471998	11269.55754	12145.0452	10569.55193	7557.132716	10874.58701	9388.394519	15807.14539	8379.397827	10732.12766	7272.302632	12968.50873	10705.78221	11210.16924	7388.409011	9397.966433	17755.93401	13353.21383	12136.01048
Choline	9.530811402	9.207510031	9.446760871	10.25490156	10.89047216	10.03630821	10.65901807	10.65453071	10.35445699	8.252780177	7.693156145	5.423010632	6.602556093	5.651821041	6.846507407	13.14709974	6.61351851	6.427151971	5.741366494	7.122393857	6.214228513	6.199692789	4.643041053	10.13164978	7.537450344	7.271013257	6.150630134	6.172283386	11.47252482	6.210768686	6.419450762	8.876443729	8.890448386	8.290672007	11.22523356	9.466533502	5.64062083	11.52064857	7.42500797	20.10805411	6.839734521	7.657497075	8.271847104	10.44864619	6.760940201	6.889961409	12.04680078	6.370904027	8.911337762	5.726299544	6.655897676	8.190362599	7.511911853	10.34761815	10.8638744	8.590279713	6.432617799	6.969817529	5.277013981	5.530523016	6.658560899	7.877301144	6.081510821	9.664854206	6.914494214	9.725075222	6.261560578	9.351280596	8.079995398	5.861511797	9.820107975	8.036980484	8.663276905	7.615218495	8.03699024	6.770830913	8.773943512	8.670387501	5.48680791	13.22462511	5.573277243	10.29944965	8.892640079	10.78252428	6.337168106	12.11995168	14.09092542	10.157638	7.677602081
LysoPC(14:0)	448.4514248	462.3413461	459.4779927	450.2214987	474.9901786	464.9681646	475.4592086	455.6934951	469.0996003	435.5894348	269.3049454	199.1048721	199.0070615	271.533024	200.7232941	274.7966397	332.1252214	303.0238698	144.3954477	205.3217768	295.0719695	262.0961062	146.8046833	221.9746422	231.8378306	311.3149098	325.3496506	351.371262	650.5725566	311.1713733	293.0501753	217.590854	244.0676445	152.8102465	239.4355758	326.2640261	120.5057907	207.296781	368.2329761	940.2783627	511.4172865	586.3922787	355.8814245	546.4135152	357.3298985	397.3331054	558.7818016	305.8960445	206.4147546	303.1762779	392.9669562	478.2314112	482.3810246	644.8233643	652.0663106	474.1894819	328.5400859	431.8515877	162.3212526	280.2223023	237.1528004	355.8617728	144.5537028	363.5512213	337.6458296	597.9684635	405.8531687	388.9001303	476.2861236	213.5591341	476.3779633	485.0758423	464.4275165	102.81115	392.1313728	357.3217595	415.4567148	134.7287699	306.0655022	538.3393735	225.8022224	605.5674871	242.0952326	298.1349724	358.7033107	554.8247447	724.9809338	628.0871095	148.6192242
20-hydroxy-eicosanoic acid	362.9880359	364.5841121	363.9777167	358.9381835	359.2066211	370.9124253	362.2477573	343.5223046	338.3717527	257.8257083	352.0518048	335.2026368	387.7170125	275.2137861	553.6537771	256.3249303	283.7888605	219.1091933	170.1493041	147.8367939	181.2544581	237.5764506	239.0415306	341.390898	246.9581405	241.1603432	230.9214015	243.5882565	575.2139426	164.9884343	247.9682686	227.2478746	281.3194477	220.1513604	209.8863962	235.0747841	225.6004294	259.149277	329.2894279	567.8682696	155.4936362	195.1495972	290.0346724	230.476276	213.734325	207.3403415	261.8871608	260.1106761	204.7450464	172.6035963	198.3632437	199.1548714	156.136301	245.4231803	260.7415296	170.3690496	156.7262093	205.9474042	153.0012223	147.8294338	127.9318712	248.8151366	170.5059309	284.9081041	250.4673562	258.3997833	243.7644732	191.1200323	236.3705524	191.4415789	252.0453573	264.3191909	298.1091589	175.8288326	230.0672256	171.8875198	170.9700132	223.0887982	215.9887978	271.5970778	148.0803425	296.2707795	257.2930047	323.7208197	175.662327	216.7754815	292.1217141	263.6262799	202.987041
Eicosanoyl-EA	654.8796865	657.2413593	647.4310306	632.6235998	642.9497432	649.9477157	645.9643224	627.4070227	591.8630061	387.0247026	424.4612298	572.3171002	517.1798758	396.9884371	773.0210246	511.0033111	413.5952243	395.8003625	283.8468081	229.4779287	239.0577892	394.7529356	399.2135544	501.8975355	395.8916062	308.2494222	378.2326694	335.4183237	972.1104706	230.9011529	313.7713697	452.2683027	566.0653722	450.8414065	428.5722994	475.71168	447.8021342	510.0428526	434.2341657	803.2030273	246.58133	302.3610048	404.243173	384.5072844	283.3433724	336.8906419	424.1969087	332.8226619	412.9053308	306.6514432	358.5579391	387.9902376	276.7310387	445.473602	479.2096889	327.7753838	292.1145583	382.2115581	280.3880089	280.278998	255.6252331	450.937728	313.5871844	530.3533602	476.9237825	459.9232914	455.0858558	356.2330474	429.9631642	372.1225368	482.9578763	475.3274096	549.7127343	321.0742816	414.8831862	305.3489717	317.7888847	407.824252	383.4341536	503.7772712	277.4068358	534.8185603	469.4698065	590.5610264	309.5411572	402.3487425	531.9890355	488.1774373	382.1637072
LysoPC(18:1(11Z))	12741.35305	12984.15184	12839.74245	12914.46816	13545.25238	13558.70941	13684.15874	12964.27702	13353.70815	10825.42788	10672.62759	7786.825329	9624.403289	7414.953804	9272.367807	17805.47352	10155.94917	8983.114914	8335.182177	9687.097437	8782.61415	8060.370056	6572.340038	13706.45136	9655.083357	9244.40123	8853.049606	8713.353977	14819.90802	8246.010761	8715.597672	12072.52909	11572.53731	11209.88139	14587.45968	11407.45644	7911.579431	15307.51848	10216.7429	23876.63697	9116.672039	10590.26233	10737.59263	13384.11377	8936.795018	9881.117053	15304.05413	9176.828525	11583.33131	8121.060561	9171.107924	11478.68001	10195.71227	13303.57596	13266.68328	12312.13074	8950.920282	9340.846825	7087.667444	7475.552469	8445.557015	10755.1303	8747.78824	13215.46128	9626.577591	12935.4257	8528.117711	11873.73845	11099.38591	9008.826941	13039.28921	10710.24765	11700.68122	10093.17241	10427.63784	9637.094332	11927.75129	11922.2445	8139.169431	15804.19975	7566.548623	13531.78718	11743.83703	13806.53501	8693.141	11454.71402	17573.00681	13312.29166	10348.37216
PC(O-14:0/2:0)	3736.665911	4059.570837	3935.658082	3987.439994	3639.285497	4217.829419	4162.664905	3766.868181	4405.110969	4085.418012	4146.518661	4072.622528	3412.957428	3818.637149	3499.198012	4110.660288	2948.241058	3426.060463	3205.731586	3684.805121	3931.770616	3298.263968	3044.224753	3640.911433	3638.262867	3231.14352	3749.431487	4652.814276	4029.345184	4153.312943	3906.201997	3245.480475	4030.371352	3504.314175	3907.367015	4035.924915	3728.238146	3425.146854	3471.114666	5190.270563	3826.599793	3502.087354	3587.140575	3875.665433	3863.768114	3387.904968	4018.77803	2884.21719	3423.381001	3472.868484	4078.695036	4159.484342	3549.740159	4625.590382	4387.485651	3436.473058	3589.772389	3690.459711	3807.770259	3917.110861	3492.762393	3313.369171	3168.427311	3178.062208	3899.521807	3782.587535	3818.085867	3983.039369	4377.070004	3047.564806	3420.563039	4445.066862	3893.6916	3417.428579	3267.932932	3285.660969	3825.344294	3657.244059	4296.230257	4039.819351	3644.026867	3762.002975	3507.559162	3705.076536	3316.706495	4179.294452	4339.411898	4278.407318	3493.655491
Glycerophosphocholine	118.9696354	130.4305258	143.0308498	147.4132086	159.0712722	163.810966	164.267216	169.4587422	166.386336	130.0954297	127.1543538	95.59534994	112.0274288	81.2461107	98.80313557	201.812236	91.88266223	106.811847	78.32716251	113.4734725	103.4917313	89.30128765	69.53239276	160.2182475	109.55969	102.6939973	107.1821636	104.3478639	166.4833688	99.61028025	103.1824515	145.5140462	141.2944506	134.1987013	162.8198967	144.2094394	88.9687439	146.5813583	112.2670484	276.9865623	110.7674198	106.9857691	125.650738	165.9367921	110.0658625	101.3677125	162.7440026	86.34864136	133.3463293	94.8802691	99.53412471	140.895731	116.6637634	163.7997047	158.4038085	145.7527214	93.50323663	102.2684721	78.11574571	93.80624981	96.71904878	122.5827216	77.7381633	123.9102338	99.79050485	148.0913514	100.6088983	134.9090986	135.6604886	79.83209527	166.299413	133.157044	141.8055176	112.1305402	130.7160187	89.21897833	142.5355911	127.4472794	98.13648261	169.6803604	87.58242812	165.0473864	128.0308732	166.2984346	95.94917292	135.1254371	176.0894478	155.7662501	116.6034013
L-Phenylalanine	0.619141844	0.95423339	0.765105924	0.823611259	0.860498025	1.024842231	1.00823524	0.781158636	0.967405012	0.713242896	0.787549291	0.978067363	0.990536331	0.830815319	0.852699619	1.325974562	1.421745052	1.405939998	0.947362301	1.112797687	0.933373147	1.876014721	2.088127309	1.359980039	1.23662925	1.063467361	1.574250126	0.794546191	1.269458327	0.881142099	1.198754067	1.271882033	1.119426754	1.222193432	1.023695588	0.917404023	1.061976981	0.990566302	0.860714538	1.103014121	1.005445166	0.931116725	1.069408333	1.111984341	0.97242034	0.714077716	0.588023541	1.118979927	0.887768232	0.824981476	0.625563323	1.164802814	1.36091977	1.000671953	0.975062006	0.758575833	0.961213	0.778756716	0.864167352	0.343432539	1.090569116	0.741791759	0.923396405	0.76866143	0.804640173	0.74781178	0.876851169	0.933056213	1.00352148	0.79809842	0.652687787	0.483407369	0.860802066	0.841642144	0.709657796	0.965358931	0.953509711	0.626913999	0.680557328	0.887804276	1.196424409	0.709117707	0.650616019	0.553237859	0.760599755	0.699275125	0.63302217	0.754565863	0.725034984
Behenic acid	1851.95572	1900.802531	1833.989676	1812.109932	1781.397054	1889.109794	1805.212018	1694.22822	1701.716957	1091.511481	1196.549439	1686.788471	1438.798068	1246.889402	2373.205365	1626.967057	1228.124	1165.173889	1089.725819	734.4910723	748.8339163	1196.713435	1228.085629	1411.084837	1232.882946	873.5746849	1088.842469	980.1345628	2698.203907	773.8753925	911.9042712	1301.819566	1809.249203	1396.531674	1344.005632	1424.486195	1365.851544	1451.134442	1230.391252	1923.534376	757.4318233	862.8765679	1277.630558	1152.450082	838.986301	971.3973589	1326.353146	1018.957229	1334.533893	960.7005129	1132.682671	1176.56975	889.4484304	1187.94953	1326.623174	973.0841686	889.4663589	1152.539693	915.4135342	853.2786828	805.8762112	1372.896806	925.8821366	1474.710758	1378.726079	1330.356895	1373.063288	1054.982634	1295.334989	1222.587643	1445.462716	1274.007412	1553.182551	974.4308724	1197.826337	941.185034	937.3874764	1230.209735	1113.52477	1407.310357	836.3504461	1388.974478	1316.320175	1643.394111	910.7323564	1076.568718	1481.16273	1281.420674	1066.63267
LysoPC(P-18:1(9Z))	349.9025341	369.7054853	294.0501367	288.1877584	241.714681	260.8010733	263.3474617	266.5996743	314.3423703	402.5910619	492.2528068	502.0263965	329.3502821	518.2591363	325.0539711	315.8381763	312.2006917	325.3975095	316.1620097	475.6074922	552.2473656	337.4668057	479.1803913	271.1308286	385.1830253	357.058035	358.1643472	599.7186471	242.8732635	576.4643386	521.7297569	265.2308621	362.0954639	342.5389074	285.5021961	453.3544609	436.4023373	240.0452393	348.0121257	310.921557	396.6450335	303.3172773	287.0604906	288.2509053	463.1978935	313.8664319	315.5537247	270.0689879	328.5575075	398.4681875	482.062644	387.220507	312.6301519	334.4347735	363.2831775	313.6594604	410.9769084	336.1377377	479.2471441	525.9530605	430.033207	274.6345712	507.6169696	259.1613579	486.3474491	296.4852508	348.6354244	425.7905894	461.1851118	316.8250723	297.4146477	391.595358	340.2752224	355.8985358	285.9409185	386.820925	380.3787735	274.4708145	568.2404598	280.7827233	477.6297814	283.648751	309.4045056	244.8310529	400.6605276	443.0826972	232.6129521	314.2878495	445.4725426
o-Cresol	23.08717842	23.55406183	24.94281219	26.32910077	25.53114375	27.1806026	25.81280635	25.88614801	26.3074586	25.13277908	26.77731879	30.97803169	30.9741881	32.79475264	26.75807785	25.77572836	25.00931991	30.52637047	30.51849194	30.2764971	31.44219449	29.59909105	29.44872001	25.7741941	31.45740925	27.93419157	27.09421706	32.64396818	23.20488959	28.36506009	27.48876646	25.75069099	28.27880746	25.08000336	25.42366703	27.14088945	34.11915768	23.86463908	26.59322806	24.78493234	31.03702496	25.02158393	30.38358677	27.83534977	30.83307297	27.01529221	25.24109839	26.36086363	28.95507643	26.57351117	26.39249878	30.40152258	27.5978057	27.79444813	25.24358027	26.30327491	28.45419464	22.81796968	23.40766593	24.03438071	26.45102377	27.46212915	29.03246142	23.10511463	29.47954025	25.77728396	30.61651303	28.55232893	27.64689036	30.29942191	26.73383936	25.76501436	26.43790879	27.147769	24.28800652	27.53981646	28.89322917	25.7434286	29.07531103	26.59566481	29.31174752	23.15417093	24.39366615	26.04050889	29.85486931	27.50523215	21.33686326	26.53960775	29.44174099
2-methyl-16-heptadecenoic acid	8.887644831	9.030542672	8.251644579	8.194407625	8.196564902	8.416802294	8.322948887	8.588881619	7.474051964	7.226779242	6.967778139	6.838615851	7.768261567	4.952882986	11.04156054	6.748671764	6.459818582	6.410391253	5.008844945	4.77700725	4.591768838	7.745469868	6.799106543	7.427960734	5.656182472	6.231874352	5.555704426	6.819918674	10.21891904	4.008858068	5.49667252	8.454690377	6.963363212	6.479388602	7.524836111	6.542299523	7.728879176	8.173569923	7.843378548	13.59600958	4.654725742	6.226494887	5.910035585	6.938563973	5.083126975	5.787178237	5.845904955	6.50125483	6.75486098	8.013420015	6.243519388	6.126387071	5.762619456	6.458737992	6.124727145	5.608065539	6.918473038	6.002983873	6.463542067	5.690825443	4.523252738	8.492212566	7.355653622	7.430219462	6.819340677	6.789357012	5.904379236	3.900916195	6.911308603	5.987962548	6.36555817	6.915531505	6.658511913	5.462465581	6.930365071	5.497311833	6.052308436	7.141360179	5.594935266	7.64506268	5.099527256	6.80672612	6.903324496	9.01663207	5.307709137	6.28707846	6.853492526	7.452237554	5.886637496
4-Hydroxy-L-proline	291.0428083	295.0327109	309.2011848	304.6201989	303.2438721	311.7853146	308.9621048	298.2088464	308.6971542	314.015383	347.2623316	315.2341852	366.7048527	362.3078755	313.0878259	4.461493348	316.7421834	8.955486274	312.7210078	384.5571157	436.3880541	7.329107738	370.0235551	7.913548941	5.103313433	374.4184757	7.033054124	357.2614365	5.869457683	394.5215751	411.7769328	5.992059188	8.787246973	3.712884424	5.192581954	7.204436499	4.867495188	6.07786175	407.5477305	331.810783	400.1790889	360.1700827	361.0228751	351.6589909	486.510527	345.2663536	335.8295785	369.2438207	5.168927314	331.3414911	338.5379384	397.6185863	345.252957	340.0066413	334.9499978	383.8019205	389.3670677	353.4157249	355.1808796	379.4526651	343.0334598	351.5851433	386.080304	350.2907468	356.0374506	375.4444976	375.4515029	376.0766709	408.8310721	404.6986871	321.1182652	371.6711972	396.3669124	435.9254535	380.1033055	364.3847	415.7718107	383.4433099	400.5480307	333.0465267	389.004458	364.2290827	370.895317	354.3284739	409.6015846	306.0078346	326.4480842	364.0073927	383.0835594
p-Cresol	18.83945508	18.60620813	19.86168076	20.6283524	20.81846299	22.20261919	22.0666776	21.27615085	21.58376382	22.80389838	17.91044174	24.35215684	24.49951583	26.33479603	20.72627675	31.05699841	25.2877826	25.36414834	22.1679121	19.35762995	20.28182399	29.7765178	39.55610577	19.39001835	19.72184676	24.37619859	25.82738129	23.78690217	23.79242609	23.05912651	27.92878085	26.07391177	26.92025026	28.71116782	26.15946273	24.09066664	20.444057	23.31996574	23.65000155	22.95973533	28.38842623	20.04579404	25.94332601	19.81275892	22.6965777	17.42596719	16.69747461	21.45442842	20.38945365	28.72909266	16.82376985	25.05141272	29.59943016	23.48685353	21.86742532	18.651503	23.72552228	25.28154878	22.29317569	15.62989706	19.50138036	22.77883642	24.55800627	16.5898523	16.79986018	22.93567639	26.52618369	25.99641069	25.17916459	24.448658	19.95167791	19.50311071	17.35963825	22.67926499	23.87927861	18.16219367	14.60170111	14.58978144	22.84725858	19.63161699	25.78476473	19.24344619	21.23993568	18.48724348	21.04256762	17.82024396	14.69354264	22.88646821	19.79289336
Phosphocholine	73.90099651	65.68957818	62.06002879	68.50192629	52.85153309	69.73406622	56.89255269	53.75897078	64.95421929	60.53816304	67.63881926	73.35356973	55.05837364	72.25211943	56.75622451	59.9602087	50.33006571	45.11564315	47.80080568	56.04848696	62.26090384	56.34087463	71.08480752	53.26077953	56.10967964	55.04239817	56.51859872	86.21707411	65.64893499	75.95227412	67.81219319	55.71539802	50.21758243	53.23560253	44.88455863	65.18530448	59.70163991	42.79926058	56.77626743	80.61871681	48.50846305	49.67643743	45.62897001	49.96505408	63.15461735	55.94007323	59.35210681	44.65869196	52.59568331	54.16974962	69.20374058	60.64192075	54.27801175	55.07755517	62.96711408	44.81154494	52.73387838	67.34613355	61.93131941	66.26152147	61.34336269	53.43028382	67.86886558	51.95588712	67.42755976	47.94569835	61.55563827	67.68866595	73.78169043	42.8758507	43.1331326	63.19471273	50.54949835	52.84710766	45.54769746	61.84974034	65.28639489	51.43007975	67.09191155	67.29432823	58.95779024	44.47340366	57.41253568	47.47380004	55.36659832	56.29467796	61.3252809	48.79393334	72.50863825
Serotonin	21.66774095	21.24156398	22.63530557	24.56357783	23.81054311	24.95324285	24.49453772	24.67018691	24.0188096	23.78113426	25.99997261	20.88794231	17.60280918	30.54997886	21.0519411	21.23110946	25.47616844	28.34980278	21.9968249	24.74171639	30.59557879	21.14392296	26.56061795	18.26997088	26.27437093	27.4623394	35.98848872	33.03017505	32.2332427	29.68031204	27.01579709	27.40335823	27.06793358	19.70697063	22.20792064	22.99379858	12.82590698	20.20746846	28.61309576	26.80591973	29.82851914	21.66701502	26.32040246	31.22198843	29.28266017	19.47864222	20.226917	27.46437101	24.22713722	24.92704063	23.54928142	24.2284466	28.94392873	27.97245434	26.09863576	23.55380774	24.21310063	24.07374873	9.98987341	17.99876153	25.22012031	25.2869794	25.89280903	22.49287746	21.40180569	26.58862278	29.51548203	30.5634754	26.70524766	27.23307644	19.6179484	24.58718933	21.95702256	24.8113433	31.11178448	20.73103786	24.52165045	18.78544768	27.56042399	21.00615799	29.36910719	23.99781905	24.29341461	71.2118714	29.29453126	22.75661468	17.32697692	29.36669597	28.38713701
omega-hydroxy behenic	650.5822135	658.2715921	649.1027181	642.1300015	635.4298357	658.2718266	657.2710832	632.9355453	572.7023618	428.1354018	525.5472514	558.6919771	578.0992473	441.8850614	883.6306178	518.4861761	470.1855174	429.5327011	318.9512928	255.9260649	278.4317264	433.206478	407.7596182	542.4029969	414.8659759	315.1741129	421.8912774	375.1208	1014.614943	267.57831	335.3054006	439.5850642	564.8723687	456.4698853	422.7783337	466.2905394	413.4534434	489.8985543	487.8645495	883.2744107	273.9903894	289.4693506	443.7004974	393.756873	303.4609391	337.9605312	458.761454	384.1699412	400.9611831	294.4768264	345.5852347	364.5150385	263.4885129	416.5625062	460.7843317	313.8504907	289.3062717	366.0018299	256.9387016	232.5783716	239.8824494	430.0274391	296.8459332	522.0744289	476.5674175	437.2173726	431.8676277	327.3234668	397.4481063	346.244352	451.9260261	461.8701636	515.6067814	295.8168328	381.8689607	279.9497736	298.4230146	384.2960609	350.5625533	472.4987837	266.9373005	501.8779537	451.6777631	540.9777065	290.6836437	377.8104983	475.1370113	452.7181219	344.0455829
2-Hydroxyphenethylamine	485.9593311	508.4172364	534.818796	567.1352661	578.8377645	622.6202838	603.0482505	568.730504	610.8502188	529.6745741	504.9891566	673.3824621	699.6633377	613.6501913	533.1662211	798.4039399	769.7378532	905.4672343	553.4555264	591.7408004	611.1957596	1268.772916	1060.492862	849.8781243	755.3082581	587.1933704	938.6607858	671.083416	818.4395222	615.7813002	680.2576083	647.0026362	713.3267344	718.7331245	506.3304223	560.0428479	690.2628906	658.352227	544.4924092	599.0079013	670.3499065	501.6582331	730.561675	603.4179668	601.8849463	390.4698241	434.8286387	574.9563232	549.1356304	625.7771374	419.1254075	683.0796995	733.5958072	668.1249398	625.5561446	584.3392242	572.7829976	540.0288803	549.7686897	393.2387924	622.6685126	561.3705343	568.6527491	544.0950087	459.7606787	577.6454609	603.5853211	620.8724426	685.9541909	653.7592016	554.2856402	452.514488	514.7474794	609.6826955	541.0145765	520.3093864	440.5380671	406.9001341	522.9617669	499.7092304	759.0739164	430.9153488	442.9155806	418.6968975	610.4231986	487.0736189	356.1227926	584.8618274	560.6558346
