metabolite_identification	QC01	QC02	QC03	QC04	QC05	QC06	QC07	QC08	QC09	AS1	AS2	AS3	AS4	AS5	AS6	AS7	AS8	AS9	AS10	AS11	AS12	AS13	AS14	AS15	AS16	AS17	AS18	AS19	AS20	AS21	AS22	AS23	AS24	AS25	AS26	AS27	AS28	AS29	AS30	AS31	AS32	AS33	AS34	AS35	AS36	AS37	AS38	AS39	AS40	FU1	FU2	FU3	FU4	FU5	FU6	FU7	FU8	FU9	FU10	FU11	FU12	FU13	FU14	FU15	FU16	FU17	FU18	FU19	FU20	FU21	FU22	FU23	FU24	FU25	FU26	FU27	FU28	FU29	FU30	FU31	FU32	FU33	FU34	FU35	FU36	FU37	FU38	FU39	FU40
PS(P-20:0/17:0)	48.27214066	38.4230042	32.64018429	34.0650586	28.85615484	30.06861569	30.04403968	31.24668418	30.73339804	25.74208094	25.11983534	27.03464453	27.08967461	25.4528329	28.02275696	26.4454781	25.64550572	114.9825609	31.36805705	25.00524049	23.63826144	156.0026072	23.34981057	173.6110441	173.9959836	31.42909717	235.5326742	45.73338731	192.754761	36.77464584	34.79217488	17.49772113	20.01283828	20.22481754	18.42376444	21.61652043	32.2142592	16.79657809	28.23347661	14.24061002	19.95074089	32.64821574	19.73572973	23.92431737	38.60430813	21.55822148	24.22904118	24.22523479	31.58094775	23.29231826	32.34749456	32.7223408	31.67260416	24.45109299	14.8081318	22.12311579	25.05020782	26.56358658	29.32262831	24.15976609	26.97944574	20.24278617	48.67382729	24.5586458	32.60407639	19.04423032	32.59676793	35.15509829	24.92767078	23.88968977	15.75346267	21.10842721	21.07813644	29.96621179	22.15129576	38.1699299	26.83035066	22.29893326	43.68192381	23.47306621	21.83167256	17.91873938	20.89298093	13.17798833	29.15885973	22.18838036	19.95792291	22.74462252	32.805525
"9,12,15-Octadecatrien-1-ol"	737.8995613	807.8300372	858.6514806	872.3752827	923.8024912	962.935755	968.9157115	974.5515761	1021.66412	1463.458246	1428.703811	1976.987843	747.7457789	1946.036065	1654.410161	603.517843	654.7077529	1143.877581	465.9497304	1453.637171	766.7531279	1392.355474	625.907717	1037.748048	494.9765996	924.220041	1280.377236	1141.796779	643.4003332	1079.313543	629.3872715	945.5915181	784.1931598	779.4824158	445.5105022	471.4917093	1665.063333	661.3501388	458.5287432	1527.102672	510.3878831	754.0455526	1003.347565	699.4436931	717.4742835	1247.528565	2051.71443	675.9403943	1831.528688	1429.594264	1168.984097	2000.21757	1626.095662	1907.170853	1625.608736	617.2867894	910.8004474	1115.890947	1590.237791	2434.900804	590.7017378	2579.415671	530.5645008	820.3227732	431.4654264	776.0850832	740.4038709	583.26645	580.4237884	821.545357	855.1206822	1919.639518	1400.633145	1583.881514	933.3142619	377.8497342	612.5735514	382.6918013	2968.897881	1051.676152	1104.237351	1076.573442	1036.977178	1007.609757	1573.673415	1225.843989	622.4772562	578.4336563	2613.382242
PS(O-18:0/0:0)	94.36929294	92.42151801	94.04997484	88.72333953	92.72576416	90.39682232	89.45561119	91.81229215	90.94042455	104.2712678	84.70917294	89.95278214	63.75994866	112.8351704	52.61124334	28.58150796	68.93589043	97.03857534	173.2152101	130.708993	100.3127091	99.02354726	41.62043307	74.04277869	70.72280437	90.22172165	103.223075	221.6722887	120.0005476	196.3147845	139.8723714	65.42021046	77.3335378	87.32509505	121.7847882	114.4099771	46.6550486	61.63992163	120.8653616	164.6453484	99.253155	127.3765078	83.4539891	127.1531521	116.6590298	85.93370378	112.8284129	103.8293649	65.70952618	93.75928844	86.00795889	84.3514938	155.6887038	120.1762951	123.9050167	56.10950341	178.6334794	99.33587707	79.55014358	143.1535634	73.71818293	118.2839916	121.3884502	108.6780357	65.44174111	84.9916555	78.8372919	172.5614915	107.9670477	139.5453205	124.8402953	91.29972344	132.7489457	134.3023974	95.02604936	123.88218	122.2386397	61.38973431	174.2512747	124.4676053	74.17673306	117.455811	72.15298725	116.4875825	104.62323	87.7560283	94.71586562	100.5638694	83.34492519
Stearamide	9.644145584	9.581814021	10.23327627	9.093259459	8.818416173	8.954992875	8.426525441	8.833438448	7.373692957	5.97631086	7.409817507	8.477557663	9.185174757	6.625120661	13.07726627	7.220314786	8.119063866	5.507974789	7.433254998	4.446172617	5.031133232	6.738462241	7.505122614	8.151764677	6.906878222	6.183729292	5.771508593	5.552925492	12.94669381	5.064556209	5.907822702	6.556273919	6.656542582	6.779959592	6.845599123	6.837921174	7.421253372	8.090196431	7.929825246	9.963756528	5.165882135	6.221345701	7.36235355	5.274248665	4.730048585	6.693850732	7.411475393	8.023521579	6.876379584	5.300394974	5.647001713	5.478620966	5.104396617	5.616756457	6.697165194	5.00300657	5.791191775	6.647492411	5.608394489	4.639139483	4.85047321	6.856941351	6.878046606	8.934356769	7.838051961	7.005127184	8.224192476	5.379339385	5.742981038	7.286481536	5.580968913	6.60348118	7.167356926	6.123957564	5.923226944	6.745266113	5.212407495	6.771853715	5.462764251	8.415682359	4.567221256	6.302893245	8.057917019	7.366305534	5.548519415	6.167095849	8.726503032	6.172524287	6.01448318
N-HYDROXYMETHYLNICOTINAMIDE	9.137967325	8.838103199	9.643713823	9.704488266	9.559614314	9.637632742	9.65234602	10.08936357	9.645153367	14.56554672	9.371473203	13.62883766	27.82556001	11.42454273	12.15462816	11.03736703	22.96832795	10.05265559	31.93298622	8.151164926	2.81268225	14.23463452	7.738188016	7.112471284	4.846911544	12.04941688	9.774793913	4.75100642	10.19425497	6.131210184	9.424174585	9.532091738	4.55120682	1.717855907	11.72607112	3.462436116	2.208948079	10.17079597	12.93134304	10.04615583	7.821216235	4.142648299	8.295348744	6.496371605	8.24168071	7.203053372	8.982551399	8.317815379	6.217928376	21.4137636	11.94966214	7.238184014	25.32012948	10.12410093	11.12712148	10.90989387	13.60034634	9.909137576	5.574381287	9.57550554	8.02053257	9.71288939	5.680501315	7.184326547	3.071267176	7.677934481	7.590305676	11.30980224	13.73204873	8.238076497	21.37550986	13.05435758	5.75158221	4.260490893	10.54826232	12.92193969	4.574109729	6.954238599	10.84298512	17.55240854	25.51557253	4.986099794	8.331606095	6.878714098	17.26155309	4.356029567	8.180781097	11.9711244	11.65303781
"2,4,7-tridecatrienal"	10.28255898	9.536338688	9.847804587	10.26096929	10.1389987	10.26767659	11.18178723	11.03062428	11.48151073	11.34447251	14.31144692	12.31165104	12.03287245	9.606200286	11.09718273	7.154940612	11.64449987	11.64429933	15.93609337	10.21418263	13.3284929	10.42604425	12.93103266	9.669500452	6.801217226	10.49077818	10.07944651	12.07183099	6.450869555	10.80286768	15.99463652	8.043489617	9.809851274	10.05661503	8.061682172	9.021940083	13.19851195	9.125978295	7.451739698	10.67897294	11.92705176	10.79604962	8.811381965	9.861896499	12.21518318	8.530376112	9.108663949	9.647291109	7.492517158	13.68619266	11.97913625	13.76064328	10.84474171	11.88302024	11.43234718	9.951276844	8.091207426	11.19851491	11.99342029	18.36418806	12.70954163	12.07892965	18.89421112	16.2758068	9.845371532	11.06735272	10.10133555	12.10607338	14.29200661	16.50386466	15.02831088	16.746599	11.44057211	11.27933894	15.62896228	10.94953283	10.78603661	10.90225619	17.34856128	11.82504102	22.96367173	17.32910702	12.3917714	14.62871404	11.53621747	10.40197703	9.507336075	13.46353371	12.39498478
3alpha-Hydroxy-5beta-chol-7-en-24-oic Acid	82.480896	83.63652405	82.03069116	79.17738951	84.62434497	77.0514007	88.44956216	76.21272944	88.04781136	68.93705613	62.50680448	125.7453452	182.4710181	633.5268384	35.9116134	6.404869169	12.87568391	131.2477413	111.8708711	6.290379602	112.6483493	11.87462775	51.02008497	4.98035839	9.939664936	101.7948622	15.34873451	45.27154258	49.81315546	7.263355055	5.709268891	12.49349514	49.35865398	74.3989759	28.36340488	3.907552444	61.56866225	15.39172423	51.72138366	75.65351521	3.747488887	77.57728554	86.78017351	52.40318816	48.74266819	426.682385	91.53838032	49.28909772	7.534445105	40.7915952	245.9125702	111.907879	1056.670761	278.713683	242.8153163	50.60106606	64.73611388	99.70987535	91.40348903	38.20690254	73.88039624	43.63533791	29.00045822	104.1904074	8.323844832	109.5816525	53.1853632	78.95161646	9.473646072	34.0044991	20.31292717	37.37225026	144.2040837	13.91975575	139.3281799	49.40840252	95.06405302	14.65619462	128.6271046	23.39413542	30.62389247	35.8115348	22.72484132	90.84994397	137.8218545	432.4192321	56.72906221	74.93601848	17.91326155
Valdecoxib	2.78212345	2.022278269	1.666657307	1.657797577	1.797455179	1.540159113	1.468228129	1.243771199	0.988458347	1.579664331	1.66685138	2.116886106	1.98749638	1.665335813	1.250183724	0.018865427	2.274335251	0.033266879	1.710750498	2.401284993	1.345137319	0.069153	1.873220933	1.14E-09	0.04577239	2.691113588	0.047001674	1.827847445	0.134033498	1.745337639	1.742281872	0.060489267	0.131705132	1.14E-09	0.006268001	0.025714242	1.14E-09	0.092250139	1.270690657	1.966762588	1.793031891	1.440142787	2.338999785	2.063441268	2.738844664	2.259999174	1.216808746	1.668895414	0.000335935	1.440516325	1.750427576	1.49404764	3.163538969	1.52206115	1.672929731	2.628012585	1.596126013	2.236828486	1.282529959	1.249925832	1.535984635	1.281238192	2.362090072	2.249526618	1.700896955	2.332767542	1.086893703	3.066924289	1.606682726	2.158837405	2.052607568	2.242892644	1.439052134	2.128795722	1.205064897	2.106608734	1.670345929	1.596966342	1.067158059	1.820868809	2.11120405	1.391619476	1.652998141	2.033026542	1.862118531	0.758024741	1.227497059	1.977852723	2.730614436
Chlorpheniramine	3.230039167	2.979334983	3.255389255	3.357778789	3.235928394	3.34391478	2.864281545	3.315185371	3.33311515	1.14E-09	1.14E-09	0.809381651	1.14E-09	0.066569709	1.14E-09	0.165525052	1.14E-09	0.850723885	1.14E-09	1.06701134	0.057316855	23.71571035	0.09440705	14.48477584	39.50873393	36.79332408	9.292510023	46.57432692	35.04990367	30.47265232	1.966746458	0.698649779	0.182140033	0.333986791	0.22962097	12.4945977	0.736544313	1.14E-09	0.016611507	6.824253808	1.14E-09	1.14E-09	1.14E-09	1.14E-09	0.036564184	1.14E-09	6.17134403	0.017530204	18.91739648	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	3.005404793	1.14E-09	0.046188008	0.065136581	1.14E-09	0.564556424	5.593414711	1.14E-09	0.13158172	1.14E-09	1.14E-09	3.228981916	1.14E-09	0.081351191	1.14E-09	1.14E-09	0.031802453	1.14E-09	1.14E-09	0.025483731	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	0.115025986	1.14E-09	0.133263677	1.14E-09	1.14E-09
Phytophthora mating hormone alpha1	221.7943818	216.5542976	218.5072154	209.8250412	214.3985382	220.8887413	212.4138541	208.9144576	205.870365	181.909932	284.0160543	242.1040462	266.0708383	222.4692675	309.4955554	140.6299007	229.4627245	140.735845	153.9463257	131.5792362	195.148871	155.2465443	171.6836672	226.0416387	189.1230861	237.794529	171.3205726	222.8016292	300.0984458	192.1939083	227.738758	123.198112	160.9782091	141.6623486	124.7813219	123.1491981	136.7283824	141.407958	254.855285	319.0501355	133.0812736	168.3349362	263.3627302	153.9005008	207.1139761	152.7679521	164.4533557	235.6508357	130.6592443	148.3317179	149.5501003	151.7927803	136.0426564	166.5290884	168.7755639	119.8686305	141.1659501	158.302332	148.6268142	121.1917302	123.3824915	171.847408	191.2166221	175.4291334	184.4540726	195.1039391	195.8845109	154.5385241	158.4229649	194.5528231	167.074955	177.3296358	195.3729983	184.1991069	185.1086698	167.5539121	148.3143787	151.2082441	173.9220342	180.0253185	137.3949428	209.2700061	187.7597052	201.7606327	162.2983717	165.3840984	200.8820943	185.4977626	168.012872
Glycoursodeoxycholic acid	12.02327401	10.67941363	11.56434033	11.43714396	11.40122758	10.59945794	11.44782381	10.67539123	12.18674147	1.14E-09	14.9196629	83.33001844	1.14E-09	1.14E-09	0.1019702	5.344406548	17.67031606	3.154509789	4.041542422	5.414578717	79.79228602	0.117497547	0.06185475	0.346863408	0.846868391	18.10419866	0.44128329	0.407554778	5.918401777	15.80076522	16.37939954	6.102282062	0.060411288	1.074959576	0.069582545	0.786413557	1.14E-09	1.14E-09	1.14E-09	0.548899918	29.04420362	26.48830379	0.756249776	15.33376768	4.891082765	9.917915678	1.653191003	4.36162449	38.60264981	3.445058394	20.73907317	28.98053032	78.96404591	0.895471171	0.333401351	45.70811583	13.51416064	16.33688962	18.3705537	5.82500941	73.30847732	2.158014852	1.263934152	0.237239825	38.78659643	32.08836608	0.275358228	0.288048612	5.356014393	27.34308944	12.51724024	5.270876976	1.14E-09	4.474379931	2.434469578	21.79894118	0.123766334	0.117978062	0.175117832	1.757056859	56.71217897	6.012051373	5.506186807	0.149416295	23.66869806	0.193178054	0.098405774	3.190343192	25.17926704
"PC(O-18:2(9Z,12Z)/2:0)"	273.1172294	277.0676269	266.1122524	267.9061768	272.1770844	281.1591666	276.2494637	262.3362738	268.9868071	184.6810872	172.7392192	173.0695184	154.9456662	114.457697	161.2408263	273.9994095	163.6982154	235.0575432	136.3855837	179.434364	113.3959094	264.6882507	83.10656041	386.3741961	312.7260804	143.7878189	343.9080283	169.4977142	470.6094718	144.4127669	105.2811919	180.3621062	241.2255463	170.874348	223.241279	184.0317115	108.8791485	264.1928029	160.1296498	628.9695241	186.3768929	187.7916913	254.5570761	259.2590273	152.8921392	181.473783	321.8343269	152.2396716	228.1195337	141.2008815	163.4763316	181.6134473	179.4600263	249.5612141	254.4424418	226.1783864	202.6684736	191.2363087	111.9584916	146.1771007	108.0298144	208.881387	132.1783603	264.4630849	245.3415307	264.3047413	177.6729817	245.3927254	205.9946879	135.8460387	196.191297	176.4233779	371.4094652	123.6018858	142.2160919	175.8330823	219.5116991	217.5383103	131.7524126	373.3161125	135.6624904	332.4542067	250.1409051	366.0713478	152.6655514	195.2305012	395.0912587	252.6240858	145.5651252
"PC(20:2(11Z,14Z)/0:0)"	27.65933855	27.44637277	25.19527745	26.57864975	27.86773153	25.72577979	25.32443782	27.23696015	27.66945604	21.4176256	21.23603087	18.47501728	18.59093675	14.14444286	19.80064163	29.20407348	20.40098407	21.52792385	16.38985831	20.9831352	14.95166626	24.11334532	12.06039809	35.96702113	28.85765	16.42922357	28.51089657	19.02401534	43.15568754	17.21372368	12.56253107	20.00111686	25.16819428	17.33984751	22.205629	20.59064112	13.61719699	30.27959568	17.89749894	55.2861239	22.4368947	21.32452196	29.43451141	28.82823548	17.54072641	22.42845432	32.90886423	17.08178323	24.89176894	18.51318994	18.84338962	20.49858024	19.50144483	25.46700677	26.58923191	25.11381639	23.24525556	21.27480756	14.71198403	17.51568412	14.70418737	24.38839357	16.79928365	29.60691508	27.6173338	28.22467219	19.41818419	25.94935283	21.74911699	16.91414115	23.02155995	18.18216615	43.46740508	13.31932545	16.81810898	21.84159598	22.52674688	25.62631766	15.2068011	36.20380527	16.14207437	35.12663708	27.32266391	39.06501634	16.54063137	20.89434073	39.30675555	25.93642303	15.97024945
"3,13,19-trimethyl-tricosanoic acid"	18.08807828	25.67238457	33.39251148	40.6678301	45.152745	53.63749133	50.20013168	52.6352864	51.59069613	55.87985681	53.2871074	59.24820121	51.60495965	53.88849546	36.93567719	48.40536574	23.57227498	58.45694077	28.90302932	60.27902242	62.42032611	52.7980068	56.82571148	50.73305203	53.95727458	39.46959362	51.83064613	61.33402783	34.2694458	62.34596869	65.72172744	51.64807649	57.11240696	50.47016663	33.90300487	58.51179829	54.88488009	24.90839939	36.91422202	50.55339559	60.41280683	30.52727699	51.07716936	52.36964732	59.84505796	28.01368428	34.4788467	26.18123679	46.80411307	53.37050778	42.39186234	60.52819357	43.71204889	51.3414978	48.04403809	50.96432779	35.32178653	35.50287426	65.65182415	70.52122773	57.56966831	49.72190208	23.59440602	19.47970985	33.32864784	39.37655842	50.24323828	36.00533856	53.46297829	30.64430542	54.00325101	56.26236633	48.12496784	43.29021958	54.13587371	24.615007	52.9195891	31.73793014	61.33275063	33.21629787	57.28413238	47.46344838	29.95932634	51.71980656	43.65497206	40.05125328	23.96607396	50.77935798	43.9443326
5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB]	34.94499795	34.76717203	35.83582133	35.82507811	37.90100277	35.6602487	35.61492737	37.08561227	35.0943995	34.70482971	51.65756801	12.35175589	22.25999903	22.12819911	26.50211381	35.33752963	80.12146608	37.42945817	28.77096235	25.60999486	24.19762685	25.99073575	61.70909243	49.25333156	20.53829651	35.50686138	54.9019063	16.49573231	33.12447064	12.65144549	10.26277023	15.88562598	25.91788308	23.87439787	26.58447671	15.95037988	23.46418128	21.1184994	42.01736505	12.08920626	17.24445143	47.74924083	19.23299962	21.00930025	29.58748702	26.70423266	12.06624027	36.34715002	19.33378532	45.38801902	75.20826196	31.1894621	58.24566238	44.66321579	42.96974301	53.41198691	115.9764318	44.09504664	46.15721217	26.49131872	38.44336536	69.08969013	66.13885132	57.30684009	13.325385	46.77473585	26.84319596	19.85402191	33.82109123	26.78217079	40.55370468	19.23262537	50.36663792	30.96864882	44.13143706	23.12752935	64.00030891	47.75965279	66.08829473	23.48953999	32.92848021	98.01883419	35.56377724	31.80665692	32.02803457	19.04828181	29.81552037	47.57913866	50.84246905
C16 Sphinganine	5458.744898	5572.286953	5525.507803	5582.24531	5614.386149	5858.369956	5776.460025	5314.553435	5552.56952	3593.698703	3639.673636	4258.300008	4223.509332	5189.971711	5163.580437	3533.204936	3664.572044	3633.44442	3857.75172	2914.681225	3255.750977	3628.866013	3673.697165	4444.490446	3955.308133	3402.546893	3437.853832	3868.681643	5683.554507	3291.426334	4008.446865	3995.215137	4603.854887	3892.555682	3761.145513	4399.576942	5023.764628	3972.052414	3875.55896	5894.107459	3112.131043	3156.890234	4080.539438	3374.338946	3621.093189	3298.405664	3581.729626	3387.669786	3810.331975	2690.478732	2598.979297	2566.50129	2222.446854	2503.098597	2569.800375	2597.074827	2246.124023	2253.841535	2432.886315	2274.371335	1915.539926	2811.684384	2630.737881	2708.16063	2818.934068	2684.550776	3208.470825	2240.544139	2825.393723	2784.95477	2651.260345	2806.761088	2887.559091	2699.735055	2718.858439	2274.995859	2089.82459	2357.889263	2584.909903	2696.707913	2180.235368	3159.186184	2713.058738	3178.756917	2378.610421	2771.052829	3082.017637	2749.344159	2497.962556
p-Hydroxyphenylbutazone	29.95940007	30.09820008	31.04966093	28.79951135	33.02534676	29.77226981	31.05776202	30.64827347	33.47347997	0.244744326	0.244814654	0.123759504	189.0785901	0.002056095	0.033162587	0.191027631	0.371262518	0.127089284	0.337911409	0.091153008	0.244327589	0.342573263	0.068634287	0.651590732	1.204371221	0.201229042	0.791614213	0.440901186	0.571631946	0.129708336	0.204947642	0.023394986	0.094321098	0.325916018	0.02151669	0.165031533	0.957696084	0.139477315	0.265954497	0.452144901	0.495076189	0.086516528	0.401408558	0.016089384	0.002455081	0.198690961	0.113333147	0.219025434	39.26866852	0.241650227	0.195547156	0.058323002	1424.75105	0.200658534	0.168974931	0.044337539	0.474693912	6.99492448	0.236763325	0.116910653	0.288306442	0.269976732	0.256809151	0.48474474	0.258401094	0.261406971	2.759499724	0.149333951	0.060273648	1.14E-09	0.325163633	0.347973215	0.049922191	0.247145171	0.091649312	0.603549041	0.080116665	0.03349271	0.316623295	0.316006761	0.272505315	0.009254958	0.225965691	0.257985834	0.346773783	0.395385851	0.313874606	0.058623114	854.933101
"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"	1153.636033	1197.64592	1191.093141	1187.79193	1199.741119	1216.876905	1208.711173	1186.202807	1201.981851	1136.973699	908.8289488	619.6099912	754.7917449	857.9843501	659.119265	1539.291098	568.1338211	846.6128451	894.7388579	1274.507518	526.7073192	889.1099622	475.2536287	2209.061613	1008.478022	808.4854299	1272.030567	736.8751529	1939.614836	749.4107219	799.2627884	2219.765634	923.9832888	1481.958346	1469.991608	863.9351519	633.7406305	1772.342591	963.6389938	1343.772853	853.2280942	1020.95591	1065.9935	1505.880625	1051.202649	846.7608098	1267.645701	684.3112161	1250.224497	935.9826479	744.271286	668.2698626	751.0252313	949.79133	964.4375788	884.9001801	640.3548175	734.1234558	511.5874721	1319.181112	705.412646	1331.346327	472.4130459	1725.311056	988.0477991	1204.596397	952.9980317	908.3865896	971.0035346	1160.1777	1075.097708	1594.715602	865.2111714	956.4284511	966.9528085	493.7411409	824.156308	1260.518414	796.820691	1107.157621	935.854468	1057.838184	956.1765797	1414.268422	1261.497316	1330.193436	1846.085708	709.8676491	1120.669847
4-Hydroxybenzaldehyde	42.01827203	41.52665412	46.97718813	45.2403292	46.94237886	49.28152013	47.84946137	47.3198133	50.59872181	50.70505015	37.69885985	55.49405806	54.06480713	56.80764938	44.10941407	74.70592653	62.38395838	56.71938883	48.16825301	40.16847661	42.79655728	71.33712708	99.40885492	41.91608218	42.86818643	56.32686768	61.58917291	52.74661645	53.39306353	52.36026721	60.94388309	58.54550012	61.0336831	65.95075044	61.06592485	52.95201673	42.88951407	49.85499988	52.71816443	52.43212108	70.13044965	44.29423146	60.99971556	42.9187408	50.4101647	36.56361918	37.00611328	47.73303029	41.87884335	66.61623271	34.45461762	56.43773503	67.99088665	52.77204192	50.05176587	42.18906379	53.58421051	57.25601211	42.89832658	27.97476351	40.15650793	51.00905633	57.61690482	35.73905439	33.44858753	49.96183148	58.36887806	60.8224193	57.15781667	57.19416918	45.96967875	42.44657205	35.80302165	47.15304298	55.43961883	40.72541002	29.41211611	30.2083786	50.62756536	41.2667595	59.62697479	43.86432653	46.7339558	40.64223943	43.86244703	36.99817914	30.45576902	52.37618627	41.33044175
1-(14-methyl-pentadecanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerol	46.00735301	45.16329407	44.24144558	39.81550709	34.39650829	35.94943538	34.46654391	34.24018782	49.80081942	59.078869	73.190714	67.40814733	45.33199823	71.51151583	39.95044283	39.35691029	42.7601435	42.52911395	44.11855544	52.38045924	70.09848967	49.42100133	72.1736228	40.86508188	57.14482916	47.06825139	48.00358793	80.65828565	27.99777815	83.32288207	73.55624285	33.85284435	51.80834462	55.85478073	46.68521798	54.07157063	67.59430854	28.96939051	54.81917848	35.47122443	54.11598139	50.41730545	43.43374771	41.10388576	62.27141994	37.32220019	46.60687676	32.639065	41.79383652	55.98094837	63.94506129	61.13404122	48.04407372	54.65284641	44.42368113	37.7021519	55.88665256	45.30464067	76.03455024	67.66060154	54.92039684	40.61899718	66.18438645	36.33983513	70.60824692	40.65140709	51.08426487	59.68589	58.69156837	41.51245876	37.41180353	57.28992717	48.41309262	42.36343905	42.60675018	49.54819831	56.62647568	43.13789552	77.18340143	48.52571378	68.92085064	31.18156673	49.62733322	35.63975368	53.31200774	44.65107374	25.84516696	45.83957211	58.89682705
17beta-Estradiol 3-(beta-D-glucuronide)	6.448944535	4.896692286	5.575724996	4.353433978	4.010433336	4.402384428	3.905679929	3.551723374	4.184752153	0.593694021	1.504929609	1.94837616	1.290569106	1.665904746	1.349638523	133.9780838	1.430683654	0.2073907	1.154389673	0.553225203	2.874916814	0.921733157	0.758315986	0.161102069	0.64141404	1.160776791	0.15027181	1.247348832	0.454746189	0.881743946	1.370898218	0.718631616	0.607173942	18.1957733	0.713037131	44.6280858	0.919996444	68.30364275	1.832756128	0.996834025	0.604369114	1.321616494	0.962049871	1.430010427	0.713762293	0.970250234	0.903652635	0.825106162	1.154078682	0.60643117	1.577472074	1.270177991	2.714518169	1.36725155	0.962790977	1.022957446	1.29694646	1.359229054	1.045587182	0.944436203	1.287711216	0.99144149	2.133624159	1.067839356	1.675340909	0.913416781	1.106676343	1.22014886	0.968966089	1.444133036	0.535008514	0.648200739	1.038399638	1.999899084	0.998528475	1.56253298	0.438749915	0.489633594	0.73893155	0.763850998	0.818703421	0.915995678	0.468112515	0.471286495	1.419845184	5.176771778	0.928426588	1.150387915	1.481603046
"7alpha,12alpha,24-trihydroxycholest-4-en-3-one"	7.993342563	9.308305572	9.943242803	8.268162054	9.027874592	9.029063527	7.787362651	9.954738158	7.199165892	2.551290272	4.401796584	1.972831387	2.885427141	3.581606431	3.505817381	4.892340794	4.681595486	2.459114144	2.123072795	1.526447654	2.302749094	0.664571005	2.160482498	3.902327847	2.577985583	8.49449227	3.598431535	6.731497465	6.563228947	4.04239555	2.47108982	2.880414488	3.869515335	2.503262147	4.763338835	2.978902151	4.925668722	5.077956212	12.0369608	20.97272039	5.268482067	7.940804766	21.42892493	21.85499291	24.55330692	6.539215533	18.84541987	12.65947544	2.453384982	4.076790061	8.072135166	5.665339537	7.614060186	7.262026594	8.252728454	8.135250323	10.81210273	9.102141984	2.926728833	0.935124417	2.93633715	5.98619345	11.5325333	7.781738472	7.362794229	13.00261221	6.505133069	6.863458605	9.386945512	5.35808589	6.577687393	2.242882147	7.853610273	2.747197489	3.044104804	6.15078802	15.30650785	6.608300523	4.817103991	10.31702133	2.669786208	8.276230235	8.325954128	19.78319043	5.27966163	3.785026494	16.539456	20.48793659	1.337780664
Baicalin	8.433583215	8.953086072	9.037211793	9.554052039	9.707811249	9.293454178	9.010383513	9.46196149	9.240871629	0.253967281	52.97763499	9.164404269	30.70712176	1.14E-09	25.81994235	1.14E-09	10.16880616	2.47198021	92.7768941	55.03403871	53.36883411	6.756597699	5.11932654	2.661173559	0.151164295	6.862753075	11.90602131	13.52064199	4.297121065	11.00412232	69.66624634	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	56.03784999	1.14E-09	1.14E-09	20.37911065	1.14E-09	1.14E-09	1.14E-09	1.14E-09	0.201602954	1.14E-09	1.14E-09	7.760509573	1.14E-09	1.14E-09	2.799204271	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09	297.3084704	1.14E-09	1.14E-09	1.14E-09	1.14E-09	0.843340298	0.056510616	1.14E-09	1.14E-09	1.14E-09	1.14E-09	1.14E-09
Juniperic acid	128.83168	126.7720179	129.2767111	126.9151022	128.8535414	130.302299	128.8127108	123.1224964	127.2883186	62.72932606	62.73660476	54.93936468	51.93557465	74.19576873	57.39976092	44.49769448	77.89697504	48.41498063	90.72524429	53.59713066	49.63918767	54.24170523	50.87452117	58.83638803	53.81554994	51.93308807	51.17188393	50.63974806	45.88400833	54.32099861	59.09271307	59.61074538	64.51520507	61.16892189	56.8286778	28.86149963	69.16673525	66.01764053	54.10053369	76.21037375	60.98445971	44.839781	57.25189557	51.80843234	66.17091096	56.13075843	39.82318489	51.41027276	57.75662019	71.22421439	57.00180531	51.87931148	53.63790151	44.86741598	45.01088164	55.43926839	37.29130316	32.40131779	37.33460435	116.4469887	52.90568036	41.45824394	60.53296072	44.53015413	63.25202771	44.75180448	85.09909123	48.96953626	22.76986042	56.25915753	26.4733579	43.33319926	65.21016815	135.2851737	39.46374429	52.98179682	28.67189398	33.6730495	47.98272	30.8441828	46.45645101	31.68377486	30.94858974	32.45537557	45.08055776	57.19234604	40.60082157	31.70727449	50.28842014
