pathway_id,pathway_size,foreground_size,background_size,foreground_in_pathway,foreground_not_in_pathway,background_in_pathway_not_foreground,background_not_in_pathway_not_foreground,oddsratio,p_value,q_value
map00061,7,42,98,6,36,1,55,9.166666666666666,0.023184383788164602,0.6090635608046644
map04922,6,42,98,5,37,1,55,7.4324324324324325,0.05023966368241074,0.6090635608046644
map01063,10,42,98,7,35,3,53,3.533333333333333,0.06826170708301185,0.6090635608046644
map00400,3,42,98,3,39,0,56,inf,0.07547864506627393,0.6090635608046644
map04024,3,42,98,3,39,0,56,inf,0.07547864506627393,0.6090635608046644
map00720,5,42,98,4,38,1,55,5.7894736842105265,0.10482487750413544,0.6090635608046644
map00620,5,42,98,4,38,1,55,5.7894736842105265,0.10482487750413544,0.6090635608046644
map00360,5,42,98,4,38,1,55,5.7894736842105265,0.10482487750413544,0.6090635608046644
map05230,19,42,98,11,31,8,48,2.129032258064516,0.11217293801324495,0.6090635608046644
map02020,7,42,98,5,37,2,54,3.6486486486486487,0.1178778634180261,0.6090635608046644
map01061,7,42,98,5,37,2,54,3.6486486486486487,0.1178778634180261,0.6090635608046644
map01070,7,42,98,5,37,2,54,3.6486486486486487,0.1178778634180261,0.6090635608046644
map01110,31,42,98,16,26,15,41,1.682051282051282,0.16551532635893243,0.6090635608046644
map00901,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
map00010,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
map00643,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
map04066,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
map00940,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
map00401,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
map04917,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
map00333,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
map00030,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
map00500,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
map05415,2,42,98,2,40,0,56,inf,0.1811487481590574,0.6090635608046644
