pathway_id,pathway_size,foreground_size,background_size,foreground_in_pathway,foreground_not_in_pathway,background_in_pathway_not_foreground,background_not_in_pathway_not_foreground,oddsratio,p_value,q_value
map04148,8,286,367,8,278,0,81,inf,0.13306597962122604,0.9976505357719293
map00330,19,286,367,17,269,2,79,2.496282527881041,0.16878583999506777,0.9976505357719293
map01100,214,286,367,171,115,43,38,1.3140546006066733,0.1703088378123363,0.9976505357719293
map01240,35,286,367,30,256,5,76,1.78125,0.17085137277911996,0.9976505357719293
map00040,7,286,367,7,279,0,81,inf,0.17169803822093685,0.9976505357719293
map01210,23,286,367,20,266,3,78,1.9548872180451127,0.21103326482522658,0.9976505357719293
map00999,6,286,367,6,280,0,81,inf,0.2213678278491364,0.9976505357719293
map00400,6,286,367,6,280,0,81,inf,0.2213678278491364,0.9976505357719293
map05231,6,286,367,6,280,0,81,inf,0.2213678278491364,0.9976505357719293
map00785,6,286,367,6,280,0,81,inf,0.2213678278491364,0.9976505357719293
map01250,6,286,367,6,280,0,81,inf,0.2213678278491364,0.9976505357719293
map00052,6,286,367,6,280,0,81,inf,0.2213678278491364,0.9976505357719293
map01230,38,286,367,32,254,6,75,1.5748031496062993,0.22168617367966872,0.9976505357719293
map00240,11,286,367,10,276,1,80,2.898550724637681,0.2606254158357494,0.9976505357719293
map00860,5,286,367,5,281,0,81,inf,0.2851784828519124,0.9976505357719293
map04979,5,286,367,5,281,0,81,inf,0.2851784828519124,0.9976505357719293
map00710,5,286,367,5,281,0,81,inf,0.2851784828519124,0.9976505357719293
map00984,5,286,367,5,281,0,81,inf,0.2851784828519124,0.9976505357719293
map00561,5,286,367,5,281,0,81,inf,0.2851784828519124,0.9976505357719293
map00030,5,286,367,5,281,0,81,inf,0.2851784828519124,0.9976505357719293
map00520,5,286,367,5,281,0,81,inf,0.2851784828519124,0.9976505357719293
map00998,10,286,367,9,277,1,80,2.5992779783393503,0.312869984265883,0.9976505357719293
map00073,4,286,367,4,282,0,81,inf,0.3670914513306533,0.9976505357719293
map00940,4,286,367,4,282,0,81,inf,0.3670914513306533,0.9976505357719293
map00010,4,286,367,4,282,0,81,inf,0.3670914513306533,0.9976505357719293
map04066,4,286,367,4,282,0,81,inf,0.3670914513306533,0.9976505357719293
map04931,4,286,367,4,282,0,81,inf,0.3670914513306533,0.9976505357719293
map00051,4,286,367,4,282,0,81,inf,0.3670914513306533,0.9976505357719293
map01040,14,286,367,12,274,2,79,1.72992700729927,0.3694867542602961,0.9976505357719293
map00966,9,286,367,8,278,1,80,2.302158273381295,0.37325192612416336,0.9976505357719293
map00410,9,286,367,8,278,1,80,2.302158273381295,0.37325192612416336,0.9976505357719293
map01110,84,286,367,67,219,17,64,1.1517593338705345,0.38313027513723263,0.9976505357719293
map01064,18,286,367,15,271,3,78,1.4391143911439115,0.4104536760189268,0.9976505357719293
map00260,18,286,367,15,271,3,78,1.4391143911439115,0.4104536760189268,0.9976505357719293
map05230,27,286,367,22,264,5,76,1.2666666666666666,0.42743643728135466,0.9976505357719293
map04977,8,286,367,7,279,1,80,2.007168458781362,0.44212244841891235,0.9976505357719293
map00430,8,286,367,7,279,1,80,2.007168458781362,0.44212244841891235,0.9976505357719293
map00120,8,286,367,7,279,1,80,2.007168458781362,0.44212244841891235,0.9976505357719293
map00997,8,286,367,7,279,1,80,2.007168458781362,0.44212244841891235,0.9976505357719293
map00290,8,286,367,7,279,1,80,2.007168458781362,0.44212244841891235,0.9976505357719293
map01120,63,286,367,50,236,13,68,1.1082138200782268,0.45440640202415833,0.9976505357719293
