pathway_id,pathway_size,foreground_size,background_size,foreground_in_pathway,foreground_not_in_pathway,background_in_pathway_not_foreground,background_not_in_pathway_not_foreground,oddsratio,p_value,q_value
R-HSA-83936,8,416,543,8,408,0,127,inf,0.1167986345020324,0.9874371579981769
R-HSA-381771,6,416,543,6,410,0,127,inf,0.20047936410035772,0.9874371579981769
R-HSA-5619063,5,416,543,5,411,0,127,inf,0.2624279753917091,0.9874371579981769
R-HSA-196807,4,416,543,4,412,0,127,inf,0.34332203576730874,0.9874371579981769
R-HSA-112310,4,416,543,4,412,0,127,inf,0.34332203576730874,0.9874371579981769
R-HSA-6814848,4,416,543,4,412,0,127,inf,0.34332203576730874,0.9874371579981769
R-HSA-74217,4,416,543,4,412,0,127,inf,0.34332203576730874,0.9874371579981769
R-HSA-416476,4,416,543,4,412,0,127,inf,0.34332203576730874,0.9874371579981769
R-HSA-444209,4,416,543,4,412,0,127,inf,0.34332203576730874,0.9874371579981769
R-HSA-975634,4,416,543,4,412,0,127,inf,0.34332203576730874,0.9874371579981769
R-HSA-73614,4,416,543,4,412,0,127,inf,0.34332203576730874,0.9874371579981769
R-HSA-2408508,3,416,543,3,413,0,127,inf,0.44889563998631166,0.9874371579981769
R-HSA-381753,3,416,543,3,413,0,127,inf,0.44889563998631166,0.9874371579981769
R-HSA-70635,3,416,543,3,413,0,127,inf,0.44889563998631166,0.9874371579981769
R-HSA-2453902,3,416,543,3,413,0,127,inf,0.44889563998631166,0.9874371579981769
R-HSA-163560,3,416,543,3,413,0,127,inf,0.44889563998631166,0.9874371579981769
R-HSA-192456,3,416,543,3,413,0,127,inf,0.44889563998631166,0.9874371579981769
R-HSA-189200,3,416,543,3,413,0,127,inf,0.44889563998631166,0.9874371579981769
R-HSA-1483115,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-1483148,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-110331,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-1237112,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-422085,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-70221,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-71240,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-2187335,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-5365859,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-2161541,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-5683826,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-193368,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-3000480,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-9707616,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-2151201,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-5619047,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-432047,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-561048,2,416,543,2,414,0,127,inf,0.586600341141533,0.9874371579981769
R-HSA-74259,5,416,543,4,412,1,126,1.2233009708737863,0.6668982772697074,0.9874371579981769
R-HSA-73621,4,416,543,3,413,1,126,0.9152542372881356,0.7656164526433207,0.9874371579981769
R-HSA-9840310,3,416,543,2,414,1,126,0.6086956521739131,0.8620097434519755,0.9874371579981769
R-HSA-200425,3,416,543,2,414,1,126,0.6086956521739131,0.8620097434519755,0.9874371579981769
R-HSA-5619108,3,416,543,2,414,1,126,0.6086956521739131,0.8620097434519755,0.9874371579981769
R-HSA-804914,3,416,543,2,414,1,126,0.6086956521739131,0.8620097434519755,0.9874371579981769
R-HSA-3296197,3,416,543,2,414,1,126,0.6086956521739131,0.8620097434519755,0.9874371579981769
R-HSA-418594,8,416,543,5,411,3,124,0.5028386050283861,0.9088451791182212,0.9874371579981769
R-HSA-549127,5,416,543,3,413,2,125,0.4539951573849879,0.9136937157037404,0.9874371579981769
R-HSA-156584,5,416,543,3,413,2,125,0.4539951573849879,0.9136937157037404,0.9874371579981769
R-HSA-6798163,2,416,543,1,415,1,126,0.3036144578313253,0.9456280198161098,0.9874371579981769
