pathway_id,pathway_size,foreground_size,background_size,foreground_in_pathway,foreground_not_in_pathway,background_in_pathway_not_foreground,background_not_in_pathway_not_foreground,oddsratio,p_value,q_value
map01100,192,229,289,157,72,35,25,1.5575396825396826,0.09123854095987793,0.9950263905764248
map00330,16,229,289,15,214,1,59,4.135514018691588,0.11830582867277645,0.9950263905764248
map01240,34,229,289,30,199,4,56,2.1105527638190953,0.12167596542226082,0.9950263905764248
map04148,8,229,289,8,221,0,60,inf,0.15144536817310816,0.9950263905764248
map00410,8,229,289,8,221,0,60,inf,0.15144536817310816,0.9950263905764248
map04977,7,229,289,7,222,0,60,inf,0.1923765487604347,0.9950263905764248
map00040,7,229,289,7,222,0,60,inf,0.1923765487604347,0.9950263905764248
map00052,6,229,289,6,223,0,60,inf,0.24413705515337675,0.9950263905764248
map00400,6,229,289,6,223,0,60,inf,0.24413705515337675,0.9950263905764248
map00999,6,229,289,6,223,0,60,inf,0.24413705515337675,0.9950263905764248
map00785,6,229,289,6,223,0,60,inf,0.24413705515337675,0.9950263905764248
map01210,23,229,289,20,209,3,57,1.8181818181818181,0.2557143589735552,0.9950263905764248
map00260,17,229,289,15,214,2,58,2.032710280373832,0.2751108283925766,0.9950263905764248
map01110,78,229,289,64,165,14,46,1.2744588744588745,0.2937377046129673,0.9950263905764248
map00240,11,229,289,10,219,1,59,2.6940639269406392,0.29484330479373627,0.9950263905764248
map04979,5,229,289,5,224,0,60,inf,0.30953090921231696,0.9950263905764248
map00860,5,229,289,5,224,0,60,inf,0.30953090921231696,0.9950263905764248
map00710,5,229,289,5,224,0,60,inf,0.30953090921231696,0.9950263905764248
map04981,5,229,289,5,224,0,60,inf,0.30953090921231696,0.9950263905764248
map01250,5,229,289,5,224,0,60,inf,0.30953090921231696,0.9950263905764248
map00030,5,229,289,5,224,0,60,inf,0.30953090921231696,0.9950263905764248
map00520,5,229,289,5,224,0,60,inf,0.30953090921231696,0.9950263905764248
map01230,37,229,289,31,198,6,54,1.4090909090909092,0.31284935756712695,0.9950263905764248
map00998,10,229,289,9,220,1,59,2.4136363636363636,0.34881710244446684,0.9950263905764248
map00270,15,229,289,13,216,2,58,1.7453703703703705,0.36419237676375577,0.9950263905764248
map01120,55,229,289,45,184,10,50,1.2228260869565217,0.3749833944953922,0.9950263905764248
map00984,4,229,289,4,225,0,60,inf,0.3920724850022681,0.9950263905764248
map00130,4,229,289,4,225,0,60,inf,0.3920724850022681,0.9950263905764248
map05231,4,229,289,4,225,0,60,inf,0.3920724850022681,0.9950263905764248
map00010,4,229,289,4,225,0,60,inf,0.3920724850022681,0.9950263905764248
map00051,4,229,289,4,225,0,60,inf,0.3920724850022681,0.9950263905764248
map04066,4,229,289,4,225,0,60,inf,0.3920724850022681,0.9950263905764248
map00940,4,229,289,4,225,0,60,inf,0.3920724850022681,0.9950263905764248
map05415,4,229,289,4,225,0,60,inf,0.3920724850022681,0.9950263905764248
map04931,4,229,289,4,225,0,60,inf,0.3920724850022681,0.9950263905764248
map00561,4,229,289,4,225,0,60,inf,0.3920724850022681,0.9950263905764248
map00966,9,229,289,8,221,1,59,2.1357466063348416,0.41014208249016115,0.9950263905764248
map01040,14,229,289,12,217,2,58,1.6036866359447004,0.41538522707203035,0.9950263905764248
map01064,18,229,289,15,214,3,57,1.3317757009345794,0.4645835363873354,0.9950263905764248
map00120,8,229,289,7,222,1,59,1.8603603603603605,0.4788948128717201,0.9950263905764248
map00430,8,229,289,7,222,1,59,1.8603603603603605,0.4788948128717201,0.9950263905764248
map00997,8,229,289,7,222,1,59,1.8603603603603605,0.4788948128717201,0.9950263905764248
map00290,8,229,289,7,222,1,59,1.8603603603603605,0.4788948128717201,0.9950263905764248
map05230,27,229,289,22,207,5,55,1.1690821256038648,0.4952616117063352,0.9950263905764248
map04068,3,229,289,3,226,0,60,inf,0.4961625252683569,0.9950263905764248
map00404,3,229,289,3,226,0,60,inf,0.4961625252683569,0.9950263905764248
map00401,3,229,289,3,226,0,60,inf,0.4961625252683569,0.9950263905764248
map00362,3,229,289,3,226,0,60,inf,0.4961625252683569,0.9950263905764248
map04152,3,229,289,3,226,0,60,inf,0.4961625252683569,0.9950263905764248
map00073,3,229,289,3,226,0,60,inf,0.4961625252683569,0.9950263905764248
map00071,3,229,289,3,226,0,60,inf,0.4961625252683569,0.9950263905764248
map00908,3,229,289,3,226,0,60,inf,0.4961625252683569,0.9950263905764248
map04150,3,229,289,3,226,0,60,inf,0.4961625252683569,0.9950263905764248
map00470,21,229,289,17,212,4,56,1.1226415094339623,0.5499528272644796,0.9950263905764248
map00061,7,229,289,6,223,1,59,1.5874439461883407,0.5547000935110291,0.9950263905764248
map00053,7,229,289,6,223,1,59,1.5874439461883407,0.5547000935110291,0.9950263905764248
map00960,7,229,289,6,223,1,59,1.5874439461883407,0.5547000935110291,0.9950263905764248
map00261,7,229,289,6,223,1,59,1.5874439461883407,0.5547000935110291,0.9950263905764248
map02060,7,229,289,6,223,1,59,1.5874439461883407,0.5547000935110291,0.9950263905764248
map01200,16,229,289,13,216,3,57,1.1435185185185186,0.566908590575719,0.9950263905764248
map01060,44,229,289,35,194,9,51,1.02233676975945,0.5691461057348159,0.9950263905764248
map01232,11,229,289,9,220,2,58,1.1863636363636363,0.5916991918727542,0.9950263905764248
map00220,11,229,289,9,220,2,58,1.1863636363636363,0.5916991918727542,0.9950263905764248
map01070,15,229,289,12,217,3,57,1.0506912442396312,0.6201566283051287,0.9950263905764248
map00332,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00524,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map04730,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map05014,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00590,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00562,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00521,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00830,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00901,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map05143,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map05131,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00643,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map04666,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map01055,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00950,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map04917,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00566,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00440,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map04930,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map01212,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00563,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00333,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map05140,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map04933,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map01523,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map05211,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map04745,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map00740,2,229,289,2,227,0,60,inf,0.6273068050749713,0.9950263905764248
map04382,6,229,289,5,224,1,59,1.3169642857142858,0.6365001795070178,0.9950263905764248
map00660,6,229,289,5,224,1,59,1.3169642857142858,0.6365001795070178,0.9950263905764248
map00591,6,229,289,5,224,1,59,1.3169642857142858,0.6365001795070178,0.9950263905764248
map04216,6,229,289,5,224,1,59,1.3169642857142858,0.6365001795070178,0.9950263905764248
map04723,6,229,289,5,224,1,59,1.3169642857142858,0.6365001795070178,0.9950263905764248
map00640,6,229,289,5,224,1,59,1.3169642857142858,0.6365001795070178,0.9950263905764248
map01066,10,229,289,8,221,2,58,1.0497737556561086,0.6554420026729384,0.9950263905764248
map00670,10,229,289,8,221,2,58,1.0497737556561086,0.6554420026729384,0.9950263905764248
map00360,10,229,289,8,221,2,58,1.0497737556561086,0.6554420026729384,0.9950263905764248
map04922,10,229,289,8,221,2,58,1.0497737556561086,0.6554420026729384,0.9950263905764248
map04974,23,229,289,18,211,5,55,0.9383886255924171,0.664654714640071,0.9950263905764248
map04080,14,229,289,11,218,3,57,0.9587155963302753,0.673697774499104,0.9950263905764248
map02010,40,229,289,31,198,9,51,0.8872053872053872,0.6997665758644037,0.9950263905764248
map00650,9,229,289,7,222,2,58,0.9144144144144144,0.7195293692071774,0.9950263905764248
map00760,9,229,289,7,222,2,58,0.9144144144144144,0.7195293692071774,0.9950263905764248
map00996,5,229,289,4,225,1,59,1.048888888888889,0.7222387881620729,0.9950263905764248
map00280,5,229,289,4,225,1,59,1.048888888888889,0.7222387881620729,0.9950263905764248
map00620,5,229,289,4,225,1,59,1.048888888888889,0.7222387881620729,0.9950263905764248
map00250,13,229,289,10,219,3,57,0.867579908675799,0.726522943199944,0.9950263905764248
map00232,13,229,289,10,219,3,57,0.867579908675799,0.726522943199944,0.9950263905764248
map00230,12,229,289,9,220,3,57,0.7772727272727272,0.7775010780301252,0.9950263905764248
map00340,12,229,289,9,220,3,57,0.7772727272727272,0.7775010780301252,0.9950263905764248
map04071,8,229,289,6,223,2,58,0.7802690582959642,0.7821159354289554,0.9950263905764248
map00480,8,229,289,6,223,2,58,0.7802690582959642,0.7821159354289554,0.9950263905764248
map01062,8,229,289,6,223,2,58,0.7802690582959642,0.7821159354289554,0.9950263905764248
map00380,8,229,289,6,223,2,58,0.7802690582959642,0.7821159354289554,0.9950263905764248
map00770,8,229,289,6,223,2,58,0.7802690582959642,0.7821159354289554,0.9950263905764248
map00600,8,229,289,6,223,2,58,0.7802690582959642,0.7821159354289554,0.9950263905764248
map00680,8,229,289,6,223,2,58,0.7802690582959642,0.7821159354289554,0.9950263905764248
map00970,20,229,289,15,214,5,55,0.7710280373831776,0.7852608509588332,0.9950263905764248
map05034,4,229,289,3,226,1,59,0.7831858407079646,0.8084326460666236,0.9950263905764248
map04964,4,229,289,3,226,1,59,0.7831858407079646,0.8084326460666236,0.9950263905764248
map05022,4,229,289,3,226,1,59,0.7831858407079646,0.8084326460666236,0.9950263905764248
map01502,4,229,289,3,226,1,59,0.7831858407079646,0.8084326460666236,0.9950263905764248
map00730,4,229,289,3,226,1,59,0.7831858407079646,0.8084326460666236,0.9950263905764248
map00300,4,229,289,3,226,1,59,0.7831858407079646,0.8084326460666236,0.9950263905764248
map04217,4,229,289,3,226,1,59,0.7831858407079646,0.8084326460666236,0.9950263905764248
map04978,15,229,289,11,218,4,56,0.7064220183486238,0.8209359265325361,0.9950263905764248
map01063,15,229,289,11,218,4,56,0.7064220183486238,0.8209359265325361,0.9950263905764248
map01065,15,229,289,11,218,4,56,0.7064220183486238,0.8209359265325361,0.9950263905764248
map01061,11,229,289,8,221,3,57,0.6877828054298643,0.8254228314734289,0.9950263905764248
map01220,7,229,289,5,224,2,58,0.6473214285714286,0.8410003944969899,0.9950263905764248
map00020,7,229,289,5,224,2,58,0.6473214285714286,0.8410003944969899,0.9950263905764248
map00720,7,229,289,5,224,2,58,0.6473214285714286,0.8410003944969899,0.9950263905764248
map00564,7,229,289,5,224,2,58,0.6473214285714286,0.8410003944969899,0.9950263905764248
map00630,14,229,289,10,219,4,56,0.639269406392694,0.8585858649520438,0.9950263905764248
map00350,10,229,289,7,222,3,57,0.5990990990990991,0.8690665577870684,0.9950263905764248
map00750,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map04913,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map04022,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map04924,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map04270,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map05032,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map04072,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map04721,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map05030,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map05031,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map00592,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map04911,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map04714,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map05146,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map00621,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map00500,3,229,289,2,227,1,59,0.5198237885462555,0.8895953646881996,0.9950263905764248
map00310,13,229,289,9,220,4,56,0.5727272727272728,0.8922018813980328,0.9950263905764248
map05200,6,229,289,4,225,2,58,0.5155555555555555,0.8937160054721827,0.9950263905764248
map04082,6,229,289,4,225,2,58,0.5155555555555555,0.8937160054721827,0.9950263905764248
map04923,6,229,289,4,225,2,58,0.5155555555555555,0.8937160054721827,0.9950263905764248
map00975,6,229,289,4,225,2,58,0.5155555555555555,0.8937160054721827,0.9950263905764248
