metabolite_id	p_value	method_used	n_features	n_per_group	p_adj	significant
Tridecanoic acid	0.12990400446499853	single	1	HEALTHY:20,ICU-COVID-19:18	0.21531588740073507	False
2,4,6-trimethyl-Decane	0.13106084855158523	single	1	HEALTHY:20,ICU-COVID-19:18	0.2166916274057382	False
Oxalic acid, heptyl propyl ester	0.13263527346142465	single	1	HEALTHY:20,ICU-COVID-19:18	0.2187492196639914	False
p-Toluic acid	0.13361509854847742	single	1	HEALTHY:20,ICU-COVID-19:18	0.2198183879345919	False
L-Sorbopyranose	0.13430106441681947	single	1	HEALTHY:20,ICU-COVID-19:18	0.22040001412958246	False
PI(18:0_22:6)	0.13693144924185854	single	1	HEALTHY:20,ICU-COVID-19:18	0.22416185394407953	False
SM(18:1;2O/19:1)	0.13864632000739882	single	1	HEALTHY:20,ICU-COVID-19:18	0.22641012355888032	False
Pentadecanoic acid	0.1408458730972455	single	1	HEALTHY:20,ICU-COVID-19:18	0.22943688909944412	False
CE(20:5)	0.14392292219664757	single	1	HEALTHY:20,ICU-COVID-19:18	0.23360009854591457	False
PC(O-36:5)	0.14410624480434248	single	1	HEALTHY:20,ICU-COVID-19:18	0.23360009854591457	False
D-(+)-Galactopyranose	0.14503605280204693	single	1	HEALTHY:20,ICU-COVID-19:18	0.2341148778041135	False
DG(36:2)	0.14513003737178076	single	1	HEALTHY:20,ICU-COVID-19:18	0.2341148778041135	False
Acetamide	0.14622158446212205	single	1	HEALTHY:20,ICU-COVID-19:18	0.23530318082132748	False
Urea	0.14771423426946012	single	1	HEALTHY:20,ICU-COVID-19:18	0.23712963031634882	False
TG(14:0_16:0_18:0)	0.14945210834445663	single	1	HEALTHY:20,ICU-COVID-19:18	0.23933997060960083	False
Benzyl alcohol	0.15008416293111404	single	1	HEALTHY:20,ICU-COVID-19:18	0.2397730121044063	False
1,5-Anhydroglucitol	0.15117906854738508	single	1	HEALTHY:20,ICU-COVID-19:18	0.2408254171886729	False
SM(18:1;2O/18:2)	0.15146938004174448	single	1	HEALTHY:20,ICU-COVID-19:18	0.2408254171886729	False
DG(31:3)	0.153416833853976	single	1	HEALTHY:20,ICU-COVID-19:18	0.24333818384015812	False
LPC(14:0)	0.15535412415124117	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.2458228742536346	False
SM(16:1;2O/22:0)	0.1562421729171203	single	1	HEALTHY:20,ICU-COVID-19:18	0.2466394301048828	False
SM(32:1;2O)	0.1569094271019888	single	1	HEALTHY:20,ICU-COVID-19:18	0.2471043946998066	False
SM(18:2;2O/20:0)	0.15777651460325898	single	1	HEALTHY:20,ICU-COVID-19:18	0.2478811118055941	False
SM(42:2;2O)	0.15900568615912705	single	1	HEALTHY:20,ICU-COVID-19:18	0.24922167830614952	False
PC(O-38:4)	0.16306687051738622	single	1	HEALTHY:20,ICU-COVID-19:18	0.2549842810212903	False
Diethylcarbamic acid	0.16373645049538257	single	1	HEALTHY:20,ICU-COVID-19:18	0.2554288627727968	False
Methyl alpha-D-glucofuranoside	0.17054162721041288	single	1	HEALTHY:20,ICU-COVID-19:18	0.26529320350328184	False
L-Glutamine	0.17086002699230973	single	1	HEALTHY:20,ICU-COVID-19:18	0.26529320350328184	False
SM(46:4;3O)	0.17143163778292214	single	1	HEALTHY:20,ICU-COVID-19:18	0.26555882207962	False
SM(18:2;2O/22:0)	0.17213981667343067	single	1	HEALTHY:20,ICU-COVID-19:18	0.2660342621316656	False
TG(15:0_16:0_16:1)	0.17301462733275869	single	1	HEALTHY:20,ICU-COVID-19:18	0.26676441377120697	False
PC(18:0_20:2)	0.1767209292314164	single	1	HEALTHY:20,ICU-COVID-19:18	0.2715299350380706	False
PC(O-44:6)	0.17692448255874285	single	1	HEALTHY:20,ICU-COVID-19:18	0.2715299350380706	False
4-methyl-Tetradecane	0.1781437320129158	single	1	HEALTHY:20,ICU-COVID-19:18	0.27276973285118516	False
3-Cyano-5,5-dimethoxycarbonyl-N-methylisoxazolidine	0.18026721595179654	single	1	HEALTHY:20,ICU-COVID-19:18	0.27495216582020343	False
decyl-Benzene	0.18039847983678506	single	1	HEALTHY:20,ICU-COVID-19:18	0.27495216582020343	False
TG(18:0_20:4_22:5)	0.18301452136602928	single	1	HEALTHY:20,ICU-COVID-19:18	0.27784144486545254	False
TG(15:1_16:1_16:1)	0.18313229473032092	single	1	HEALTHY:20,ICU-COVID-19:18	0.27784144486545254	False
Alanine, N-methyl-N-methoxycarbonyl-, undecyl ester	0.1870082685006357	single	1	HEALTHY:20,ICU-COVID-19:18	0.283074159853702	False
SM(34:2;3O)	0.1930113037775137	single	1	HEALTHY:20,ICU-COVID-19:18	0.2914954314453111	False
2-Ethyl-3-hydroxypropionic acid	0.1934759444399514	single	1	HEALTHY:20,ICU-COVID-19:18	0.29153307082656316	False
TG(15:0_16:0_16:0)	0.19644303929037524	single	1	HEALTHY:20,ICU-COVID-19:18	0.29498915505108225	False
PE(P-16:0_20:5)	0.1966594367007215	single	1	HEALTHY:20,ICU-COVID-19:18	0.29498915505108225	False
LPC(O-16:1)	0.19771733479872544	single	1	HEALTHY:20,ICU-COVID-19:18	0.29590653040983067	False
PI(18:0_20:3)	0.2055440188953594	single	1	HEALTHY:20,ICU-COVID-19:18	0.306927217404557	False
Heptacosane	0.20652122724255623	single	1	HEALTHY:20,ICU-COVID-19:18	0.30769342395913435	False
PC(O-40:4)	0.21118035054232	single	1	HEALTHY:20,ICU-COVID-19:18	0.3139295345505788	False
SM(19:1;2O/16:0)	0.21191905551948795	single	1	HEALTHY:20,ICU-COVID-19:18	0.3143228944282338	False
4-Hydroxybenzeneacetic acid	0.21431907490682514	single	1	HEALTHY:20,ICU-COVID-19:18	0.3171730952304131	False
LPC(18:0)	0.21725947004533563	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.32080852703799	False
LPC(20:3/0:0)	0.2205800890039718	single	1	HEALTHY:20,ICU-COVID-19:18	0.3249879977991851	False
FA(16:4)	0.2242124589420023	single	1	HEALTHY:20,ICU-COVID-19:18	0.32960722899899675	False
SM(18:1;2O/24:1)	0.22570748554181289	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.3310709356509335	False
SM(41:8;2O)	0.22626312137249396	single	1	HEALTHY:20,ICU-COVID-19:18	0.33115331008821963	False
PI(16:0_22:6)	0.23797162666662156	single	1	HEALTHY:20,ICU-COVID-19:18	0.3475224415858372	False
PC(16:0_20:5)	0.24127711134762775	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.35104757989151847	False
PC(O-34:1)	0.24144448933715298	single	1	HEALTHY:20,ICU-COVID-19:18	0.35104757989151847	False
alpha-D-Mannopyranose	0.24559911151726108	single	1	HEALTHY:20,ICU-COVID-19:18	0.35630680729965886	False
SM(21:1;2O/14:1)	0.24836375211110856	single	1	HEALTHY:20,ICU-COVID-19:18	0.35953093373289297	False
Citramalic acid	0.248916033227863	single	1	HEALTHY:20,ICU-COVID-19:18	0.35954538132913544	False
2-Undecen-4-ol	0.25102550711577926	single	1	HEALTHY:20,ICU-COVID-19:18	0.36180415482122097	False
Pyroglutamic acid	0.2542077269791353	single	1	HEALTHY:20,ICU-COVID-19:18	0.36559592838864796	False
Pentacosane	0.25508818670558603	single	1	HEALTHY:20,ICU-COVID-19:18	0.36606811209048384	False
TG(10:0_16:0_18:1)	0.256072784127675	single	1	HEALTHY:20,ICU-COVID-19:18	0.36668737770334453	False
PC(O-42:6)	0.2606170199418572	single	1	HEALTHY:20,ICU-COVID-19:18	0.37239026771864514	False
DG(18:2_18:2)	0.2642981672987066	single	1	HEALTHY:20,ICU-COVID-19:18	0.3768380320839623	False
TG(14:0_16:1_18:1)	0.2679502643916448	single	1	HEALTHY:20,ICU-COVID-19:18	0.38122537616236163	False
PI(18:0_20:4)	0.2740325270818501	single	1	HEALTHY:20,ICU-COVID-19:18	0.3890440373774446	False
Propanedioic acid	0.28413949037256747	single	1	HEALTHY:20,ICU-COVID-19:18	0.40253094469447054	False
SM(18:1;2O/22:0)	0.2854912826509895	single	1	HEALTHY:20,ICU-COVID-19:18	0.40358362558124955	False
TG(17:0_18:1_18:1)	0.28671824535280377	single	1	HEALTHY:20,ICU-COVID-19:18	0.40373571131941294	False
Arachidonic acid	0.2868167722947866	single	1	HEALTHY:20,ICU-COVID-19:18	0.40373571131941294	False
DG(25:0)	0.2937202870301243	single	1	HEALTHY:20,ICU-COVID-19:18	0.4125774370783314	False
TG(18:1_22:1_18:2)	0.2992657151181219	single	1	HEALTHY:20,ICU-COVID-19:18	0.4194781588230757	False
DG(41:8)	0.3003124501021598	single	1	HEALTHY:20,ICU-COVID-19:18	0.4200572878011222	False
LPC(20:3)	0.30132221344458543	single	1	HEALTHY:20,ICU-COVID-19:18	0.42058237371317925	False
TG(14:1_16:1_18:1)	0.302937441491671	single	1	HEALTHY:20,ICU-COVID-19:18	0.42194857922054174	False
LPC(16:0)	0.30371254566505335	single	1	HEALTHY:20,ICU-COVID-19:18	0.4221413370564578	False
PI(36:1)	0.30560841712468734	single	1	HEALTHY:20,ICU-COVID-19:18	0.42388782542608305	False
Boric acid	0.3068759570127587	single	1	HEALTHY:20,ICU-COVID-19:18	0.42475732672120886	False
6,8-Dioxapentadecane	0.3083576533859258	single	1	HEALTHY:20,ICU-COVID-19:18	0.42591900873931005	False
SM(42:1;3O)	0.3165525926714019	single	1	HEALTHY:20,ICU-COVID-19:18	0.4362895482806124	False
PI(36:3)	0.3171818435463879	fisher	2	HEALTHY:20,ICU-COVID-19:18	0.4362895482806124	False
4-Methylcyclohexylamine	0.32148132674453955	single	1	HEALTHY:20,ICU-COVID-19:18	0.4394921639275403	False
SM(17:1;2O/16:0)	0.321623688793568	single	1	HEALTHY:20,ICU-COVID-19:18	0.4394921639275403	False
PE(O-16:1_22:6)	0.3217155494072085	single	1	HEALTHY:20,ICU-COVID-19:18	0.4394921639275403	False
TG(10:0_16:0_18:0)	0.32216167672516527	single	1	HEALTHY:20,ICU-COVID-19:18	0.4394921639275403	False
2-Propenoic acid, 2-methyl-, 3,3,5-trimethylcyclohexyl ester	0.32391862587749787	single	1	HEALTHY:20,ICU-COVID-19:18	0.4402087837903368	False
PC(16:0_22:5)	0.32401491174914687	single	1	HEALTHY:20,ICU-COVID-19:18	0.4402087837903368	False
DG(34:2)	0.32602690764100173	single	1	HEALTHY:20,ICU-COVID-19:18	0.44141494400946496	False
SM(18:1;2O/22:3)	0.32623427234485347	single	1	HEALTHY:20,ICU-COVID-19:18	0.44141494400946496	False
Acetic anhydride	0.3287163882505979	single	1	HEALTHY:20,ICU-COVID-19:18	0.44386754666017597	False
Fluoranthene	0.34616773450779337	single	1	HEALTHY:20,ICU-COVID-19:18	0.46648213003794103	False
6-ethyl-2-methyl-Octane	0.34692385337803733	single	1	HEALTHY:20,ICU-COVID-19:18	0.4665527683359812	False
Dodecane, 2,7,10-trimethyl-	0.3478237271524809	single	1	HEALTHY:20,ICU-COVID-19:18	0.46681605486254013	False
PI(34:1)	0.35225445754608375	single	1	HEALTHY:20,ICU-COVID-19:18	0.4718074855617243	False
PI(38:3)	0.3540291000559731	single	1	HEALTHY:20,ICU-COVID-19:18	0.4732284139861092	False
SM(42:3;2O)	0.3549483669773097	single	1	HEALTHY:20,ICU-COVID-19:18	0.4735025499113809	False
Glutamic acid	0.35566852810520533	single	1	HEALTHY:20,ICU-COVID-19:18	0.4735105103087372	False
SM(18:2;2O/18:0)	0.36406041723216154	single	1	HEALTHY:20,ICU-COVID-19:18	0.4837115363224912	False
PC(O-40:5)	0.3697611055973842	single	1	HEALTHY:20,ICU-COVID-19:18	0.49030322602213144	False
2,6,10-trimethyl-Pentadecane	0.37449506675321653	single	1	HEALTHY:20,ICU-COVID-19:18	0.4955892799548554	False
PC(O-38:7)	0.3885908929189782	single	1	HEALTHY:20,ICU-COVID-19:18	0.5132186494129134	False
alpha-D-(+)-Talopyranose	0.3942034370979939	single	1	HEALTHY:20,ICU-COVID-19:18	0.5195961805088866	False
TG(16:0_15:1_16:1)	0.395183904000297	single	1	HEALTHY:20,ICU-COVID-19:18	0.5198550165718193	False
PC(O-44:5)	0.396096219086161	single	1	HEALTHY:20,ICU-COVID-19:18	0.5200233529784648	False
beta-D-(+)-Talopyranose	0.4006813248150094	single	1	HEALTHY:20,ICU-COVID-19:18	0.5243259011913401	False
PE(O-18:2_22:6)	0.4009551009110248	single	1	HEALTHY:20,ICU-COVID-19:18	0.5243259011913401	False
PC(16:0_17:0)	0.4036816669002109	single	1	HEALTHY:20,ICU-COVID-19:18	0.5268522542418106	False
TG(14:0_16:0_18:2)	0.4046497653462826	single	1	HEALTHY:20,ICU-COVID-19:18	0.5270781815807177	False
beta-D-Glucopyranose	0.4074429234631075	single	1	HEALTHY:20,ICU-COVID-19:18	0.5296758005020398	False
LPC(16:0/0:0)	0.41240998954148944	single	1	HEALTHY:20,ICU-COVID-19:18	0.5350838024775098	False
PC(17:0_20:4)	0.4146287272494329	single	1	HEALTHY:20,ICU-COVID-19:18	0.5369118089186992	False
LPC(22:5)	0.41713695967255127	single	1	HEALTHY:20,ICU-COVID-19:18	0.5391068309218352	False
PC(19:0_18:2)	0.42178281071035384	single	1	HEALTHY:20,ICU-COVID-19:18	0.5438878635321798	False
TG(14:0_16:1_18:2)	0.4224769980679828	single	1	HEALTHY:20,ICU-COVID-19:18	0.5438878635321798	False
LPC(17:0)	0.42668877681600703	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.5482454632345206	False
TG(14:0_15:0_18:2)	0.4279032372395698	single	1	HEALTHY:20,ICU-COVID-19:18	0.5482762348790331	False
L-Pyroglutamic acid	0.4283666510819595	single	1	HEALTHY:20,ICU-COVID-19:18	0.5482762348790331	False
PE(18:0_18:2)	0.43426795485410186	single	1	HEALTHY:20,ICU-COVID-19:18	0.5547584856806734	False
NAE(20:0)	0.4367310148845006	single	1	HEALTHY:20,ICU-COVID-19:18	0.5568320439777383	False
PE(P-16:0_20:4)	0.4390918986201362	single	1	HEALTHY:20,ICU-COVID-19:18	0.5577603330495376	False
LPC(20:4/0:0)	0.4395232699491072	single	1	HEALTHY:20,ICU-COVID-19:18	0.5577603330495376	False
Nonanoic acid	0.4399828871567243	single	1	HEALTHY:20,ICU-COVID-19:18	0.5577603330495376	False
L-Leucine	0.4412872024251978	single	1	HEALTHY:20,ICU-COVID-19:18	0.5583462122288285	False
CE(20:3)	0.4526715760651273	single	1	HEALTHY:20,ICU-COVID-19:18	0.5712002038637721	False
1-Hexadecanol	0.45316939250730637	single	1	HEALTHY:20,ICU-COVID-19:18	0.5712002038637721	False
Diphenyl ether	0.4554528614813387	single	1	HEALTHY:20,ICU-COVID-19:18	0.5729890837991035	False
LPE(18:2)	0.45779283682054484	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.5748421416894341	False
PC(O-38:5)	0.45903111787090445	single	1	HEALTHY:20,ICU-COVID-19:18	0.5753074312824379	False
TG(12:0_16:0_20:4)	0.460693547291789	single	1	HEALTHY:20,ICU-COVID-19:18	0.5763015506687851	False
Fluconazole	0.46925472415074665	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.5859056160300282	False
Crotonic acid	0.4724443817081241	single	1	HEALTHY:20,ICU-COVID-19:18	0.5887793704370042	False
TG(14:0_16:0_18:1)	0.48164251359367216	single	1	HEALTHY:20,ICU-COVID-19:18	0.5991162973970068	False
SM(41:3;3O)	0.4834731730139308	single	1	HEALTHY:20,ICU-COVID-19:18	0.6002672541352736	False
PI(18:1_20:4)	0.4845473774844481	single	1	HEALTHY:20,ICU-COVID-19:18	0.6004764696676431	False
PE(P-20:0_20:5)	0.49039961833378265	single	1	HEALTHY:20,ICU-COVID-19:18	0.6065950502897348	False
SM(34:2;2O)	0.4931241149402352	single	1	HEALTHY:20,ICU-COVID-19:18	0.6088292145351507	False
Supraene	0.4977387865189905	single	1	HEALTHY:20,ICU-COVID-19:18	0.6133844153570459	False
Diisoamyl ether	0.4993285716222824	single	1	HEALTHY:20,ICU-COVID-19:18	0.6135977657157	False
Diethylene glycol	0.4997628861032851	single	1	HEALTHY:20,ICU-COVID-19:18	0.6135977657157	False
PI(34:2)	0.5022693656589183	single	1	HEALTHY:20,ICU-COVID-19:18	0.6155352854563084	False
SM(44:2;3O)	0.5056577804562628	single	1	HEALTHY:20,ICU-COVID-19:18	0.6185444805212218	False
LPC(20:5/0:0)	0.5222789215999297	single	1	HEALTHY:20,ICU-COVID-19:18	0.6367075044931789	False
PE(P-16:0_18:1)	0.5224266703533775	single	1	HEALTHY:20,ICU-COVID-19:18	0.6367075044931789	False
2-Isopropyl-5-methyl-1-heptanol	0.5286152411335591	single	1	HEALTHY:20,ICU-COVID-19:18	0.641489731866851	False
LPC(16:1)	0.5294730033881032	single	1	HEALTHY:20,ICU-COVID-19:18	0.641489731866851	False
2,3-Butanediol	0.5302207738507305	single	1	HEALTHY:20,ICU-COVID-19:18	0.641489731866851	False
1-((1-((1-Methoxypropan-2-yl)oxy)propan-2-yl)oxy)propan-2-ol	0.5302207738507305	single	1	HEALTHY:20,ICU-COVID-19:18	0.641489731866851	False
DG(36:5)	0.5320857277367858	single	1	HEALTHY:20,ICU-COVID-19:18	0.6425734744799435	False
PI(38:6)	0.5381759037952665	single	1	HEALTHY:20,ICU-COVID-19:18	0.6487465894841121	False
TG(18:1_18:2_24:5)	0.5451217289264407	single	1	HEALTHY:20,ICU-COVID-19:18	0.6559268716483306	False
LPC(16:1/0:0)	0.5461688450986828	single	1	HEALTHY:20,ICU-COVID-19:18	0.6559962759065701	False
SM(37:2;3O)	0.5522760874647133	single	1	HEALTHY:20,ICU-COVID-19:18	0.6616977397707595	False
N-ethyl-Acetamide	0.5529118368521883	single	1	HEALTHY:20,ICU-COVID-19:18	0.6616977397707595	False
Nonadecane	0.5575664146174553	single	1	HEALTHY:20,ICU-COVID-19:18	0.6660658250295006	False
PE(17:0_17:0)	0.5703900474725225	single	1	HEALTHY:20,ICU-COVID-19:18	0.678495267177903	False
3-Pyridinol	0.5706151400742543	single	1	HEALTHY:20,ICU-COVID-19:18	0.678495267177903	False
TG(14:0_15:0_18:1)	0.5710412655886423	single	1	HEALTHY:20,ICU-COVID-19:18	0.678495267177903	False
N-Isobutyrylglycine	0.5857820497405885	single	1	HEALTHY:20,ICU-COVID-19:18	0.6946369501785816	False
SM(18:2;2O/24:2)	0.5873203926106562	single	1	HEALTHY:20,ICU-COVID-19:18	0.6946369501785816	False
SM(18:1;2O/26:2)	0.5877697270741844	single	1	HEALTHY:20,ICU-COVID-19:18	0.6946369501785816	False
Carbitol	0.5919271728353132	single	1	HEALTHY:20,ICU-COVID-19:18	0.6980620876101197	False
PE(P-18:0_22:5)	0.593630433723811	single	1	HEALTHY:20,ICU-COVID-19:18	0.6980620876101197	False
SM(18:2;2O/24:1)	0.5938265722656222	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.6980620876101197	False
PC(17:0_22:6)	0.5998809639886291	single	1	HEALTHY:20,ICU-COVID-19:18	0.7039311134946215	False
LPC(18:0/0:0)	0.6022345649769292	single	1	HEALTHY:20,ICU-COVID-19:18	0.7044340683892203	False
TG(14:0_15:0_16:1)	0.602434565274039	single	1	HEALTHY:20,ICU-COVID-19:18	0.7044340683892203	False
PI(38:4)	0.6053750797353636	single	1	HEALTHY:20,ICU-COVID-19:18	0.7066261934234966	False
PE(P-18:0_18:1)	0.612577083555732	single	1	HEALTHY:20,ICU-COVID-19:18	0.7132169768941674	False
TG(12:0_15:0_16:0)	0.6131729665605965	single	1	HEALTHY:20,ICU-COVID-19:18	0.7132169768941674	False
SM(36:0;2O)	0.6181456931883065	single	1	HEALTHY:20,ICU-COVID-19:18	0.7177418469069128	False
LPC(15:0/0:0)	0.6236045568242334	single	1	HEALTHY:20,ICU-COVID-19:18	0.7228143726826342	False
DG(34:1)	0.625189158632174	single	1	HEALTHY:20,ICU-COVID-19:18	0.7233864086791122	False
1,4-Benzenedicarboxylic acid, dimethyl ester	0.6319042736232928	single	1	HEALTHY:20,ICU-COVID-19:18	0.7298824623906675	False
SM(40:2;2O)	0.6352074845835698	single	1	HEALTHY:20,ICU-COVID-19:18	0.732421847441577	False
Bisphenol A monomethyl ether	0.6375254353486841	single	1	HEALTHY:20,ICU-COVID-19:18	0.7338183396461416	False
3,7-dimethyl-Decane	0.6408126791420229	single	1	HEALTHY:20,ICU-COVID-19:18	0.7363237543694301	False
SM(38:1;2O)	0.6431312215581589	single	1	HEALTHY:20,ICU-COVID-19:18	0.7369543332748589	False
PC(18:0_22:4)	0.6435845534934288	single	1	HEALTHY:20,ICU-COVID-19:18	0.7369543332748589	False
PI(36:2)	0.6553736937113095	single	1	HEALTHY:20,ICU-COVID-19:18	0.7478848258568385	False
Caprolactam	0.6553862501098389	single	1	HEALTHY:20,ICU-COVID-19:18	0.7478848258568385	False
PE(P-16:0_22:6)	0.6646070549665131	single	1	HEALTHY:20,ICU-COVID-19:18	0.7571039131319556	False
SM(39:6;2O)	0.6678283896950405	single	1	HEALTHY:20,ICU-COVID-19:18	0.7594686490013927	False
Lactic Acid	0.6691915248329907	single	1	HEALTHY:20,ICU-COVID-19:18	0.7597157208292343	False
SM(14:0;2O/22:2)	0.6828679057660821	single	1	HEALTHY:20,ICU-COVID-19:18	0.7730170545191951	False
LPC(18:1/0:0)	0.6832398098766943	single	1	HEALTHY:20,ICU-COVID-19:18	0.7730170545191951	False
PC(18:0_22:5)	0.6852345084604547	single	1	HEALTHY:20,ICU-COVID-19:18	0.7739531160294404	False
CE(18:3)	0.6889935299949094	single	1	HEALTHY:20,ICU-COVID-19:18	0.7768753578003825	False
TG(14:0_16:0_16:1)	0.6982012589864197	single	1	HEALTHY:20,ICU-COVID-19:18	0.7859209417792806	False
1,4-dimethoxy-Benzene	0.700176943373172	single	1	HEALTHY:20,ICU-COVID-19:18	0.7868090058583272	False
PI(16:0_20:4)	0.7079985427630289	single	1	HEALTHY:20,ICU-COVID-19:18	0.7942521723382202	False
Propylene glycol	0.7100291513747857	single	1	HEALTHY:20,ICU-COVID-19:18	0.7951846745970995	False
SM(18:0;2O/22:3)	0.712848010071683	single	1	HEALTHY:20,ICU-COVID-19:18	0.7969953299789643	False
SM(38:2;2O)	0.7170647969311765	single	1	HEALTHY:20,ICU-COVID-19:18	0.800360202635303	False
PC(18:1_18:2)	0.7205978120323207	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.8008265682258227	False
LPC(18:1)	0.7208018775619907	single	1	HEALTHY:20,ICU-COVID-19:18	0.8008265682258227	False
PI(38:5)	0.7211062763662385	single	1	HEALTHY:20,ICU-COVID-19:18	0.8008265682258227	False
DG(18:2_20:4)	0.7262370952954087	single	1	HEALTHY:20,ICU-COVID-19:18	0.8051759100014314	False
PC(18:0_18:2)	0.728619824553097	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.8064690211664496	False
Octadecane	0.7305318605368739	single	1	HEALTHY:20,ICU-COVID-19:18	0.8072295370647876	False
SM(18:1;2O/24:4)	0.7324613802421029	single	1	HEALTHY:20,ICU-COVID-19:18	0.8072295370647876	False
D-Mannose	0.7329595494917076	single	1	HEALTHY:20,ICU-COVID-19:18	0.8072295370647876	False
TG(12:0_16:0_18:0)	0.7393622718129808	single	1	HEALTHY:20,ICU-COVID-19:18	0.8129306570680037	False
PC(16:1_18:2)	0.7513704995747296	single	1	HEALTHY:20,ICU-COVID-19:18	0.8247659622815326	False
CE(20:4)	0.7527946710754028	single	1	HEALTHY:20,ICU-COVID-19:18	0.8249634164016397	False
Dodecane, 2,6,11-trimethyl-	0.7555983813323753	single	1	HEALTHY:20,ICU-COVID-19:18	0.826669516210173	False
TG(14:0_16:0_16:0)	0.7735445457002811	single	1	HEALTHY:20,ICU-COVID-19:18	0.8449094461273252	False
L-Isoleucine	0.7768716838396029	single	1	HEALTHY:20,ICU-COVID-19:18	0.8471479052395671	False
PI(40:6)	0.7786711982833675	single	1	HEALTHY:20,ICU-COVID-19:18	0.8477159350769666	False
Valproic acid	0.7809031618960898	single	1	HEALTHY:20,ICU-COVID-19:18	0.8478149853174444	False
SM(18:1;2O/24:0)	0.7819812883585932	single	1	HEALTHY:20,ICU-COVID-19:18	0.8478149853174444	False
Ribitol	0.7825984479853333	single	1	HEALTHY:20,ICU-COVID-19:18	0.8478149853174444	False
TG(12:0_14:0_16:0)	0.788623942268861	single	1	HEALTHY:20,ICU-COVID-19:18	0.8519897817501508	False
beta-D-Allopyranose	0.7890222111532317	single	1	HEALTHY:20,ICU-COVID-19:18	0.8519897817501508	False
PI(36:4)	0.7904092182638829	single	1	HEALTHY:20,ICU-COVID-19:18	0.8520996938356981	False
DG(30:3)	0.7990860863986234	single	1	HEALTHY:20,ICU-COVID-19:18	0.8590889671011493	False
L-Serine	0.7994840010579324	single	1	HEALTHY:20,ICU-COVID-19:18	0.8590889671011493	False
CE(22:6)	0.8101386834192317	single	1	HEALTHY:20,ICU-COVID-19:18	0.8672148508052624	False
Methyl galactoside	0.8103290533708538	single	1	HEALTHY:20,ICU-COVID-19:18	0.8672148508052624	False
LPC(20:4)	0.8118638720836073	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.8672148508052624	False
PI(16:0_16:1)	0.8122781634239336	single	1	HEALTHY:20,ICU-COVID-19:18	0.8672148508052624	False
TG(12:0_15:0_18:1)	0.8147524550221356	single	1	HEALTHY:20,ICU-COVID-19:18	0.8684580027004435	False
PC(O-32:1)	0.8176597762743938	single	1	HEALTHY:20,ICU-COVID-19:18	0.8701579962599086	False
PI(18:1_18:2)	0.8232075260559969	single	1	HEALTHY:20,ICU-COVID-19:18	0.8746579964344967	False
PC(O-40:6)	0.8332983777037377	single	1	HEALTHY:20,ICU-COVID-19:18	0.883962919068125	False
SM(33:2;3O)	0.8369842786111574	single	1	HEALTHY:20,ICU-COVID-19:18	0.886068202112313	False
SM(34:1;3O)	0.838668581483875	single	1	HEALTHY:20,ICU-COVID-19:18	0.886068202112313	False
SM(44:9;3O)	0.8392923543386615	single	1	HEALTHY:20,ICU-COVID-19:18	0.886068202112313	False
PE(P-18:0_22:6)	0.8410200855755603	single	1	HEALTHY:20,ICU-COVID-19:18	0.8864806307418068	False
L-Alanine	0.8642956757842092	single	1	HEALTHY:20,ICU-COVID-19:18	0.909568306420525	False
PC(16:0_20:4)	0.8677994773840261	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.9118083256824236	False
SM(40:1;2O)	0.8733970265756016	single	1	HEALTHY:20,ICU-COVID-19:18	0.916237703512063	False
PC(18:0_22:6)	0.8782950766826441	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.9199204357671296	False
PC(18:1_20:4)	0.8807767024207518	single	1	HEALTHY:20,ICU-COVID-19:18	0.9210645957491458	False
Biphenyl	0.8877946766611737	single	1	HEALTHY:20,ICU-COVID-19:18	0.9269415285454459	False
Cholesterol	0.8894677889149345	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.9270562006865074	False
DG(35:5)	0.8907010555615463	single	1	HEALTHY:20,ICU-COVID-19:18	0.9270562006865074	False
LPC(O-16:0)	0.8923735997993436	single	1	HEALTHY:20,ICU-COVID-19:18	0.9273412173463398	False
SM(42:4;3O)	0.8956892607917359	single	1	HEALTHY:20,ICU-COVID-19:18	0.9293301719951814	False
SM(18:1;2O/10:0)	0.8986238654266956	single	1	HEALTHY:20,ICU-COVID-19:18	0.9309181605904675	False
PI(18:0_18:1)	0.9051328909755054	single	1	HEALTHY:20,ICU-COVID-19:18	0.9361982944099221	False
SM(18:1;2O/16:0)	0.9073487668002911	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.9370283993591791	False
PC(18:1_22:6)	0.9102856851408319	single	1	HEALTHY:20,ICU-COVID-19:18	0.9385993922991781	False
