metabolite_id	p_value	method_used	n_features	n_per_group	p_adj	significant
DG(16:0_18:1)	0.9192388158383165	single	1	HEALTHY:20,ICU-COVID-19:18	0.9446720633862205	False
PC(18:0_20:5)	0.920032574285371	single	1	HEALTHY:20,ICU-COVID-19:18	0.9446720633862205	False
SM(40:7;2O)	0.9204497027865738	single	1	HEALTHY:20,ICU-COVID-19:18	0.9446720633862205	False
SM(18:2;2O/16:0)	0.9377566141554668	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.9601315632802436	False
Tetradecane	0.9384091297218671	single	1	HEALTHY:20,ICU-COVID-19:18	0.9601315632802436	False
N,N-diethyl-Formamide	0.9419702606043783	single	1	HEALTHY:20,ICU-COVID-19:18	0.9622901121428394	False
PC(16:0_22:6)	0.9482898424864987	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.9660191158355462	False
SM(18:1;2O/18:0)	0.9485346069516449	aggregate	2	HEALTHY:20,ICU-COVID-19:18	0.9660191158355462	False
2,6-dimethyl-Heptadecane	0.9545349447680661	single	1	HEALTHY:20,ICU-COVID-19:18	0.9706390619343985	False
Creatinine	0.9622857781809981	single	1	HEALTHY:20,ICU-COVID-19:18	0.9770221606952554	False
PI(16:0_18:1)	0.9680823394773377	single	1	HEALTHY:20,ICU-COVID-19:18	0.980598015740483	False
L-Proline	0.9687657621568875	single	1	HEALTHY:20,ICU-COVID-19:18	0.980598015740483	False
Undecane	0.9709067884622924	single	1	HEALTHY:20,ICU-COVID-19:18	0.9812670743147863	False
DG(30:5)	0.9793422375452311	single	1	HEALTHY:20,ICU-COVID-19:18	0.9882860022716715	False
PE(P-18:1_22:6)	0.9825790421588873	single	1	HEALTHY:20,ICU-COVID-19:18	0.9900454482543195	False
PC(O-40:7)	0.9878290475266125	single	1	HEALTHY:20,ICU-COVID-19:18	0.9935628628310776	False
PI(32:1)	0.98938287373159	single	1	HEALTHY:20,ICU-COVID-19:18	0.9935628628310776	False
TG(14:0_15:0_16:0)	0.9905656897908632	single	1	HEALTHY:20,ICU-COVID-19:18	0.9935628628310776	False
PC(18:2_18:2)	0.9981835232382403	single	1	HEALTHY:20,ICU-COVID-19:18	0.998690787256516	False
Itaconic acid	0.998690787256516	single	1	HEALTHY:20,ICU-COVID-19:18	0.998690787256516	False
