pathway_id,pathway_size,foreground_size,background_size,foreground_in_pathway,foreground_not_in_pathway,background_in_pathway_not_foreground,background_not_in_pathway_not_foreground,oddsratio,p_value,q_value
R-HSA-352230,17,1213,2985,12,1201,5,1767,3.5310574521232305,0.01202753601674911,0.5727099404263303
R-HSA-9679191,7,1213,2985,6,1207,1,1771,8.8036454018227,0.020423182266394373,0.5727099404263303
R-HSA-379716,16,1213,2985,11,1202,5,1767,3.234109816971714,0.02148717438265228,0.5727099404263303
R-HSA-379726,16,1213,2985,11,1202,5,1767,3.234109816971714,0.02148717438265228,0.5727099404263303
R-HSA-9009391,4,1213,2985,4,1209,0,1772,inf,0.027188727838623476,0.5727099404263303
R-HSA-73817,9,1213,2985,7,1206,2,1770,5.13681592039801,0.02730521269777058,0.5727099404263303
R-HSA-442660,14,1213,2985,9,1204,5,1767,2.6416943521594685,0.06393333165628319,0.5727099404263303
R-HSA-203615,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-9664535,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-5619062,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-5619067,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-9856872,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-9958863,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-194002,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-70688,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-438066,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-442982,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-5673001,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-9620244,3,1213,2985,3,1210,0,1772,inf,0.06700560860725226,0.5727099404263303
R-HSA-75105,5,1213,2985,4,1209,1,1771,5.859387923904053,0.09183606192791004,0.5727099404263303
R-HSA-499943,5,1213,2985,4,1209,1,1771,5.859387923904053,0.09183606192791004,0.5727099404263303
R-HSA-389661,5,1213,2985,4,1209,1,1771,5.859387923904053,0.09183606192791004,0.5727099404263303
R-HSA-70171,5,1213,2985,4,1209,1,1771,5.859387923904053,0.09183606192791004,0.5727099404263303
R-HSA-8963693,5,1213,2985,4,1209,1,1771,5.859387923904053,0.09183606192791004,0.5727099404263303
R-HSA-70263,5,1213,2985,4,1209,1,1771,5.859387923904053,0.09183606192791004,0.5727099404263303
R-HSA-977347,5,1213,2985,4,1209,1,1771,5.859387923904053,0.09183606192791004,0.5727099404263303
R-HSA-8964539,7,1213,2985,5,1208,2,1770,3.6630794701986753,0.10228248073252019,0.5727099404263303
R-HSA-381771,15,1213,2985,9,1204,6,1766,2.2001661129568104,0.10352663790712614,0.5727099404263303
R-HSA-5619044,9,1213,2985,6,1207,3,1769,2.9312344656172327,0.10627567534630149,0.5727099404263303
R-HSA-5659735,9,1213,2985,6,1207,3,1769,2.9312344656172327,0.10627567534630149,0.5727099404263303
R-HSA-420499,9,1213,2985,6,1207,3,1769,2.9312344656172327,0.10627567534630149,0.5727099404263303
R-HSA-9717207,11,1213,2985,7,1206,4,1768,2.5655058043117744,0.10694627225694499,0.5727099404263303
R-HSA-444209,14,1213,2985,8,1205,6,1766,1.9540802213001383,0.16155301038761455,0.5727099404263303
R-HSA-9694301,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-2142670,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-75876,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-350864,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-177128,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-177135,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-390247,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-611105,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-6782315,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-71384,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-77111,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-77352,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-8951664,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-193993,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-5218921,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-6783984,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-916853,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-189200,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-422085,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-5619047,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-8849473,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-8939902,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-9615017,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-9768777,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-5619041,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-210500,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-5218920,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-9955693,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-5423646,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-8849932,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-9026762,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-9026766,2,1213,2985,2,1211,0,1772,inf,0.16505180055774857,0.5727099404263303
R-HSA-71240,12,1213,2985,7,1206,5,1767,2.051243781094527,0.16921699041375815,0.5727099404263303
R-HSA-416476,23,1213,2985,12,1201,11,1761,1.5995761108167437,0.17890978978864,0.5727099404263303
R-HSA-9753281,4,1213,2985,3,1210,1,1771,4.390909090909091,0.18645625091313855,0.5727099404263303
R-HSA-1368108,4,1213,2985,3,1210,1,1771,4.390909090909091,0.18645625091313855,0.5727099404263303
R-HSA-2426168,4,1213,2985,3,1210,1,1771,4.390909090909091,0.18645625091313855,0.5727099404263303
R-HSA-400206,4,1213,2985,3,1210,1,1771,4.390909090909091,0.18645625091313855,0.5727099404263303
R-HSA-9931509,4,1213,2985,3,1210,1,1771,4.390909090909091,0.18645625091313855,0.5727099404263303
R-HSA-9933387,4,1213,2985,3,1210,1,1771,4.390909090909091,0.18645625091313855,0.5727099404263303
R-HSA-2142700,4,1213,2985,3,1210,1,1771,4.390909090909091,0.18645625091313855,0.5727099404263303
R-HSA-3371497,4,1213,2985,3,1210,1,1771,4.390909090909091,0.18645625091313855,0.5727099404263303
R-HSA-2046106,4,1213,2985,3,1210,1,1771,4.390909090909091,0.18645625091313855,0.5727099404263303
R-HSA-5628897,4,1213,2985,3,1210,1,1771,4.390909090909091,0.18645625091313855,0.5727099404263303
