Input name	RefMet_ID	Formula	Exact mass	Super class	Main class	Sub class	PubChem_CID	ChEBI_ID	HMDB_ID	LM_ID	KEGG_ID	INCHI_KEY	SMILES	Standardized name	ChEBI_ID_Step1_reactome	Reactome_Pathways_Step1	KEGG_Compounds_Step1	KEGG_Pathways_Step1	CHEBI_Exact_From_Names	CHEBI_Fuzzy_From_Names	CHEBI_From_Names_All	CHEBI_ID_Step2	KEGG_Exact_From_Names	KEGG_Fuzzy_From_Names	KEGG_From_Names_All	KEGG_ID_Step2	ChEBI_ID_Step2_reactome	Reactome_Pathways_Step2	KEGG_Compounds_Step2	KEGG_Pathways_Step2	CHEBI_RO_Equivalents	CHEBI_ID_Step3	KEGG_ID_Step3	ChEBI_ID_Step3_reactome	Reactome_Pathways_Step3	KEGG_Compounds_Step3	KEGG_Pathways_Step3	CHEBI_is_a_Equivalents	CHEBI_ID_Step4	KEGG_ID_Step4	ChEBI_ID_Step4_reactome	Reactome_Pathways_Step4	KEGG_Compounds_Step4	KEGG_Pathways_Step4	CHEBI_IsA_Generalisation	Reactome_Pathways_IsA_Generalisation	n_pathways_isa_generalisation
PC(36:4)	RM0010761	C44H80NO8P	781.5622	Glycerophospholipids	Glycerophosphocholines	PC								PC 36:4					CHEBI:64520,CHEBI:77694,CHEBI:88864,CHEBI:88895,CHEBI:88909,CHEBI:88932,CHEBI:88990,CHEBI:89125,CHEBI:89179,CHEBI:89411,CHEBI:89412,CHEBI:89420,CHEBI:89429,CHEBI:89437,CHEBI:89458,CHEBI:89459,CHEBI:89514,CHEBI:89534,CHEBI:89535,CHEBI:73003,CHEBI:89547,CHEBI:89692,CHEBI:89693,CHEBI:89735,CHEBI:89740,CHEBI:89866,CHEBI:89903,CHEBI:89946,CHEBI:89947,CHEBI:89967,CHEBI:89990	CHEBI:77694,CHEBI:64520,CHEBI:64520,CHEBI:88864,CHEBI:88895,CHEBI:88909,CHEBI:88932,CHEBI:88990,CHEBI:89125,CHEBI:89179,CHEBI:89411,CHEBI:89412,CHEBI:89420,CHEBI:89429,CHEBI:89437,CHEBI:89458,CHEBI:89459,CHEBI:89514,CHEBI:89534,CHEBI:89535,CHEBI:73003,CHEBI:89547,CHEBI:89692,CHEBI:89693,CHEBI:89735,CHEBI:89740,CHEBI:89866,CHEBI:89903,CHEBI:89946,CHEBI:89947,CHEBI:89967,CHEBI:89990	CHEBI:64520,CHEBI:77694,CHEBI:88864,CHEBI:88895,CHEBI:88909,CHEBI:88932,CHEBI:88990,CHEBI:89125,CHEBI:89179,CHEBI:89411,CHEBI:89412,CHEBI:89420,CHEBI:89429,CHEBI:89437,CHEBI:89458,CHEBI:89459,CHEBI:89514,CHEBI:89534,CHEBI:89535,CHEBI:73003,CHEBI:89547,CHEBI:89692,CHEBI:89693,CHEBI:89735,CHEBI:89740,CHEBI:89866,CHEBI:89903,CHEBI:89946,CHEBI:89947,CHEBI:89967,CHEBI:89990	CHEBI:64520,CHEBI:73003,CHEBI:77694,CHEBI:88864,CHEBI:88895,CHEBI:88909,CHEBI:88932,CHEBI:88990,CHEBI:89125,CHEBI:89179,CHEBI:89411,CHEBI:89412,CHEBI:89420,CHEBI:89429,CHEBI:89437,CHEBI:89458,CHEBI:89459,CHEBI:89514,CHEBI:89534,CHEBI:89535,CHEBI:89547,CHEBI:89692,CHEBI:89693,CHEBI:89735,CHEBI:89740,CHEBI:89866,CHEBI:89903,CHEBI:89946,CHEBI:89947,CHEBI:89967,CHEBI:89990										CHEBI:64520,CHEBI:73003,CHEBI:77694,CHEBI:88864,CHEBI:88895,CHEBI:88909,CHEBI:88932,CHEBI:88990,CHEBI:89125,CHEBI:89179,CHEBI:89411,CHEBI:89412,CHEBI:89420,CHEBI:89429,CHEBI:89437,CHEBI:89458,CHEBI:89459,CHEBI:89514,CHEBI:89534,CHEBI:89535,CHEBI:89547,CHEBI:89692,CHEBI:89693,CHEBI:89735,CHEBI:89740,CHEBI:89866,CHEBI:89903,CHEBI:89946,CHEBI:89947,CHEBI:89967,CHEBI:89990						CHEBI:42027,CHEBI:84794,CHEBI:84815,CHEBI:86123,CHEBI:86127,CHEBI:86130,CHEBI:86133,CHEBI:86134,CHEBI:134596,CHEBI:136085,CHEBI:140161,CHEBI:167250	CHEBI:42027,CHEBI:64520,CHEBI:73003,CHEBI:77694,CHEBI:84794,CHEBI:84815,CHEBI:86123,CHEBI:86127,CHEBI:86130,CHEBI:86133,CHEBI:86134,CHEBI:88864,CHEBI:88895,CHEBI:88909,CHEBI:88932,CHEBI:88990,CHEBI:89125,CHEBI:89179,CHEBI:89411,CHEBI:89412,CHEBI:89420,CHEBI:89429,CHEBI:89437,CHEBI:89458,CHEBI:89459,CHEBI:89514,CHEBI:89534,CHEBI:89535,CHEBI:89547,CHEBI:89692,CHEBI:89693,CHEBI:89735,CHEBI:89740,CHEBI:89866,CHEBI:89903,CHEBI:89946,CHEBI:89947,CHEBI:89967,CHEBI:89990,CHEBI:134596,CHEBI:136085,CHEBI:140161,CHEBI:167250						CHEBI:36313,CHEBI:57643,CHEBI:75063	R-HSA-111995,R-HSA-1369062,R-HSA-1482788,R-HSA-1482798,R-HSA-1482839,R-HSA-1483101,R-HSA-1483148,R-HSA-1483166,R-HSA-1483191,R-HSA-1483196,R-HSA-1660661,R-HSA-2029485,R-HSA-2142753,R-HSA-382556,R-HSA-5678771,R-HSA-5683678,R-HSA-5683826,R-HSA-5688399,R-HSA-6811436,R-HSA-8964058,R-HSA-9680350	21
Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:183289	CHEBI:183289	CHEBI:183289	CHEBI:183289										CHEBI:183289							CHEBI:183289								0
PC(O-16:1_18:2)	RM0134913	C42H80NO7P	741.5672	Glycerophospholipids	Glycerophosphocholines	O-PC								PC O-16:1/18:2						CHEBI:136121	CHEBI:136121	CHEBI:136121										CHEBI:136121							CHEBI:136121						CHEBI:36313	R-HSA-1482788	1
TG(16:0_18:2_18:3)	RM0073447	C55H96O6	852.7207	Glycerolipids	Triradylglycerols	TAG								TG 16:0_18:2_18:3																																	0
TG(16:0_18:1_18:1)	RM0134322	C55H102O6	858.7676	Glycerolipids	Triradylglycerols	TAG								TG 16:0_18:1_18:1					CHEBI:167299	CHEBI:167299,CHEBI:167299	CHEBI:167299	CHEBI:167299										CHEBI:167299							CHEBI:167299						CHEBI:17855	R-HSA-1482883,R-HSA-163560,R-HSA-192456,R-HSA-202733,R-HSA-3000471,R-HSA-3000480,R-HSA-3000484,R-HSA-3000497,R-HSA-432142,R-HSA-5686938,R-HSA-6809371,R-HSA-75109,R-HSA-8856825,R-HSA-8856828,R-HSA-8866423,R-HSA-8963888,R-HSA-8963889,R-HSA-8963901,R-HSA-8964011,R-HSA-8964026,R-HSA-8964038,R-HSA-8964041,R-HSA-8964046,R-HSA-8964058,R-HSA-8964572,R-HSA-9707616,R-HSA-975634,R-HSA-9918432,R-HSA-9918481,R-HSA-9918487,R-HSA-9920588,R-HSA-9920951	32
D-(-)-Erythrose	RM0171550	C4H8O4	120.0423	Carbohydrates	Monosaccharides	Tetroses	94176	CHEBI:27904	HMDB0002649		C01796	YTBSYETUWUMLBZ-IUYQGCFVSA-N	C(=O)[C@@H]([C@@H](CO)O)O	Erythrose					CHEBI:33946	CHEBI:33946	CHEBI:33946	CHEBI:27904,CHEBI:33946	C01796	C01796	C01796	C01796					CHEBI:21288	CHEBI:21288,CHEBI:27904,CHEBI:33946	C01796						CHEBI:21288,CHEBI:27904,CHEBI:33946	C01796							0
TG(16:0_18:0_18:1)	RM0003461	C55H104O6	860.7833	Glycerolipids	Triradylglycerols	TAG								TG 16:0_18:0_18:1																																	0
Phenylalanine	RM0135897	C9H11NO2	165.0790	Organic acids	Amino acids and peptides	Amino acids	6140	CHEBI:17295	HMDB0000159		C00079	COLNVLDHVKWLRT-QMMMGPOBSA-N	c1ccc(cc1)C[C@@H](C(=O)O)N	Phenylalanine			C00079	map01100,map01110,map01210,map01230,map00360,map00400,map00460,map00470,map00904,map00940,map00960,map00996,map00966,map00999,map00997,map01060,map01061,map01063,map01064,map01070,map00970,map02010,map04974,map04978,map05230	CHEBI:17295,CHEBI:28044,CHEBI:28044,CHEBI:58095	CHEBI:17295,CHEBI:28044,CHEBI:28044,CHEBI:58095	CHEBI:17295,CHEBI:28044,CHEBI:28044,CHEBI:58095	CHEBI:17295,CHEBI:28044,CHEBI:58095	C00079,C02057	C00079,C02057	C00079,C02057	C00079,C02057	CHEBI:58095	R-HSA-1474151,R-HSA-2022377,R-HSA-2160456,R-HSA-352230,R-HSA-379716,R-HSA-379726,R-HSA-442660,R-HSA-5619044,R-HSA-5659735,R-HSA-71240,R-HSA-8964208,R-HSA-9673163	C00079	map01100,map01110,map01210,map01230,map00360,map00400,map00460,map00470,map00904,map00940,map00960,map00996,map00966,map00999,map00997,map01060,map01061,map01063,map01064,map01070,map00970,map02010,map04974,map04978,map05230	CHEBI:16998,CHEBI:32486,CHEBI:32487,CHEBI:32494,CHEBI:32495,CHEBI:32504,CHEBI:32505,CHEBI:57981	CHEBI:16998,CHEBI:17295,CHEBI:28044,CHEBI:32486,CHEBI:32487,CHEBI:32494,CHEBI:32495,CHEBI:32504,CHEBI:32505,CHEBI:57981,CHEBI:58095	C00079,C02057,C02265	CHEBI:58095	R-HSA-1474151,R-HSA-2022377,R-HSA-2160456,R-HSA-352230,R-HSA-379716,R-HSA-379726,R-HSA-442660,R-HSA-5619044,R-HSA-5659735,R-HSA-71240,R-HSA-8964208,R-HSA-9673163	C00079,C02265	map01100,map01110,map01210,map01230,map00360,map00400,map00460,map00470,map00904,map00940,map00960,map00996,map00966,map00999,map00997,map01060,map01061,map01063,map01064,map01070,map00970,map02010,map04974,map04978,map05230,map01100,map00360,map00470,map04742	CHEBI:192084	CHEBI:16998,CHEBI:17295,CHEBI:28044,CHEBI:32486,CHEBI:32487,CHEBI:32494,CHEBI:32495,CHEBI:32504,CHEBI:32505,CHEBI:57981,CHEBI:58095,CHEBI:192084	C00079,C02057,C02265	CHEBI:58095	R-HSA-1474151,R-HSA-2022377,R-HSA-2160456,R-HSA-352230,R-HSA-379716,R-HSA-379726,R-HSA-442660,R-HSA-5619044,R-HSA-5659735,R-HSA-71240,R-HSA-8964208,R-HSA-9673163	C00079,C02265	map01100,map01110,map01210,map01230,map00360,map00400,map00460,map00470,map00904,map00940,map00960,map00996,map00966,map00999,map00997,map01060,map01061,map01063,map01064,map01070,map00970,map02010,map04974,map04978,map05230,map01100,map00360,map00470,map04742			0
TG(8:0_16:1_18:2)	RM0021488	C45H80O6	716.5955	Glycerolipids	Triradylglycerols	TAG								TG 8:0_16:1_18:2																																	0
DG(40:5)	RM0033573	C43H74O5	670.5536	Glycerolipids	Diradylglycerols	DAG								DG 40:5					CHEBI:87224	CHEBI:87224	CHEBI:87224	CHEBI:87224										CHEBI:87224						CHEBI:87225,CHEBI:134565,CHEBI:134570,CHEBI:137142	CHEBI:87224,CHEBI:87225,CHEBI:134565,CHEBI:134570,CHEBI:137142						CHEBI:18035	R-HSA-112043,R-HSA-1250196,R-HSA-192456,R-HSA-202424,R-HSA-202433,R-HSA-2029485,R-HSA-2871809,R-HSA-2871837,R-HSA-418890,R-HSA-5218921,R-HSA-5607764,R-HSA-6809371,R-HSA-8963889,R-HSA-8963901,R-HSA-8964058,R-HSA-9027277,R-HSA-9648002,R-HSA-9664323,R-HSA-9680350,R-HSA-975634	20
PE(16:0_22:5)	RM0044207	C43H76NO8P	765.5309	Glycerophospholipids	Glycerophosphoethanolamines	PE								PE 16:0_22:5																																	0
SM(38:1;3O)	RM0162042	C43H87N2O7P	774.6251	Sphingolipids	Phosphosphingolipids	SM								SM 38:1;O3																																	0
D-(-)-Lactic acid	RM0136088	C3H6O3	90.0317	Organic acids	Hydroxy acids	Alpha hydroxy acids	61503	CHEBI:42111	HMDB0001311		C00256	JVTAAEKCZFNVCJ-UWTATZPHSA-N	C[C@H](C(=O)O)O	D-Lactic acid			C00256	map01100,map01120,map00620,map01502	CHEBI:42111,CHEBI:42111	CHEBI:42111,CHEBI:42111	CHEBI:42111,CHEBI:42111	CHEBI:42111	C00256	C00256	C00256	C00256			C00256	map01100,map01120,map00620,map01502	CHEBI:422,CHEBI:16004,CHEBI:16651	CHEBI:422,CHEBI:16004,CHEBI:16651,CHEBI:42111	C00186,C00256	CHEBI:422,CHEBI:16004,CHEBI:16651	R-HSA-196807,R-HSA-3296197,R-HSA-381753,R-HSA-381753,R-HSA-418594,R-HSA-428643,R-HSA-433692,R-HSA-561048,R-HSA-5619070,R-HSA-70268,R-HSA-9749641,R-HSA-70268,R-HSA-196807,R-HSA-428643,R-HSA-433692,R-HSA-561048,R-HSA-5619071,R-HSA-70268,R-HSA-9749641	C00186,C00256	map01100,map01110,map01120,map00010,map00051,map00620,map00640,map00643,map04066,map04024,map04148,map04922,map05230,map01100,map01120,map00620,map01502		CHEBI:422,CHEBI:16004,CHEBI:16651,CHEBI:42111	C00186,C00256	CHEBI:422,CHEBI:16004,CHEBI:16651	R-HSA-196807,R-HSA-3296197,R-HSA-381753,R-HSA-381753,R-HSA-418594,R-HSA-428643,R-HSA-433692,R-HSA-561048,R-HSA-5619070,R-HSA-70268,R-HSA-9749641,R-HSA-70268,R-HSA-196807,R-HSA-428643,R-HSA-433692,R-HSA-561048,R-HSA-5619071,R-HSA-70268,R-HSA-9749641	C00186,C00256	map01100,map01110,map01120,map00010,map00051,map00620,map00640,map00643,map04066,map04024,map04148,map04922,map05230,map01100,map01120,map00620,map01502			0
2-Monostearin	-	-	-	-	-	-	-		-	-		-	-	-																																	0
LPE(18:0)	RM0017276	C23H48NO7P	481.3168	Glycerophospholipids	Glycerophosphoethanolamines	LPE								LPE 18:0					CHEBI:64576,CHEBI:72387,CHEBI:133145	CHEBI:133145,CHEBI:64576,CHEBI:64576,CHEBI:72387,CHEBI:72387	CHEBI:64576,CHEBI:72387,CHEBI:133145	CHEBI:64576,CHEBI:72387,CHEBI:133145									CHEBI:133144	CHEBI:64576,CHEBI:72387,CHEBI:133144,CHEBI:133145						CHEBI:75036,CHEBI:83047	CHEBI:64576,CHEBI:72387,CHEBI:75036,CHEBI:83047,CHEBI:133144,CHEBI:133145						CHEBI:28936,CHEBI:36314	R-HSA-1482788,R-HSA-1482839,R-HSA-1483152	3
L-Threitol	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:42090	CHEBI:42090	CHEBI:42090	CHEBI:42090									CHEBI:48300	CHEBI:42090,CHEBI:48300	C16884						CHEBI:42090,CHEBI:48300	C16884							0
meso-Erythritol	RM0136218	C4H10O4	122.0579	Carbohydrates	Monosaccharides	Sugar alcohols	222285	CHEBI:17113	HMDB0002994		C00503	UNXHWFMMPAWVPI-ZXZARUISSA-N	C([C@@H]([C@@H](CO)O)O)O	Erythritol			C00503	map02010	CHEBI:17113,CHEBI:17113	CHEBI:17113,CHEBI:17113	CHEBI:17113,CHEBI:17113	CHEBI:17113	C00503	C00503	C00503	C00503			C00503	map02010		CHEBI:17113	C00503			C00503	map02010		CHEBI:17113	C00503			C00503	map02010			0
Ribonic acid	RM0138937	C5H10O6	166.0477	Carbohydrates	Monosaccharides	Sugar acids	5460677	CHEBI:21077	HMDB0000867		C01685	QXKAIJAYHKCRRA-BXXZVTAOSA-N	C([C@H]([C@H]([C@H](C(=O)O)O)O)O)O	Ribonic acid					CHEBI:33511	CHEBI:33511	CHEBI:33511	CHEBI:21077,CHEBI:33511	C01685	C01685	C01685	C01685					CHEBI:17773,CHEBI:87765	CHEBI:17773,CHEBI:21077,CHEBI:33511,CHEBI:87765	C01685						CHEBI:17773,CHEBI:21077,CHEBI:33511,CHEBI:87765	C01685					CHEBI:33575	R-HSA-6809371	1
Arachidic acid	RM0137828	C20H40O2	312.3028	Fatty Acyls	Fatty acids	Saturated FA	10467	CHEBI:28822	HMDB0002212	LMFA01010020	C06425	VKOBVWXKNCXXDE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCC(=O)O	Arachidic acid	CHEBI:28822	R-HSA-5619108,R-HSA-804914	C06425	map01040	CHEBI:28822,CHEBI:28822	CHEBI:28822,CHEBI:28822	CHEBI:28822,CHEBI:28822	CHEBI:28822	C06425	C06425	C06425	C06425	CHEBI:28822	R-HSA-5619108,R-HSA-804914	C06425	map01040	CHEBI:32360	CHEBI:28822,CHEBI:32360	C06425	CHEBI:28822	R-HSA-5619108,R-HSA-804914	C06425	map01040		CHEBI:28822,CHEBI:32360	C06425	CHEBI:28822	R-HSA-5619108,R-HSA-804914	C06425	map01040			0
TG(19:1_18:2_18:2)	RM0117077	C58H102O6	894.7676	Glycerolipids	Triradylglycerols	TAG								TG 18:2_18:2_19:1																																	0
TG(17:1_18:2_18:2)	RM0107942	C56H98O6	866.7363	Glycerolipids	Triradylglycerols	TAG								TG 17:1_18:2_18:2																																	0
TG(16:1_18:2_18:3)	RM0110763	C55H94O6	850.7050	Glycerolipids	Triradylglycerols	TAG								TG 16:1_18:2_18:3																																	0
Octanoic acid	RM0134956	C8H16O2	144.1150	Fatty Acyls	Fatty acids	Saturated FA	379	CHEBI:28837	HMDB0000482	LMFA01010008	C06423	WWZKQHOCKIZLMA-UHFFFAOYSA-N	CCCCCCCC(=O)O	Caprylic acid	CHEBI:28837	R-HSA-381753,R-HSA-381753,R-HSA-422085	C06423	map01100,map01240,map00061,map00785,map01060,map01066	CHEBI:28837	CHEBI:28837	CHEBI:28837	CHEBI:28837	C06423	C06423	C06423	C06423	CHEBI:28837	R-HSA-381753,R-HSA-381753,R-HSA-422085	C06423	map01100,map01240,map00061,map00785,map01060,map01066	CHEBI:25646	CHEBI:25646,CHEBI:28837	C06423	CHEBI:28837	R-HSA-381753,R-HSA-381753,R-HSA-422085	C06423	map01100,map01240,map00061,map00785,map01060,map01066		CHEBI:25646,CHEBI:28837	C06423	CHEBI:28837	R-HSA-381753,R-HSA-381753,R-HSA-422085	C06423	map01100,map01240,map00061,map00785,map01060,map01066			0
Diglycerol	RM0160348	C6H14O5	166.0841	Glycerolipids	Monoradylglycerols	O-MG	42953	CHEBI:140430				GPLRAVKSCUXZTP-UHFFFAOYSA-N	C(C(COCC(CO)O)O)O	Diglycerol					CHEBI:140430	CHEBI:140430	CHEBI:140430	CHEBI:140430										CHEBI:140430							CHEBI:140430						CHEBI:52575	R-HSA-75109	1
Stearic acid	RM0153574	C18H36O2	284.2715	Fatty Acyls	Fatty acids	Saturated FA	5281	CHEBI:28842	HMDB0000827	LMFA01010018	C01530	QIQXTHQIDYTFRH-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCC(=O)O	Stearic acid			C01530	map01100,map00061,map01040,map01060,map04745	CHEBI:28842,CHEBI:28842	CHEBI:28842,CHEBI:28842	CHEBI:28842,CHEBI:28842	CHEBI:28842	C01530	C01530	C01530	C01530			C01530	map01100,map00061,map01040,map01060,map04745	CHEBI:25629	CHEBI:25629,CHEBI:28842	C01530			C01530	map01100,map00061,map01040,map01060,map04745		CHEBI:25629,CHEBI:28842	C01530			C01530	map01100,map00061,map01040,map01060,map04745	CHEBI:15904	R-HSA-1369062,R-HSA-192456,R-HSA-3000471,R-HSA-390247,R-HSA-5684045,R-HSA-77289,R-HSA-8963901,R-HSA-8964058,R-HSA-975634	9
L-(+)-Lactic acid	RM0135904	C3H6O3	90.0317	Organic acids	Short-chain acids	Short-chain acids	107689	CHEBI:422	HMDB0000190		C00186	JVTAAEKCZFNVCJ-REOHCLBHSA-N	C[C@@H](C(=O)O)O	Lactic acid	CHEBI:422	R-HSA-196807,R-HSA-3296197,R-HSA-381753,R-HSA-381753,R-HSA-418594,R-HSA-428643,R-HSA-433692,R-HSA-561048,R-HSA-5619070,R-HSA-70268,R-HSA-9749641	C00186	map01100,map01110,map01120,map00010,map00051,map00620,map00640,map00643,map04066,map04024,map04148,map04922,map05230	CHEBI:28358,CHEBI:42111,CHEBI:78320,CHEBI:422	CHEBI:28358,CHEBI:42111,CHEBI:78320,CHEBI:422	CHEBI:28358,CHEBI:42111,CHEBI:78320,CHEBI:422	CHEBI:422,CHEBI:28358,CHEBI:42111,CHEBI:78320	C00186,C00256,C01432	C00186,C00256,C01432	C00186,C00256,C01432	C00186,C00256,C01432	CHEBI:422	R-HSA-196807,R-HSA-3296197,R-HSA-381753,R-HSA-381753,R-HSA-418594,R-HSA-428643,R-HSA-433692,R-HSA-561048,R-HSA-5619070,R-HSA-70268,R-HSA-9749641	C00186,C00256	map01100,map01110,map01120,map00010,map00051,map00620,map00640,map00643,map04066,map04024,map04148,map04922,map05230,map01100,map01120,map00620,map01502	CHEBI:16004,CHEBI:16651,CHEBI:24996	CHEBI:422,CHEBI:16004,CHEBI:16651,CHEBI:24996,CHEBI:28358,CHEBI:42111,CHEBI:78320	C00186,C00256,C01432	CHEBI:422,CHEBI:16004,CHEBI:16651	R-HSA-196807,R-HSA-3296197,R-HSA-381753,R-HSA-381753,R-HSA-418594,R-HSA-428643,R-HSA-433692,R-HSA-561048,R-HSA-5619070,R-HSA-70268,R-HSA-9749641,R-HSA-70268,R-HSA-196807,R-HSA-428643,R-HSA-433692,R-HSA-561048,R-HSA-5619071,R-HSA-70268,R-HSA-9749641	C00186,C00256	map01100,map01110,map01120,map00010,map00051,map00620,map00640,map00643,map04066,map04024,map04148,map04922,map05230,map01100,map01120,map00620,map01502		CHEBI:422,CHEBI:16004,CHEBI:16651,CHEBI:24996,CHEBI:28358,CHEBI:42111,CHEBI:78320	C00186,C00256,C01432	CHEBI:422,CHEBI:16004,CHEBI:16651	R-HSA-196807,R-HSA-3296197,R-HSA-381753,R-HSA-381753,R-HSA-418594,R-HSA-428643,R-HSA-433692,R-HSA-561048,R-HSA-5619070,R-HSA-70268,R-HSA-9749641,R-HSA-70268,R-HSA-196807,R-HSA-428643,R-HSA-433692,R-HSA-561048,R-HSA-5619071,R-HSA-70268,R-HSA-9749641	C00186,C00256	map01100,map01110,map01120,map00010,map00051,map00620,map00640,map00643,map04066,map04024,map04148,map04922,map05230,map01100,map01120,map00620,map01502			0
D-(-)-Fructofuranose	RM0136734	C6H12O6	180.0634	Carbohydrates	Monosaccharides	Hexoses	2723872	CHEBI:37714	HMDB0062538		C00095	LKDRXBCSQODPBY-VRPWFDPXSA-N	C1[C@H]([C@H]([C@@H](C(CO)(O)O1)O)O)O	Fructose			C00095	map01100,map01110,map01120,map01250,map00051,map00052,map00500,map00520,map02010,map02060,map04973,map04742,map05415,map04931	CHEBI:28645,CHEBI:28757,CHEBI:28757	CHEBI:28645,CHEBI:28757,CHEBI:28757	CHEBI:28645,CHEBI:28757,CHEBI:28757	CHEBI:28645,CHEBI:28757,CHEBI:37714	C00095,C01496,C02336	C00095,C01496,C02336	C00095,C01496,C02336	C00095,C01496,C02336	CHEBI:28645	R-HSA-70350	C00095	map01100,map01110,map01120,map01250,map00051,map00052,map00500,map00520,map02010,map02060,map04973,map04742,map05415,map04931	CHEBI:43703	CHEBI:28645,CHEBI:28757,CHEBI:37714,CHEBI:43703	C00095,C01496,C02336	CHEBI:28645	R-HSA-70350	C00095	map01100,map01110,map01120,map01250,map00051,map00052,map00500,map00520,map02010,map02060,map04973,map04742,map05415,map04931	CHEBI:15824,CHEBI:28120,CHEBI:28614,CHEBI:37715,CHEBI:37719,CHEBI:37720,CHEBI:37721,CHEBI:37722,CHEBI:37723,CHEBI:37724,CHEBI:37725,CHEBI:37727,CHEBI:37728,CHEBI:37729,CHEBI:41005,CHEBI:48095	CHEBI:15824,CHEBI:28120,CHEBI:28614,CHEBI:28645,CHEBI:28757,CHEBI:37714,CHEBI:37715,CHEBI:37719,CHEBI:37720,CHEBI:37721,CHEBI:37722,CHEBI:37723,CHEBI:37724,CHEBI:37725,CHEBI:37727,CHEBI:37728,CHEBI:37729,CHEBI:41005,CHEBI:43703,CHEBI:48095	C00095,C01496,C01719,C02336,C05003,C10906	CHEBI:15824,CHEBI:28645,CHEBI:48095	R-HSA-189085,R-HSA-189200,R-HSA-196791,R-HSA-211916,R-HSA-418594,R-HSA-420499,R-HSA-5619047,R-HSA-5619098,R-HSA-5657562,R-HSA-8981373,R-HSA-9717207,R-HSA-9717207,R-HSA-70350,R-HSA-5652227	C00095	map01100,map01110,map01120,map01250,map00051,map00052,map00500,map00520,map02010,map02060,map04973,map04742,map05415,map04931			0
2,3,6,7-tetramethyl-Octane	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:151050	CHEBI:151050	CHEBI:151050	CHEBI:151050										CHEBI:151050							CHEBI:151050								0
PE(38:6)	RM0001619	C43H74NO8P	763.5152	Glycerophospholipids	Glycerophosphoethanolamines	PE								PE 38:6					CHEBI:134428,CHEBI:71739,CHEBI:79097	CHEBI:134428,CHEBI:79097,CHEBI:71739,CHEBI:71739	CHEBI:134428,CHEBI:71739,CHEBI:79097	CHEBI:71739,CHEBI:79097,CHEBI:134428									CHEBI:78261	CHEBI:71739,CHEBI:78261,CHEBI:79097,CHEBI:134428						CHEBI:136154,CHEBI:136177	CHEBI:71739,CHEBI:78261,CHEBI:79097,CHEBI:134428,CHEBI:136154,CHEBI:136177						CHEBI:36314,CHEBI:64612	R-HSA-1482788,R-HSA-1660661	2
SM(36:1;3O)	RM0008932	C41H83N2O7P	746.5938	Sphingolipids	Phosphosphingolipids	SM								SM 36:1;O3																																	0
TG(16:0_18:0_22:0)	RM0067995	C59H114O6	918.8615	Glycerolipids	Triradylglycerols	TAG								TG 16:0_18:0_22:0																																	0
PE(16:0_22:6)	RM0104542	C43H74NO8P	763.5152	Glycerophospholipids	Glycerophosphoethanolamines	PE								PE 16:0_22:6																																	0
TG(17:0_16:1_18:1)	RM0073443	C54H100O6	844.7520	Glycerolipids	Triradylglycerols	TAG								TG 16:1_17:0_18:1																																	0
TG(18:0_22:0_18:1)	RM0018661	C61H116O6	944.8772	Glycerolipids	Triradylglycerols	TAG								TG 18:0_18:1_22:0																																	0
PC(17:0_18:1)	RM0090135	C43H84NO8P	773.5935	Glycerophospholipids	Glycerophosphocholines	PC								PC 17:0_18:1					CHEBI:167254	CHEBI:167254,CHEBI:167254	CHEBI:167254	CHEBI:167254										CHEBI:167254							CHEBI:167254						CHEBI:57643	R-HSA-111995,R-HSA-1369062,R-HSA-1482788,R-HSA-1482798,R-HSA-1482839,R-HSA-1483101,R-HSA-1483148,R-HSA-1483166,R-HSA-1483191,R-HSA-1483196,R-HSA-1660661,R-HSA-2029485,R-HSA-2142753,R-HSA-382556,R-HSA-5678771,R-HSA-5683678,R-HSA-5683826,R-HSA-5688399,R-HSA-6811436,R-HSA-8964058,R-HSA-9680350	21
NAE(20:2)	RM0153135	C22H41NO2	351.3137	Fatty Acyls	Fatty amides	NAE	5283444	CHEBI:73733		LMFA08040002		MWQCBVWCBTUPDQ-HZJYTTRNSA-N	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)NCCO	Eicosadienoyl-EA								CHEBI:73733										CHEBI:73733							CHEBI:73733						CHEBI:18059,CHEBI:30879	R-HSA-1222556,R-HSA-1369062,R-HSA-1483166,R-HSA-2022377,R-HSA-5682294,R-HSA-804914,R-HSA-8935690,R-HSA-8941413	8
TG(14:0_18:2_18:3)	RM0076456	C53H92O6	824.6894	Glycerolipids	Triradylglycerols	TAG								TG 14:0_18:2_18:3																																	0
PE(18:1_20:4)	RM0001489	C43H76NO8P	765.5309	Glycerophospholipids	Glycerophosphoethanolamines	PE								PE 18:1_20:4					CHEBI:167265	CHEBI:167265,CHEBI:167265	CHEBI:167265	CHEBI:167265										CHEBI:167265							CHEBI:167265						CHEBI:36314	R-HSA-1482788	1
