Input name	RefMet_ID	Formula	Exact mass	Super class	Main class	Sub class	PubChem_CID	ChEBI_ID	HMDB_ID	LM_ID	KEGG_ID	INCHI_KEY	SMILES	Standardized name	ChEBI_ID_Step1_reactome	Reactome_Pathways_Step1	KEGG_Compounds_Step1	KEGG_Pathways_Step1	CHEBI_Exact_From_Names	CHEBI_Fuzzy_From_Names	CHEBI_From_Names_All	CHEBI_ID_Step2	KEGG_Exact_From_Names	KEGG_Fuzzy_From_Names	KEGG_From_Names_All	KEGG_ID_Step2	ChEBI_ID_Step2_reactome	Reactome_Pathways_Step2	KEGG_Compounds_Step2	KEGG_Pathways_Step2	CHEBI_RO_Equivalents	CHEBI_ID_Step3	KEGG_ID_Step3	ChEBI_ID_Step3_reactome	Reactome_Pathways_Step3	KEGG_Compounds_Step3	KEGG_Pathways_Step3	CHEBI_is_a_Equivalents	CHEBI_ID_Step4	KEGG_ID_Step4	ChEBI_ID_Step4_reactome	Reactome_Pathways_Step4	KEGG_Compounds_Step4	KEGG_Pathways_Step4	CHEBI_IsA_Generalisation	Reactome_Pathways_IsA_Generalisation	n_pathways_isa_generalisation
Heptadecanoic acid	RM0149933	C17H34O2	270.2559	Fatty Acyls	Fatty acids	Saturated FA	10465	CHEBI:32365	HMDB0002259	LMFA01010017		KEMQGTRYUADPNZ-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCC(=O)O	Margaric acid					CHEBI:32365	CHEBI:32365	CHEBI:32365	CHEBI:32365									CHEBI:32366	CHEBI:32365,CHEBI:32366							CHEBI:32365,CHEBI:32366						CHEBI:15904	R-HSA-1369062,R-HSA-192456,R-HSA-3000471,R-HSA-390247,R-HSA-5684045,R-HSA-77289,R-HSA-8963901,R-HSA-8964058,R-HSA-975634	9
DG(34:0_18:1)	RM0033593	C55H106O5	846.8040	Glycerolipids	Diradylglycerols	DAG								DG 18:1_34:0																																	0
DG(17:0)	RM0174321	C20H38O5	358.2719	Glycerolipids	Diradylglycerols	DAG								DG 17:0																																	0
FA(20:4)	RM0152034	C20H32O2	304.2402	Fatty Acyls	Fatty acids	Unsaturated FA								Eicosatetraenoic acid					CHEBI:166893,CHEBI:36033	CHEBI:166893,CHEBI:36033,CHEBI:132539	CHEBI:166893,CHEBI:36033,CHEBI:132539	CHEBI:36033,CHEBI:132539,CHEBI:166893									CHEBI:62920	CHEBI:36033,CHEBI:62920,CHEBI:132539,CHEBI:166893						CHEBI:15843,CHEBI:32395,CHEBI:36035,CHEBI:36038,CHEBI:36039,CHEBI:36040,CHEBI:36042,CHEBI:36045,CHEBI:36232,CHEBI:36302,CHEBI:36306,CHEBI:64014,CHEBI:71488,CHEBI:71563,CHEBI:78806,CHEBI:82835	CHEBI:15843,CHEBI:32395,CHEBI:36033,CHEBI:36035,CHEBI:36038,CHEBI:36039,CHEBI:36040,CHEBI:36042,CHEBI:36045,CHEBI:36232,CHEBI:36302,CHEBI:36306,CHEBI:62920,CHEBI:64014,CHEBI:71488,CHEBI:71563,CHEBI:78806,CHEBI:82835,CHEBI:132539,CHEBI:166893	C00219	CHEBI:32395	R-HSA-111995,R-HSA-112310,R-HSA-1368108,R-HSA-140180,R-HSA-1989781,R-HSA-1989781,R-HSA-2029485,R-HSA-211935,R-HSA-211958,R-HSA-2142670,R-HSA-2142688,R-HSA-2142691,R-HSA-2142696,R-HSA-2142712,R-HSA-2142753,R-HSA-2142753,R-HSA-2142770,R-HSA-2142816,R-HSA-2151201,R-HSA-2162123,R-HSA-2426168,R-HSA-381340,R-HSA-400206,R-HSA-426048,R-HSA-5579011,R-HSA-5668599,R-HSA-75876,R-HSA-9707564,R-HSA-9707616,R-HSA-9931509,R-HSA-9933387	C00219	map01100,map00590,map00591,map01040,map04216,map04217,map04611,map04664,map04666,map04923,map04912,map04913,map04921,map04925,map04270,map04726,map04730,map04723,map04745,map04750,map05146,map05140,map07034			0
trans-13-Octadecenoic acid	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:143770	CHEBI:143770	CHEBI:143770	CHEBI:143770										CHEBI:143770							CHEBI:143770						CHEBI:15904,CHEBI:35366	R-HSA-1369062,R-HSA-1482883,R-HSA-167826,R-HSA-192456,R-HSA-3000471,R-HSA-390247,R-HSA-422085,R-HSA-426048,R-HSA-5684045,R-HSA-6809371,R-HSA-6811436,R-HSA-77289,R-HSA-8963889,R-HSA-8963901,R-HSA-8964038,R-HSA-8964058,R-HSA-975634	17
2-Hydroxy-3-methylbutyric acid	RM0153673	C5H10O3	118.0630	Fatty Acyls	Fatty acids	Hydroxy FA	853180	CHEBI:60631	HMDB0000407	LMFA01050390		NGEWQZIDQIYUNV-BYPYZUCNSA-N	CC(C)[C@@H](C(=O)O)O	2-Hydroxy-3-methylbutyric acid					CHEBI:60645	CHEBI:60645	CHEBI:60645	CHEBI:60631,CHEBI:60645									CHEBI:46415,CHEBI:64669,CHEBI:145660,CHEBI:744019	CHEBI:46415,CHEBI:60631,CHEBI:60645,CHEBI:64669,CHEBI:145660,CHEBI:744019							CHEBI:46415,CHEBI:60631,CHEBI:60645,CHEBI:64669,CHEBI:145660,CHEBI:744019						CHEBI:33575	R-HSA-6809371	1
DG(24:3)	RM0033610	C27H46O5	450.3345	Glycerolipids	Diradylglycerols	DAG								DG 24:3																																	0
D-(-)-Ribofuranose	RM0006551	C5H10O5	150.0528	Carbohydrates	Monosaccharides	Pentoses	5779	CHEBI:47013	HMDB0000283		C00121	HMFHBZSHGGEWLO-SOOFDHNKSA-N	C([C@@H]1[C@H]([C@H](C(O)O1)O)O)O	Ribose	CHEBI:47013	R-HSA-71336	C00121	map01100,map00030,map02010,map02030	CHEBI:27476,CHEBI:45506,CHEBI:47013,CHEBI:33942	CHEBI:27476,CHEBI:45506,CHEBI:47013,CHEBI:33942	CHEBI:27476,CHEBI:45506,CHEBI:47013,CHEBI:33942	CHEBI:27476,CHEBI:33942,CHEBI:45506,CHEBI:47013	C00121,C08353	C00121,C08353	C00121,C08353	C00121,C08353	CHEBI:47013	R-HSA-71336	C00121	map01100,map00030,map02010,map02030	CHEBI:47004,CHEBI:47012	CHEBI:27476,CHEBI:33942,CHEBI:45506,CHEBI:47004,CHEBI:47012,CHEBI:47013	C00121,C08353	CHEBI:47013	R-HSA-71336	C00121	map01100,map00030,map02010,map02030	CHEBI:16988,CHEBI:46997,CHEBI:46998,CHEBI:47000,CHEBI:47002,CHEBI:47005,CHEBI:47006,CHEBI:47007,CHEBI:47008,CHEBI:47010,CHEBI:47011,CHEBI:47014,CHEBI:47015,CHEBI:47024	CHEBI:16988,CHEBI:27476,CHEBI:33942,CHEBI:45506,CHEBI:46997,CHEBI:46998,CHEBI:47000,CHEBI:47002,CHEBI:47004,CHEBI:47005,CHEBI:47006,CHEBI:47007,CHEBI:47008,CHEBI:47010,CHEBI:47011,CHEBI:47012,CHEBI:47013,CHEBI:47014,CHEBI:47015,CHEBI:47024	C00121,C08353,C16639	CHEBI:47013	R-HSA-71336	C00121	map01100,map00030,map02010,map02030			0
DG(16:0_34:1)	RM0174293	C53H102O5	818.7727	Glycerolipids	Diradylglycerols	DAG								DG 16:0_34:1																																	0
NAE(22:4)	RM0153083	C24H41NO2	375.3137	Fatty Acyls	Fatty amides	NAE	5282273	CHEBI:34478	HMDB0013626	LMFA08040047	C13829	FMVHVRYFQIXOAF-DOFZRALJSA-N	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)NCCO	Adrenoyl-EA						CHEBI:134163	CHEBI:134163	CHEBI:34478,CHEBI:134163	C13829	C13829	C13829	C13829						CHEBI:34478,CHEBI:134163	C13829					CHEBI:109536	CHEBI:34478,CHEBI:109536,CHEBI:134163	C13829					CHEBI:18059,CHEBI:30879	R-HSA-1222556,R-HSA-1369062,R-HSA-1483166,R-HSA-2022377,R-HSA-5682294,R-HSA-804914,R-HSA-8935690,R-HSA-8941413	8
Glycerol	RM0135887	C3H8O3	92.0473	Organic oxygen compounds	Alcohols and polyols	1,2-diols	753	CHEBI:17754	HMDB0000131		C00116	PEDCQBHIVMGVHV-UHFFFAOYSA-N	C(C(CO)O)O	Glycerol	CHEBI:17754	R-HSA-1482883,R-HSA-1483148,R-HSA-1483206,R-HSA-163560,R-HSA-192456,R-HSA-426048,R-HSA-432030,R-HSA-432047,R-HSA-75109	C00116	map01100,map01110,map01120,map00040,map00052,map00561,map02010,map04923,map04723,map04714	CHEBI:17754,CHEBI:17754,CHEBI:17754	CHEBI:17754,CHEBI:17754,CHEBI:17754	CHEBI:17754,CHEBI:17754,CHEBI:17754	CHEBI:17754	C00116	C00116	C00116	C00116	CHEBI:17754	R-HSA-1482883,R-HSA-1483148,R-HSA-1483206,R-HSA-163560,R-HSA-192456,R-HSA-426048,R-HSA-432030,R-HSA-432047,R-HSA-75109	C00116	map01100,map01110,map01120,map00040,map00052,map00561,map02010,map04923,map04723,map04714		CHEBI:17754	C00116	CHEBI:17754	R-HSA-1482883,R-HSA-1483148,R-HSA-1483206,R-HSA-163560,R-HSA-192456,R-HSA-426048,R-HSA-432030,R-HSA-432047,R-HSA-75109	C00116	map01100,map01110,map01120,map00040,map00052,map00561,map02010,map04923,map04723,map04714		CHEBI:17754	C00116	CHEBI:17754	R-HSA-1482883,R-HSA-1483148,R-HSA-1483206,R-HSA-163560,R-HSA-192456,R-HSA-426048,R-HSA-432030,R-HSA-432047,R-HSA-75109	C00116	map01100,map01110,map01120,map00040,map00052,map00561,map02010,map04923,map04723,map04714			0
3-Hydroxyisovaleric acid	RM0152879	C5H10O3	118.0630	Fatty Acyls	Fatty acids	Hydroxy FA	69362	CHEBI:37084	HMDB0000754	LMFA01050396		AXFYFNCPONWUHW-UHFFFAOYSA-N	CC(C)(CC(=O)O)O	3-Hydroxyisovaleric acid					CHEBI:37084	CHEBI:37084	CHEBI:37084	CHEBI:37084									CHEBI:82957	CHEBI:37084,CHEBI:82957							CHEBI:37084,CHEBI:82957						CHEBI:33575	R-HSA-6809371	1
1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester	-	-	-	-	-	-	-		-	-		-	-	-																																	0
DG(37:7)	RM0004504	C40H64O5	624.4754	Glycerolipids	Diradylglycerols	DAG								DG 37:7																																	0
D-(+)-Talofuranose	-	-	-	-	-	-	-		-	-		-	-	-																																	0
3,4-Dihydroxybutanoic acid	RM0153368	C4H8O4	120.0423	Fatty Acyls	Fatty acids	Hydroxy FA	10920498	CHEBI:137814	HMDB0000337	LMFA01050378		DZAIOXUZHHTJKN-VKHMYHEASA-N	C([C@@H](CO)O)C(=O)O	3,4-Dihydroxybutyric acid					CHEBI:86371	CHEBI:86371	CHEBI:86371	CHEBI:86371,CHEBI:137814										CHEBI:86371,CHEBI:137814							CHEBI:86371,CHEBI:137814						CHEBI:24654,CHEBI:33575	R-HSA-3000471,R-HSA-3000480,R-HSA-3000484,R-HSA-5686938,R-HSA-6809371	5
TG(18:0_18:1_20:3)	RM0074000	C59H106O6	910.7989	Glycerolipids	Triradylglycerols	TAG								TG 18:0_18:1_20:3																																	0
TG(16:0_18:1_24:5)	-	-	-	-	-	-	-		-	-		-	-	-																																	0
2,6-dimethyl-Nonane	-	-	-	-	-	-	-		-	-		-	-	-																																	0
TG(18:1_18:2_22:5)	RM0068241	C61H102O6	930.7676	Glycerolipids	Triradylglycerols	TAG								TG 18:1_18:2_22:5																																	0
2,5-Dimethoxymandelic acid	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:183270	CHEBI:183270	CHEBI:183270	CHEBI:183270										CHEBI:183270							CHEBI:183270								0
Palmitic Acid	RM0153571	C16H32O2	256.2402	Fatty Acyls	Fatty acids	Saturated FA	985	CHEBI:15756	HMDB0000220	LMFA01010001	C00249	IPCSVZSSVZVIGE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(=O)O	Palmitic acid			C00249	map01100,map01212,map00061,map00062,map00071,map00073,map01040,map00563,map01060	CHEBI:15756,CHEBI:15756,CHEBI:15756	CHEBI:15756,CHEBI:15756,CHEBI:15756	CHEBI:15756,CHEBI:15756,CHEBI:15756	CHEBI:15756	C00249	C00249	C00249	C00249			C00249	map01100,map01212,map00061,map00062,map00071,map00073,map01040,map00563,map01060	CHEBI:7896	CHEBI:7896,CHEBI:15756	C00249	CHEBI:7896	R-HSA-112310,R-HSA-1368108,R-HSA-163560,R-HSA-192456,R-HSA-1989781,R-HSA-1989781,R-HSA-203615,R-HSA-2151201,R-HSA-2187335,R-HSA-2426168,R-HSA-2453902,R-HSA-373760,R-HSA-381340,R-HSA-381771,R-HSA-400206,R-HSA-400511,R-HSA-416476,R-HSA-434316,R-HSA-444209,R-HSA-444209,R-HSA-5619108,R-HSA-75105,R-HSA-75876,R-HSA-75896,R-HSA-804914,R-HSA-9009391,R-HSA-9648002,R-HSA-9707564,R-HSA-9707616,R-HSA-975634,R-HSA-9845614,R-HSA-9931509,R-HSA-9933387	C00249	map01100,map01212,map00061,map00062,map00071,map00073,map01040,map00563,map01060		CHEBI:7896,CHEBI:15756	C00249	CHEBI:7896	R-HSA-112310,R-HSA-1368108,R-HSA-163560,R-HSA-192456,R-HSA-1989781,R-HSA-1989781,R-HSA-203615,R-HSA-2151201,R-HSA-2187335,R-HSA-2426168,R-HSA-2453902,R-HSA-373760,R-HSA-381340,R-HSA-381771,R-HSA-400206,R-HSA-400511,R-HSA-416476,R-HSA-434316,R-HSA-444209,R-HSA-444209,R-HSA-5619108,R-HSA-75105,R-HSA-75876,R-HSA-75896,R-HSA-804914,R-HSA-9009391,R-HSA-9648002,R-HSA-9707564,R-HSA-9707616,R-HSA-975634,R-HSA-9845614,R-HSA-9931509,R-HSA-9933387	C00249	map01100,map01212,map00061,map00062,map00071,map00073,map01040,map00563,map01060			0
Proline	RM0135899	C5H9NO2	115.0633	Organic acids	Amino acids and peptides	Amino acids	145742	CHEBI:17203	HMDB0000162		C00148	ONIBWKKTOPOVIA-BYPYZUCNSA-N	C1C[C@@H](C(=O)O)NC1	Proline			C00148	map01100,map01110,map01230,map00330,map00470,map00332,map00401,map00404,map00333,map00970,map02010,map04974,map04978,map05230	CHEBI:17203,CHEBI:17203,CHEBI:26271	CHEBI:17203,CHEBI:17203,CHEBI:26271	CHEBI:17203,CHEBI:17203,CHEBI:26271	CHEBI:17203,CHEBI:26271	C00148,C16435	C00148,C16435	C00148,C16435	C00148,C16435			C00148	map01100,map01110,map01230,map00330,map00470,map00332,map00401,map00404,map00333,map00970,map02010,map04974,map04978,map05230	CHEBI:16313,CHEBI:32862,CHEBI:32864,CHEBI:32867,CHEBI:32868,CHEBI:32871,CHEBI:32872,CHEBI:57726,CHEBI:60039	CHEBI:16313,CHEBI:17203,CHEBI:26271,CHEBI:32862,CHEBI:32864,CHEBI:32867,CHEBI:32868,CHEBI:32871,CHEBI:32872,CHEBI:57726,CHEBI:60039	C00148,C00763,C16435	CHEBI:60039	R-HSA-352230,R-HSA-379716,R-HSA-379726,R-HSA-428559,R-HSA-442660,R-HSA-5619041,R-HSA-5619101,R-HSA-5660686,R-HSA-70688,R-HSA-8964539	C00148,C00763	map01100,map01110,map01230,map00330,map00470,map00332,map00401,map00404,map00333,map00970,map02010,map04974,map04978,map05230,map01100,map00330,map00470	CHEBI:192088	CHEBI:16313,CHEBI:17203,CHEBI:26271,CHEBI:32862,CHEBI:32864,CHEBI:32867,CHEBI:32868,CHEBI:32871,CHEBI:32872,CHEBI:57726,CHEBI:60039,CHEBI:192088	C00148,C00763,C16435	CHEBI:60039	R-HSA-352230,R-HSA-379716,R-HSA-379726,R-HSA-428559,R-HSA-442660,R-HSA-5619041,R-HSA-5619101,R-HSA-5660686,R-HSA-70688,R-HSA-8964539	C00148,C00763	map01100,map01110,map01230,map00330,map00470,map00332,map00401,map00404,map00333,map00970,map02010,map04974,map04978,map05230,map01100,map00330,map00470			0
3,5-di-tert-Butyl-4-hydroxyacetophenone	-	-	-	-	-	-	-		-	-		-	-	-					CHEBI:183278	CHEBI:183278	CHEBI:183278	CHEBI:183278										CHEBI:183278							CHEBI:183278								0
TG(18:1_19:1_18:2)	RM0021462	C58H104O6	896.7833	Glycerolipids	Triradylglycerols	TAG								TG 18:1_18:2_19:1																																	0
1-Monopalmitin	RM0075518	C19H38O4	330.2770	Glycerolipids	Monoradylglycerols	MAG	3084463	CHEBI:75542	HMDB0011564	LMGL01010009		QHZLMUACJMDIAE-SFHVURJKSA-N	CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O	MG 16:0/0:0/0:0						CHEBI:75542	CHEBI:75542	CHEBI:75542									CHEBI:64757	CHEBI:64757,CHEBI:75542							CHEBI:64757,CHEBI:75542						CHEBI:17408	R-HSA-1482883,R-HSA-1483206,R-HSA-192456,R-HSA-6814848	4
PE(16:0_18:1)	RM0134725	C39H76NO8P	717.5309	Glycerophospholipids	Glycerophosphoethanolamines	PE								PE 16:0_18:1																																	0
PC(16:0_18:1)	RM0090134	C42H82NO8P	759.5778	Glycerophospholipids	Glycerophosphocholines	PC								PC 16:0_18:1					CHEBI:167249	CHEBI:167249,CHEBI:167249	CHEBI:167249	CHEBI:167249										CHEBI:167249							CHEBI:167249						CHEBI:57643	R-HSA-111995,R-HSA-1369062,R-HSA-1482788,R-HSA-1482798,R-HSA-1482839,R-HSA-1483101,R-HSA-1483148,R-HSA-1483166,R-HSA-1483191,R-HSA-1483196,R-HSA-1660661,R-HSA-2029485,R-HSA-2142753,R-HSA-382556,R-HSA-5678771,R-HSA-5683678,R-HSA-5683826,R-HSA-5688399,R-HSA-6811436,R-HSA-8964058,R-HSA-9680350	21
TG(18:1_18:2_22:6)	RM0110832	C61H100O6	928.7520	Glycerolipids	Triradylglycerols	TAG								TG 18:1_18:2_22:6																																	0
